Opponent,Wins,Draws,Loses,Equity%
AcKc,1062132,18146,2344330,31.28
AcQc,1051740,17848,2355020,30.97
AcJc,1041348,17550,2365710,30.66
Ac9c,1185390,17626,2221592,34.87
Ac8c,1187550,17378,2219680,34.93
Ac7c,1189944,17452,2217212,35.0
Ac6c,1198804,17798,2208006,35.27
Ac5c,1167102,18980,2238526,34.36
Ac4c,795384,84948,2544276,24.47
Ac3c,1288296,19300,2117012,37.9
Ac2c,1300266,19596,2104746,38.25
KcQc,1025492,25500,2373616,30.32
KcJc,1015100,25202,2384306,30.01
Kc9c,1152996,25278,2246334,34.04
Kc8c,1195696,25298,2203614,35.28
Kc7c,1188248,25050,2211310,35.06
Kc6c,1188842,25124,2210642,35.08
Kc5c,1189060,26540,2209008,35.11
Kc4c,792448,124434,2507726,24.96
Kc3c,1316432,26860,2081316,38.83
Kc2c,1328402,27156,2069050,39.19
QcJc,979054,33652,2411902,29.08
Qc9c,1110588,33728,2280292,32.92
Qc8c,1153288,33748,2237572,34.17
Qc7c,1186596,33768,2204244,35.14
Qc6c,1177348,33520,2213740,34.87
Qc5c,1177566,34936,2212106,34.9
Qc4c,779614,159972,2485022,25.1
Qc3c,1304938,35256,2084414,38.62
Qc2c,1316908,35552,2072148,38.97
Jc9c,1068180,47424,2309004,31.88
Jc8c,1110880,47444,2266284,33.13
Jc7c,1144188,47464,2232956,34.1
Jc6c,1175696,47484,2201428,35.02
Jc5c,1166072,48578,2209958,34.76
Jc4c,766780,206102,2451726,25.4
Jc3c,1293444,48898,2082266,38.48
Jc2c,1305414,49194,2070000,38.84
9c8c,1735230,67940,1621438,51.66
9c7c,1785072,68176,1571360,53.12
9c6c,1833922,68196,1522490,54.55
9c5c,1883070,69558,1471980,56.0
9c4c,2272526,253762,898320,70.06
9c3c,2044612,69606,1310390,60.72
9c2c,2048410,69902,1306296,60.84
8c7c,1764456,67592,1592560,52.51
8c6c,1813306,67612,1543690,53.94
8c5c,1862454,68974,1493180,55.39
8c4c,2225594,249312,949702,68.63
8c3c,2057848,69256,1297504,61.1
8c2c,2051850,69280,1303478,60.93
7c6c,1786286,67724,1570598,53.15
7c5c,1835434,69086,1520088,54.6
7c4c,2177218,246522,1000868,67.17
7c3c,2022848,69368,1332392,60.08
7c2c,2064606,69626,1290376,61.3
6c5c,1816814,69198,1538596,54.06
6c4c,2130860,243732,1050016,65.78
6c3c,1988442,69480,1366686,59.08
6c2c,2030200,69738,1324670,60.3
5c4c,2082506,255524,1086578,64.54
5c3c,1952722,70662,1401224,58.05
5c2c,1994480,70920,1359208,59.28
4c3c,2148922,268692,1006994,66.67
4c2c,2202864,273076,948668,68.31
3c2c,2106696,71240,1246672,62.56
AcAh,869888,26848,5952480,12.9
AcKh,2220808,32188,4596220,32.66
AcQh,2198492,31516,4619208,32.33
AcJh,2176176,30844,4642196,32.0
AcTh,1537428,177084,5134704,23.74
Ac9h,2464776,30748,4353692,36.21
Ac8h,2469240,30092,4349884,36.27
Ac7h,2473140,30192,4345884,36.33
Ac6h,2490992,31088,4327136,36.6
Ac5h,2422428,33816,4392972,35.61
Ac4h,1626296,173048,5049872,25.01
Ac3h,2675060,35964,4138192,39.32
Ac2h,2701816,38016,4109384,39.72
KcAh,2220668,32192,4596356,32.66
KcKh,869708,27828,5951680,12.9
KcQh,2146372,47980,4654864,31.69
KcJh,2124056,47308,4677852,31.36
KcTh,1544440,247280,5057496,24.35
Kc9h,2400284,47212,4401720,35.39
Kc8h,2486952,47084,4315180,36.65
Kc7h,2470780,46468,4331968,36.41
Kc6h,2470780,46648,4331788,36.41
Kc5h,2469816,49908,4329492,36.42
Kc4h,1618972,255636,4974608,25.5
Kc3h,2735252,52056,4061908,40.32
Kc2h,2762008,54108,4033100,40.72
QcAh,2198180,31492,4619544,32.32
QcKh,2146200,47984,4655032,31.69
QcQh,849492,27368,5972356,12.6
QcJh,2049588,65276,4734352,30.4
QcTh,1523948,313364,5011904,24.54
Qc9h,2313012,65180,4471024,34.25
Qc8h,2399680,65052,4384484,35.51
Qc7h,2466144,64964,4318108,36.48
Qc6h,2446072,64428,4338716,36.18
Qc5h,2445108,67688,4336420,36.19
Qc4h,1591328,328768,4929120,25.63
Qc3h,2710544,69836,4068836,40.08
Qc2h,2737300,71888,4040028,40.49
JcAh,2175692,30792,4642732,31.99
JcKh,2123712,47284,4678220,31.35
JcQh,2049416,65280,4734520,30.4
JcJh,829276,28636,5991304,12.32
JcTh,1503456,376304,4969456,24.7
Jc9h,2225740,94372,4529104,33.19
Jc8h,2312408,94244,4442564,34.45
Jc7h,2378872,94156,4376188,35.42
Jc6h,2441436,94148,4313632,36.33
Jc5h,2420400,96692,4332124,36.04
Jc4h,1563684,424148,4861384,25.93
Jc3h,2685836,98840,4064540,39.94
Jc2h,2712592,100892,4035732,40.34
9cAh,2511084,30696,4307436,36.89
9cKh,2446916,47188,4355112,36.07
9cQh,2360000,65184,4424032,34.93
9cJh,2273084,94404,4481728,33.88
9cTh,1526308,1072976,4249932,30.12
9c9h,1917460,37644,4894112,28.27
9c8h,3660484,138020,3050712,54.45
9c7h,3761500,138364,2949352,55.93
9c6h,3860444,138356,2850416,57.37
9c5h,3959820,141428,2747968,58.85
9c4h,4764804,522144,1562268,73.38
9c3h,4297080,142860,2409276,63.78
9c2h,4305692,144912,2398612,63.92
8cAh,2515380,30024,4303812,36.94
8cKh,2533232,47076,4268908,37.33
8cQh,2446316,65072,4337828,36.19
8cJh,2359400,94292,4395524,35.14
8cTh,1546428,1428260,3874528,33.0
8c9h,3660316,138036,3050864,54.45
8c8h,1977144,45460,4826612,29.2
8c7h,3716404,137124,2995688,55.26
8c6h,3815348,137116,2896752,56.71
8c5h,3914724,140188,2794304,58.18
8c4h,4665640,511636,1671940,71.85
8c3h,4324080,142152,2382984,64.17
8c2h,4311656,143488,2394072,64.0
7cAh,2519080,30100,4300036,37.0
7cKh,2516892,46404,4285920,37.09
7cQh,2512428,64960,4271828,37.16
7cJh,2425512,94180,4329524,36.1
7cTh,1542976,1887912,3418328,36.31
7c9h,3761164,138356,2949696,55.92
7c8h,3716236,137100,2995880,55.26
7c7h,2017964,55620,4775632,29.87
7c6h,3757204,137376,2954636,55.86
7c5h,3856580,140448,2852188,57.33
7c4h,4563436,504600,1781180,70.31
7c3h,4249232,142412,2457572,63.08
7c2h,4337588,144280,2367348,64.38
6cAh,2536736,30892,4281588,37.26
6cKh,2516696,46480,4286040,37.08
6cQh,2492192,64288,4292736,36.86
6cJh,2487728,94068,4267420,37.01
6cTh,1535628,2460096,2853492,40.38
6c9h,3859944,138244,2851028,57.37
6c8h,3815016,136988,2897212,56.7
6c7h,3757040,137272,2954904,55.86
6c6h,2057624,68164,4723428,30.54
6c5h,3816572,140708,2891936,56.75
6c4h,4465568,497564,1886084,68.83
6c3h,4175784,142672,2530760,62.01
6c2h,4264140,144540,2440536,63.31
5cAh,2468108,33376,4347732,36.28
5cKh,2515700,49496,4284020,37.09
