Opponent,Wins,Draws,Loses,Equity%
AcKc,1234998,17798,2171812,36.32
AcQc,1232234,17444,2174930,36.24
AcJc,1217976,17468,2189164,35.82
AcTc,1206622,17524,2200462,35.49
Ac9c,1231334,17636,2175638,36.21
Ac8c,1226524,17426,2180658,36.07
Ac7c,1222678,17594,2184336,35.96
Ac5c,972996,76500,2375112,29.53
Ac4c,1391898,19436,2013274,40.93
Ac3c,1412388,19694,1992526,41.53
Ac2c,1440128,19952,1964528,42.34
KcQc,1216188,24500,2183920,35.87
KcJc,1201930,24524,2198154,35.45
KcTc,1190576,24580,2209452,35.12
Kc9c,1215288,24962,2184358,35.85
Kc8c,1226524,25074,2173010,36.18
Kc7c,1219914,24864,2179830,35.99
Kc5c,971572,112758,2340278,30.02
Kc4c,1421096,26706,1976806,41.89
Kc3c,1440246,26964,1957398,42.45
Kc2c,1460736,27222,1936650,43.05
QcJc,1185884,32258,2206466,35.1
QcTc,1174530,32314,2217764,34.77
Qc9c,1199242,33088,2192278,35.5
Qc8c,1210478,33470,2180660,35.84
Qc7c,1219914,33582,2171112,36.11
Qc5c,970148,148240,2306220,30.49
Qc4c,1418332,35046,1971230,41.93
Qc3c,1437482,35304,1951822,42.49
Qc2c,1457972,35562,1931074,43.09
JcTc,1111216,40926,2272466,33.05
Jc9c,1167920,45694,2210994,34.77
Jc8c,1188766,46468,2189374,35.39
Jc7c,1200002,46850,2177756,35.72
Jc5c,955890,193032,2275686,30.73
Jc4c,1404074,48314,1972220,41.7
Jc3c,1423224,48572,1952812,42.27
Jc2c,1443714,48830,1932064,42.87
Tc9c,1124128,61638,2238842,33.72
Tc8c,1146076,65710,2212822,34.43
Tc7c,1157312,67180,2200116,34.77
Tc5c,955890,243482,2225236,31.47
Tc4c,1392720,68948,1962940,41.67
Tc3c,1411870,69206,1943532,42.24
Tc2c,1432360,69464,1922784,42.84
9c8c,1119036,96400,2209172,34.08
9c7c,1130272,102560,2191776,34.5
9c5c,918088,331310,2175210,31.65
9c4c,1411336,106310,1906962,42.76
9c3c,1421606,106334,1896668,43.06
9c2c,1442096,106592,1875920,43.67
8c7c,1087790,155020,2181798,34.03
8c5c,869122,451888,2103598,31.98
8c4c,1382140,166654,1875814,42.79
