Opponent,Wins,Draws,Loses,Equity%
AcQc,2335334,16224,1073050,68.43
AcJc,2322986,15846,1085776,68.06
AcTc,2310638,15468,1098502,67.7
Ac9c,2332998,15270,1076340,68.35
Ac8c,2333948,14892,1075768,68.37
Ac7c,2321600,14514,1088494,68.0
Ac6c,2333996,14892,1075720,68.37
Ac5c,2284342,16372,1123894,66.94
Ac4c,2296738,16750,1111120,67.31
Ac3c,2309134,17128,1098346,67.68
Ac2c,2321530,17506,1085572,68.05
QcJc,2830542,15852,578214,82.88
QcTc,2816686,15474,592448,82.47
Qc9c,2828190,15276,581142,82.81
Qc8c,2842292,15078,567238,83.22
Qc7c,2883692,14700,526216,84.42
Qc6c,2869836,14322,540450,84.01
Qc5c,2868058,16124,540426,83.98
Qc4c,2881962,16502,526144,84.4
Qc3c,2895866,16880,511862,84.81
Qc2c,2909770,17258,497580,85.22
JcTc,2759656,15152,649800,80.8
Jc9c,2771160,14954,638494,81.14
Jc8c,2785262,14756,624590,81.55
Jc7c,2826662,14378,583568,82.75
Jc6c,2869860,14322,540426,84.01
Jc5c,2854202,15746,554660,83.57
Jc4c,2868106,16124,540378,83.99
Jc3c,2882010,16502,526096,84.4
Jc2c,2895914,16880,511814,84.81
Tc9c,2714130,14632,695846,79.47
Tc8c,2728232,14434,681942,79.88
Tc7c,2769632,14056,640920,81.08
Tc6c,2812830,14000,597778,82.34
Tc5c,2854226,15746,554636,83.57
Tc4c,2854250,15746,554612,83.58
Tc3c,2868154,16124,540330,83.99
Tc2c,2882058,16502,526048,84.4
9c8c,2692102,14328,718178,78.82
9c7c,2720208,13950,690450,79.63
9c6c,2763406,13894,647308,80.9
9c5c,2804802,15640,604166,82.13
9c4c,2861880,15962,546766,83.8
9c3c,2861904,15962,546742,83.8
9c2c,2875808,16340,532460,84.21
8c7c,2681312,13844,729452,78.5
8c6c,2724510,13788,686310,79.76
8c5c,2765906,15534,643168,80.99
8c4c,2822984,15856,585768,82.66
8c3c,2880062,16178,528368,84.34
8c2c,2880086,16178,528344,84.34
7c6c,2667480,13466,743662,78.09
7c5c,2708876,15212,700520,79.32
7c4c,2765954,15534,643120,80.99
7c3c,2823032,15856,585720,82.67
7c2c,2880110,16178,528320,84.34
6c5c,2665726,15268,743614,78.06
6c4c,2722804,15590,686214,79.73
6c3c,2779882,15912,628814,81.41
6c2c,2836960,16234,571414,83.08
5c4c,2663972,17070,743566,78.04
5c3c,2721050,17392,686166,79.71
5c2c,2778128,17714,628766,81.38
4c3c,2734954,17770,671884,80.12
4c2c,2792032,18092,614484,81.79
3c2c,2805936,18470,600202,82.2
AcAh,1220708,31692,5596816,18.05
AcKh,4751868,60076,2037272,69.82
AcQh,4877368,28908,1942940,71.42
AcJh,4850908,27940,1970368,71.03
AcTh,4824448,26972,1997796,70.63
Ac9h,4868824,26352,1954040,71.28
Ac8h,4871052,25400,1952764,71.3
Ac7h,4844592,24488,1980136,70.91
Ac6h,4871148,25584,1952484,71.31
Ac5h,4765668,29044,2054504,69.79
Ac4h,4792224,30508,2026484,70.19
Ac3h,4818780,32308,1998128,70.59
Ac2h,4845336,34560,1969320,71.0
QcAh,4927720,28912,1892584,72.16
QcKh,6230212,86036,532968,91.59
QcQh,5595972,31840,1221404,81.93
QcJh,5906364,28064,914788,86.44
QcTh,5876968,27096,945152,86.0
Qc9h,5899112,26476,923628,86.32
Qc8h,5926732,25868,896616,86.72
Qc7h,6014564,24956,809696,88.0
Qc6h,5985168,24124,839924,87.56
Qc5h,5981316,28300,839600,87.54
Qc4h,6010808,29764,808644,87.98
Qc3h,6040300,31564,777352,88.42
Qc2h,6069792,33816,745608,88.87
JcAh,4901092,27944,1920180,71.76
JcKh,6200648,85068,563500,91.15
JcQh,5906196,28064,914956,86.44
JcJh,5569612,29904,1249700,81.54
JcTh,5757156,26376,1065684,84.25
Jc9h,5779300,25756,1044160,84.57
Jc8h,5806920,25148,1017148,84.97
Jc7h,5894752,24236,930228,86.24
Jc6h,5985048,24120,840048,87.56
Jc5h,5951752,27332,870132,87.1
Jc4h,5981244,28796,839176,87.54
Jc3h,6010736,30596,807884,87.98
Jc2h,6040228,32848,776140,88.43
TcAh,4874464,26976,1947776,71.37
TcKh,6171084,84100,594032,90.71
TcQh,5876632,27096,945488,86.0
TcJh,5756988,26376,1065852,84.25
TcTh,5543252,27968,1277996,81.14
Tc9h,5659488,25036,1164692,82.81
Tc8h,5687108,24428,1137680,83.21
Tc7h,5774940,23516,1050760,84.49
Tc6h,5865236,23400,960580,85.8
Tc5h,5951632,27328,870256,87.09
Tc4h,5951680,27828,869708,87.1
Tc3h,5981172,29628,838416,87.54
Tc2h,6010664,31880,806672,87.99
9cAh,4918636,26384,1904196,72.01
9cKh,6298900,91996,458320,92.64
9cQh,5898572,26504,924140,86.31
9cJh,5778928,25784,1044504,84.56
9cTh,5659284,25064,1164868,82.81
9c9h,5521800,27004,1300412,80.82
9c8h,5611472,24208,1213536,82.11
9c7h,5670868,23296,1155052,82.97
9c6h,5761164,23180,1064872,84.28
9c5h,5847560,27108,974548,85.57
9c4h,5967300,28324,853592,87.33
9c3h,5967348,29160,852708,87.34
9c2h,5996840,31412,820964,87.78
8cAh,4920828,25416,1902972,72.03
8cKh,6393540,98928,356748,94.07
8cQh,5926156,25912,897148,86.71
8cJh,5806512,25192,1017512,84.96
8cTh,5686868,24472,1137876,83.21
8c9h,5611436,24224,1213556,82.1
8c8h,5526016,26052,1297148,80.87
8c7h,5589528,23076,1236612,81.78
8c6h,5679824,22960,1146432,83.09
8c5h,5766220,26888,1056108,84.38
8c4h,5885960,28104,935152,86.14
8c3h,6005700,29656,813860,87.9
8c2h,6005748,30944,812524,87.91
7cAh,4894200,24448,1930568,71.63
7cKh,6363976,97960,387280,93.63
7cQh,6013820,24944,810452,87.99
7cJh,5894176,24224,930816,86.23
7cTh,5774532,23504,1051180,84.48
7c9h,5670664,23256,1155296,82.96
7c8h,5589360,23020,1236836,81.77
7c7h,5499656,24172,1325388,80.47
7c6h,5560012,22240,1266964,81.34
7c5h,5646408,26168,1176640,82.63
7c4h,5766148,27384,1055684,84.39
7c3h,5885888,28936,934392,86.15
7c2h,6005628,30940,812648,87.91
6cAh,4920756,25412,1903048,72.03
6cKh,6364024,97960,387232,93.63
6cQh,5984424,23980,840812,87.55
6cJh,5984472,23976,840768,87.55
6cTh,5864828,23256,961132,85.8
6c9h,5760960,23008,1065248,84.28
6c8h,5679656,22772,1146788,83.09
6c7h,5560012,22108,1267096,81.34
6c6h,5500936,24304,1323976,80.49
6c5h,5556208,26416,1266592,81.31
6c4h,5675948,27632,1145636,83.07
6c3h,5795688,29184,1024344,84.83
6c2h,5915428,31188,902600,86.59
5cAh,4815272,28600,2005344,70.51
5cKh,6360168,101864,387184,93.6
5cQh,5980568,27884,840764,87.52
5cJh,5951172,26916,871128,87.08
5cTh,5951220,26912,871084,87.09
5c9h,5847352,26664,975200,85.57
5c8h,5766048,26428,1056740,84.38
5c7h,5646404,25764,1177048,82.63
5c6h,5556204,26144,1266868,81.31
5c5h,5498312,28484,1322420,80.48
5c4h,5552400,30820,1265996,81.29
5c3h,5672140,32372,1144704,83.05
5c2h,5791880,34376,1022960,84.81
4cAh,4841996,29568,1977652,70.91
4cKh,6389828,102832,356556,94.04
4cQh,6010228,28852,810136,87.96
4cJh,5980832,27884,840500,87.52
4cTh,5951436,26916,870864,87.09
4c9h,5967260,27384,854572,87.32
4c8h,5885956,27148,936112,86.13
4c7h,5766312,26484,1056420,84.38
4c6h,5676112,26864,1146240,83.07
4c5h,5552568,30324,1266324,81.29
4c4h,5527232,30916,1291068,80.92
4c3h,5701800,33340,1114076,83.49
4c2h,5821540,35344,992332,85.25
3cAh,4868720,30536,1949960,71.31
3cKh,6419488,103800,325928,94.48
3cQh,6039888,29820,779508,88.4
3cJh,6010492,28852,809872,87.97
3cTh,5981096,27884,840236,87.53
3c9h,5967476,27388,854352,87.33
3c8h,6005864,27868,815484,87.89
3c7h,5886220,27204,935792,86.14
3c6h,5796020,27584,1025612,84.82
3c5h,5672476,31044,1145696,83.05
3c4h,5701968,32508,1114740,83.49
3c3h,5556152,33684,1259380,81.37
3c2h,5851200,36312,961704,85.69
2cAh,4895444,31504,1922268,71.7
2cKh,6449148,104768,295300,94.92
2cQh,6069548,30788,748880,88.84
2cJh,6040152,29820,779244,88.41
2cTh,6010756,28852,809608,87.97
2c9h,5997136,28356,823724,87.77
2c8h,6006080,27872,815264,87.89
2c7h,6006128,27924,815164,87.89
2c6h,5915928,28304,904984,86.58
2c5h,5792384,31764,1025068,84.8
2c4h,5821876,33228,994112,85.24
2c3h,5851368,35028,962820,85.69
2c2h,5585072,36904,1227240,81.81
AhKh,2242476,28244,1153888,65.89
AhQh,2317868,13466,1093274,67.88
AhJh,2305802,13090,1105716,67.52
AhTh,2293736,12714,1118158,67.16
Ah9h,2313894,12482,1098232,67.75
Ah8h,2314838,12106,1097664,67.77
Ah7h,2302772,11732,1110104,67.41
Ah6h,2314886,12108,1097614,67.77
Ah5h,2266502,13560,1144546,66.38
Ah4h,2278616,13936,1132056,66.74
Ah3h,2290730,14312,1119566,67.1
Ah2h,2302844,14688,1107076,67.46
KhQh,2929318,40726,454564,86.13
KhJh,2915856,40350,468402,85.73
KhTh,2902394,39974,482240,85.33
Kh9h,2961410,43076,420122,87.1
Kh8h,3005170,45804,373634,88.42
Kh7h,2991708,45428,387472,88.02
Kh6h,2991732,45428,387448,88.02
Kh5h,2989986,47200,387422,88.0
Kh4h,3003496,47576,373536,88.4
Kh3h,3017006,47952,359650,88.8
Kh2h,3030516,48328,345764,89.2
QhJh,2791640,13102,619866,81.71
QhTh,2778178,12726,633704,81.31
Qh9h,2787766,12494,624348,81.59
Qh8h,2800520,12262,611826,81.96
Qh7h,2841028,11886,571694,83.13
Qh6h,2827566,11510,585532,82.73
Qh5h,2825820,13282,585506,82.71
Qh4h,2839330,13658,571620,83.11
Qh3h,2852840,14034,557734,83.51
Qh2h,2866350,14410,543848,83.91
JhTh,2722946,12406,689256,79.69
Jh9h,2732534,12174,679900,79.97
Jh8h,2745288,11942,667378,80.34
Jh7h,2785796,11566,627246,81.52
Jh6h,2827590,11510,585508,82.73
Jh5h,2812358,12906,599344,82.31
Jh4h,2825868,13282,585458,82.71
Jh3h,2839378,13658,571572,83.11
Jh2h,2852888,14034,557686,83.51
Th9h,2677302,11854,735452,78.35
Th8h,2690056,11622,722930,78.72
Th7h,2730564,11246,682798,79.9
Th6h,2772358,11190,641060,81.12
Th5h,2812382,12906,599320,82.31
Th4h,2812406,12906,599296,82.31
Th3h,2825916,13282,585410,82.71
Th2h,2839426,13658,571524,83.11
9h8h,2654682,11466,758460,77.69
9h7h,2682184,11090,731334,78.48
9h6h,2723978,11034,689596,79.7
9h5h,2764002,12750,647856,80.9
9h4h,2819282,13070,592256,82.52
9h3h,2819306,13070,592232,82.52
9h2h,2832816,13446,578346,82.92
8h7h,2644186,10938,769484,77.37
8h6h,2685980,10884,727744,78.59
8h5h,2726004,12600,686004,79.78
8h4h,2781284,12920,630404,81.4
8h3h,2836564,13240,574804,83.02
8h2h,2836588,13240,574780,83.02
7h6h,2630748,10586,783274,76.97
7h5h,2670772,12308,741528,78.17
7h4h,2726052,12628,685928,79.79
7h3h,2781332,12948,630328,81.41
7h2h,2836612,13268,574728,83.02
6h5h,2629026,12418,783164,76.95
6h4h,2684306,12750,727552,78.57
6h3h,2739586,13070,671952,80.19
6h2h,2794866,13390,616352,81.81
5h4h,2627304,14318,782986,76.93
5h3h,2682584,14658,727366,78.55
5h2h,2737864,14978,671766,80.17
4h3h,2696094,15252,713262,78.95
4h2h,2751374,15602,657632,80.57
3h2h,2764884,16310,643414,80.97
AhAs,317694,6538,1388072,18.74
AhKs,2383986,27020,1013602,70.01
AhQs,2446486,11710,966412,71.61
AhJs,2433454,11228,979926,71.22
AhTs,2420422,10746,993440,70.83
Ah9s,2441996,10438,972174,71.46
Ah8s,2443108,9964,971536,71.49
Ah7s,2430076,9510,985022,71.1
Ah6s,2443156,10056,971396,71.49
Ah5s,2391186,11758,1021664,70.0
Ah4s,2404266,12488,1007854,70.39
Ah3s,2417346,13386,993876,70.78
Ah2s,2430426,14510,979672,71.18
KhKs,37210,1637884,37210,50.0
