Opponent,Wins,Draws,Loses,Equity%
AcKc,1037342,19402,2367864,30.57
AcQc,1026950,19104,2378554,30.27
AcTc,1130182,18452,2275974,33.27
Ac9c,1181254,18366,2224988,34.76
Ac8c,1168650,18472,2237486,34.39
Ac7c,1180652,18546,2225410,34.75
Ac6c,1192652,18892,2213064,35.1
Ac5c,1148116,19752,2256740,33.81
Ac4c,1150880,20154,2253574,33.9
Ac3c,784048,71890,2568670,23.94
Ac2c,1275908,20852,2127848,37.56
KcQc,1000702,26756,2397150,29.61
KcTc,1097572,26104,2300932,32.43
Kc9c,1148644,26018,2249946,33.92
Kc8c,1176796,26392,2221420,34.75
Kc7c,1178956,26144,2219508,34.81
Kc6c,1182690,26218,2215700,34.92
Kc5c,1170074,27312,2227222,34.57
Kc4c,1172838,27714,2224056,34.65
Kc3c,781112,111376,2532120,24.43
Kc2c,1303846,28412,2092350,38.49
QcTc,1055164,34554,2334890,31.32
Qc9c,1106236,34468,2283904,32.81
Qc8c,1134388,34842,2255378,33.63
Qc7c,1177304,34862,2212442,34.89
Qc6c,1171196,34614,2218798,34.7
Qc5c,1158580,35708,2230320,34.35
Qc4c,1161344,36110,2227154,34.44
Qc3c,768278,146914,2509416,24.58
Qc2c,1292352,36808,2095448,38.27
Tc9c,1754176,47650,1622782,51.92
Tc8c,1789038,48240,1587330,52.94
Tc7c,1839096,48260,1537252,54.41
Tc6c,1887946,48280,1488382,55.83
Tc5c,1930496,49374,1444738,57.09
Tc4c,1932008,49398,1443202,57.14
Tc3c,2331430,192726,900452,70.89
Tc2c,2064696,50096,1309816,61.02
9c8c,1751146,47568,1625894,51.83
9c7c,1801204,47588,1575816,53.29
9c6c,1850054,47608,1526946,54.72
9c5c,1892604,48702,1483302,55.98
9c4c,1935878,49048,1439682,57.24
9c3c,2322384,191070,911154,70.6
9c2c,2057534,49368,1317706,60.8
8c7c,1749870,47966,1626772,51.8
8c6c,1800144,47986,1576478,53.27
8c5c,1840892,49080,1534636,54.47
8c4c,1884166,49426,1491016,55.74
8c3c,2324350,177280,922978,70.46
8c2c,2046584,49796,1328228,60.49
7c6c,1790458,48098,1586052,52.98
7c5c,1821598,49192,1553818,53.91
7c4c,1864872,49538,1510198,55.18
7c3c,2277776,174490,972342,69.06
7c2c,2061142,50142,1313324,60.92
6c5c,1804402,49304,1570902,53.41
6c4c,1847676,49650,1527282,54.68
6c3c,2242450,171700,1010458,67.99
6c2c,2037768,50254,1336586,60.24
5c4c,1805268,50510,1568830,53.45
5c3c,2180160,183170,1061278,66.34
5c2c,1988112,51114,1385382,58.8
4c3c,2194344,183608,1046656,66.76
4c2c,2000872,51516,1372220,59.18
3c2c,2277464,195714,951430,69.36
AcAh,808064,29616,6011536,12.01
AcKh,2167704,34956,4646556,31.9
AcQh,2145388,34284,4669544,31.57
AcJh,1503124,149568,5196524,23.04
AcTh,2350968,32692,4465556,34.56
Ac9h,2455736,32304,4361176,36.09
Ac8h,2429792,32364,4387060,35.71
Ac7h,2454328,32464,4362424,36.07
Ac6h,2479016,33360,4336840,36.44
Ac5h,2382980,35372,4430864,35.05
Ac4h,2388852,36884,4423480,35.15
Ac3h,1601736,146124,5101356,24.45
Ac2h,2649576,40784,4158856,38.98
KcAh,2167564,34960,4646692,31.9
KcKh,807884,30596,6010736,12.02
KcQh,2093268,50748,4705200,30.93
KcJh,1510136,220340,5118740,23.66
KcTh,2286044,49156,4514016,33.74
Kc9h,2390812,48768,4409636,35.26
Kc8h,2447504,49356,4352356,36.09
Kc7h,2451968,48740,4348508,36.16
Kc6h,2458804,48920,4341492,36.26
Kc5h,2430368,51464,4367384,35.86
Kc4h,2436240,52976,4360000,35.96
Kc3h,1594412,228712,5026092,24.95
Kc2h,2709336,56876,4083004,39.97
QcAh,2145076,34260,4669880,31.57
QcKh,2093096,50752,4705368,30.93
QcQh,787668,30136,6031412,11.72
QcJh,1489644,287000,5072572,23.84
QcTh,2198772,67124,4583320,32.59
Qc9h,2303540,66736,4478940,34.12
Qc8h,2360232,67324,4421660,34.95
Qc7h,2447332,67236,4334648,36.22
Qc6h,2434096,66700,4348420,36.03
