Opponent,Wins,Draws,Loses,Equity%
AcKc,1849526,15406,1559676,54.23
AcQc,1851952,15214,1557442,54.3
AcJc,1854378,15022,1555208,54.37
Ac9c,2349540,14532,1060536,68.82
Ac8c,2336906,14154,1073548,68.45
Ac7c,2330908,13992,1079708,68.27
Ac6c,2339082,14208,1071318,68.51
Ac5c,2295190,15526,1113892,67.25
Ac4c,2295214,15526,1113868,67.25
Ac3c,2307610,15904,1101094,67.62
Ac2c,2320006,16282,1088320,67.98
KcQc,1835794,15508,1573306,53.83
KcJc,1838220,15316,1571072,53.9
Kc9c,2345006,15096,1064506,68.7
Kc8c,2359764,14898,1049946,69.12
Kc7c,2347130,14520,1062958,68.75
Kc6c,2342932,14358,1067318,68.62
Kc5c,2346918,15998,1061692,68.76
Kc4c,2346942,15998,1061668,68.77
Kc3c,2359338,16376,1048894,69.13
Kc2c,2371734,16754,1036120,69.5
QcJc,1811114,15448,1598046,53.11
Qc9c,2328100,15498,1081010,68.21
Qc8c,2342858,15300,1066450,68.64
Qc7c,2357616,15102,1051890,69.06
Qc6c,2346782,14724,1063102,68.74
Qc5c,2350768,16364,1057476,68.88
Qc4c,2350792,16364,1057452,68.88
Qc3c,2363188,16742,1044678,69.25
Qc2c,2375584,17120,1031904,69.62
Jc9c,2311194,16116,1097298,67.72
Jc8c,2325952,15918,1082738,68.15
Jc7c,2340710,15720,1068178,68.58
Jc6c,2355468,15522,1053618,69.01
Jc5c,2354618,16946,1053044,69.0
Jc4c,2354642,16946,1053020,69.0
Jc3c,2367038,17324,1040246,69.37
Jc2c,2379434,17702,1027472,69.74
9c8c,2808158,17472,598978,82.25
9c7c,2812060,17274,595274,82.37
9c6c,2817386,17076,590146,82.52
9c5c,2829686,18680,576242,82.9
9c4c,2884966,18680,520962,84.51
9c3c,2884990,18680,520938,84.52
9c2c,2898894,19058,506656,84.93
8c7c,2759870,17168,647570,80.84
8c6c,2765196,16970,642442,80.99
8c5c,2777496,18574,628538,81.38
8c4c,2832776,18574,573258,82.99
8c3c,2889854,18896,515858,84.66
8c2c,2889878,18896,515834,84.66
7c6c,2714808,16864,692936,79.52
7c5c,2727108,18468,679032,79.9
7c4c,2780586,18468,625554,81.46
7c3c,2837664,18790,568154,83.14
7c2c,2894742,19112,510754,84.81
6c5c,2688212,18362,718034,78.77
6c4c,2730198,18362,676048,79.99
6c3c,2787276,18684,618648,81.66
6c2c,2844354,19006,561248,83.33
5c4c,2675620,19680,729308,78.42
5c3c,2732698,20002,671908,80.09
5c2c,2789776,20324,614508,81.76
4c3c,2732722,20002,671884,80.09
4c2c,2789800,20324,614484,81.76
3c2c,2803704,20702,600202,82.17
AcAh,1305596,25884,5517736,19.25
