Opponent,Wins,Draws,Loses,Equity%
AcQc,823896,40938,2559774,24.66
AcJc,1309204,17940,2097464,38.49
AcTc,1306440,17586,2100582,38.41
Ac9c,1364304,17430,2042874,40.09
Ac8c,1383540,17076,2023992,40.65
Ac7c,1380776,16722,2027110,40.56
Ac6c,1380776,16748,2027084,40.56
Ac5c,1362558,18252,2043798,40.05
Ac4c,1365322,18654,2040632,40.14
Ac3c,1368086,19056,2037466,40.23
Ac2c,1370850,19458,2034300,40.31
QcJc,2383960,86632,954016,70.88
QcTc,2373520,86314,964774,70.57
Qc9c,2388780,88602,947226,71.05
Qc8c,2440290,91294,893024,72.59
Qc7c,2431488,91264,901856,72.33
Qc6c,2422416,91234,910958,72.07
Qc5c,2424214,93384,907010,72.15
Qc4c,2440486,94110,890012,72.64
Qc3c,2456974,94836,872798,73.13
Qc2c,2473678,95562,855368,73.63
JcTc,2097710,24874,1302024,61.62
Jc9c,2133312,24718,1266578,62.65
Jc8c,2166326,24562,1233720,63.62
Jc7c,2195638,24208,1204762,64.47
Jc6c,2229218,23854,1171536,65.44
Jc5c,2217464,25302,1181842,65.12
Jc4c,2229792,25704,1169112,65.49
Jc3c,2242336,26106,1156166,65.86
Jc2c,2255096,26508,1143004,66.24
Tc9c,2089410,24420,1310778,61.37
Tc8c,2122424,24264,1277920,62.33
Tc7c,2151736,23910,1248962,63.18
Tc6c,2185316,23556,1215736,64.16
Tc5c,2217464,25326,1181818,65.12
Tc4c,2218760,25350,1180498,65.16
Tc3c,2231304,25752,1167552,65.53
Tc2c,2244064,26154,1154390,65.91
9c8c,2079558,23930,1321120,61.07
9c7c,2099124,23576,1301908,61.64
9c6c,2121296,23222,1280090,62.28
9c5c,2153444,24992,1246172,63.25
9c4c,2198642,25338,1200628,64.57
9c3c,2200154,25362,1199092,64.62
9c2c,2212914,25764,1185930,64.99
8c7c,2092976,23512,1308120,61.46
8c6c,2083208,23158,1318242,61.17
8c5c,2115356,24928,1284324,62.13
8c4c,2160554,25274,1238780,63.46
8c3c,2205968,25620,1193020,64.79
8c2c,2207696,25644,1191268,64.84
7c6c,2040170,22860,1361578,59.91
7c5c,2072318,24630,1327660,60.87
7c4c,2117516,24976,1282116,62.2
7c3c,2162930,25322,1236356,63.53
7c2c,2208560,25668,1190380,64.87
6c5c,2029580,24334,1370694,59.62
6c4c,2074778,24680,1325150,60.94
6c3c,2120192,25026,1279390,62.28
6c2c,2165822,25372,1233414,63.61
5c4c,2032440,25914,1366254,59.73
5c3c,2077854,26260,1320494,61.06
5c2c,2123484,26606,1274518,62.4
4c3c,2090398,26662,1307548,61.43
4c2c,2136028,27008,1261572,62.77
3c2c,2148788,27410,1248410,63.15
AcAh,868156,27904,5953156,12.88
AcKh,1683968,79908,5085340,25.17
AcQh,1685900,78172,5085144,25.19
AcJh,2716644,32040,4100532,39.9
AcTh,2710772,31120,4107324,39.81
Ac9h,2830672,30596,3987948,41.55
Ac8h,2876076,29692,3943448,42.21
Ac7h,2870204,28828,3950184,42.12
Ac6h,2870204,29008,3950004,42.12
Ac5h,2831784,32516,3984916,41.58
Ac4h,2837656,34028,3977532,41.68
Ac3h,2843528,35876,3969812,41.78
Ac2h,2849400,38176,3961640,41.88
QcAh,1731912,78468,5038836,25.86
QcKh,124912,6649708,74596,50.37
QcQh,2117640,84384,4647192,31.53
QcJh,4995816,172024,1681376,74.2
QcTh,4973340,171176,1704700,73.86
Qc9h,5004468,176048,1668700,74.35
Qc8h,5113312,181728,1554176,75.98
Qc7h,5093140,181512,1574564,75.69
Qc6h,5073400,181376,1594440,75.4
Qc5h,5076700,186248,1586268,75.48
