Opponent,Wins,Draws,Loses,Equity%
AcQc,1178070,17262,2229276,34.65
AcJc,1167170,17014,2240424,34.33
AcTc,1156270,16766,2251572,34.01
Ac9c,819912,72614,2532082,25.0
Ac8c,1326286,16348,2081974,38.97
Ac7c,1323522,15994,2085092,38.88
Ac6c,1335492,16290,2072826,39.23
Ac5c,1326480,17688,2080440,38.99
Ac4c,1339874,17984,2066750,39.39
Ac3c,1339874,18010,2066724,39.39
Ac2c,1342638,18412,2063558,39.47
QcJc,1880586,24632,1519390,55.27
QcTc,1879802,24384,1520422,55.25
Qc9c,2366148,103794,954666,70.61
Qc8c,2082140,24164,1318304,61.15
Qc7c,2111452,23810,1289346,62.0
Qc6c,2092134,23456,1309018,61.43
Qc5c,2084250,25176,1315182,61.23
Qc4c,2099024,25472,1300112,61.66
Qc3c,2100620,25498,1298490,61.71
Qc2c,2113380,25900,1285328,62.09
JcTc,1846166,24174,1554268,54.26
Jc9c,2315806,100682,1008120,69.09
Jc8c,2042326,23954,1358328,59.99
Jc7c,2071638,23600,1329370,60.84
Jc6c,2101500,23480,1299628,61.71
Jc5c,2082396,24928,1317284,61.17
Jc4c,2097170,25224,1302214,61.61
Jc3c,2098766,25250,1300592,61.65
Jc2c,2111526,25652,1287430,62.03
Tc9c,2265464,97570,1061574,67.58
Tc8c,2002512,23744,1398352,58.82
Tc7c,2031824,23390,1369394,59.67
Tc6c,2061686,23270,1339652,60.54
Tc5c,2089962,24952,1309694,61.39
Tc4c,2095316,24976,1304316,61.55
Tc3c,2096912,25002,1302694,61.6
Tc2c,2109672,25404,1289532,61.97
9c8c,2288796,112880,1022932,68.48
9c7c,2279908,112850,1031850,68.22
9c6c,2321394,115992,987222,69.48
9c5c,2361294,120936,942378,70.72
9c4c,2415668,124456,884484,72.36
9c3c,2419700,124804,880104,72.48
9c2c,2436404,125530,862674,72.98
8c7c,2041906,23406,1359296,59.97
8c6c,2077946,23286,1323376,61.02
8c5c,2112400,24968,1287240,62.05
8c4c,2161006,25226,1238376,63.47
8c3c,2206266,25250,1193092,64.79
8c2c,2207994,25274,1191340,64.84
7c6c,2034908,22988,1366712,59.76
7c5c,2069362,24670,1330576,60.79
7c4c,2117968,24928,1281712,62.21
7c3c,2163228,24952,1236428,63.53
7c2c,2208858,25298,1190452,64.87
6c5c,2031480,24644,1368484,59.68
6c4c,2080086,24902,1319620,61.1
6c3c,2123546,24926,1276136,62.37
6c2c,2169176,25272,1230160,63.71
5c4c,2039464,26030,1359114,59.93
5c3c,2073316,26054,1325238,60.92
5c2c,2118946,26400,1279262,62.26
4c3c,2089376,26350,1308882,61.4
4c2c,2135006,26696,1262906,62.73
3c2c,2136818,26722,1261068,62.79
AcAh,886360,25348,5937508,13.13
AcKh,1581108,84020,5184088,23.7
AcQh,2450904,30596,4367716,36.01
AcJh,2426368,29924,4392924,35.64
AcTh,2401832,29252,4418132,35.28
Ac9h,1677660,147240,5024316,25.57
Ac8h,2756256,28208,4064752,40.45
Ac7h,2750384,27344,4071488,40.36
Ac6h,2777140,28240,4043836,40.75
Ac5h,2759604,31500,4058112,40.52
Ac4h,2789296,32764,4027156,40.96
Ac3h,2789296,33648,4026272,40.97
Ac2h,2795168,35948,4018100,41.07
QcAh,2497820,30600,4320796,36.69
QcKh,1635136,388788,4825292,26.71
QcQh,1944020,26560,4878636,28.58
QcJh,3959968,46288,2842960,58.15
QcTh,3957464,45616,2846136,58.11
Qc9h,4956704,209660,1682852,73.9
Qc8h,4373548,44964,2430704,64.18
Qc7h,4436136,44100,2368980,65.09
Qc6h,4395476,43316,2410424,64.49
Qc5h,4379220,47292,2422704,64.28
Qc4h,4411504,48556,2389156,64.76
Qc3h,4414528,49440,2385248,64.81
Qc2h,4441556,51740,2355920,65.23
JcAh,2473116,29928,4346172,36.33
JcKh,1611364,522948,4714904,27.34
JcQh,3959800,46288,2843128,58.15
JcJh,1931888,25984,4891344,28.4
JcTh,3885632,45128,2918456,57.06
Jc9h,4850584,201876,1796756,72.29
Jc8h,4288912,44476,2515828,62.94
Jc7h,4351500,43612,2454104,63.85
Jc6h,4414556,43360,2391300,64.77
Jc5h,4374328,46620,2428268,64.21
Jc4h,4406612,47884,2394720,64.69
Jc3h,4409636,48768,2390812,64.74
Jc2h,4436664,51068,2361484,65.15
TcAh,2448412,29256,4371548,35.96
TcKh,1583692,715076,4550448,28.34
TcQh,3957128,45616,2846472,58.11
TcJh,3885464,45128,2918624,57.06
TcTh,1924220,25984,4899012,28.28
Tc9h,4744464,194092,1910660,70.69
Tc8h,4204276,43988,2600952,61.7
Tc7h,4266864,43124,2539228,62.61
Tc6h,4329920,42872,2476424,63.53
Tc5h,4389508,46664,2413044,64.43
Tc4h,4401720,47212,2400284,64.61
Tc3h,4404744,48096,2396376,64.66
Tc2h,4431772,50396,2367048,65.07
9cAh,1722944,147272,4979000,26.23
9cKh,124420,6649688,75108,50.36
9cQh,4956368,209948,1682900,73.9
9cJh,4850416,202196,1796604,72.29
9cTh,4744464,194444,1910308,70.69
9c9h,2028136,153772,4667308,30.73
9c8h,4793768,225972,1829476,71.64
9c7h,4773596,225756,1849864,71.34
9c6h,4860240,233488,1755488,72.67
9c5h,4943416,245264,1660536,73.97
9c4h,5057432,254328,1537456,75.7
9c3h,5065496,255860,1527860,75.83
9c2h,5100500,258808,1489908,76.36
8cAh,2802444,28224,4018548,41.12
8cKh,4304216,1021920,1523080,70.3
8cQh,4373044,45004,2431168,64.18
8cJh,4288576,44516,2516124,62.94
8cTh,4204108,44028,2601080,61.7
8c9h,4793592,225860,1829764,71.64
8c8h,3017444,28356,3803416,44.26
8c7h,4284944,43272,2521000,62.88
8c6h,4360804,43020,2445392,63.98
8c5h,4433196,46812,2369208,65.07
8c4h,4535680,47892,2265644,66.57
8c3h,4631236,48776,2169204,67.97
8c2h,4634692,50112,2164412,68.03
7cAh,2796404,27304,4025508,41.03
7cKh,4280360,1025056,1543800,69.98
7cQh,4435464,44084,2369668,65.08
7cJh,4350996,43596,2454624,63.84
7cTh,4266528,43108,2539580,62.61
7c9h,4773252,225588,1850376,71.34
7c8h,4284776,43216,2521224,62.87
7c7h,3028260,29068,3791888,44.43
7c6h,4269640,42348,2537228,62.65
7c5h,4342032,46140,2461044,63.73
7c4h,4444516,47220,2357480,65.24
7c3h,4540072,48104,2261040,66.64
7c2h,4636252,50156,2162808,68.06
6cAh,2823160,28068,3997988,41.42
6cKh,4261924,1026344,1560948,69.72
6cQh,4394804,43168,2411244,64.48
6cJh,4414052,43212,2391952,64.76
6cTh,4329584,42724,2476908,63.52
6c9h,4859896,233220,1756100,72.66
6c8h,4360636,42832,2445748,63.98
6c7h,4269640,42216,2537360,62.65
6c6h,3078480,31872,3738864,45.18
6c5h,4262744,46188,2540284,62.57
6c4h,4365228,47268,2436720,64.08
6c3h,4456884,48152,2344180,65.42
