Opponent,Wins,Draws,Loses,Equity%
AcQc,1211064,17940,2195604,35.63
AcJc,822474,54730,2547404,24.82
AcTc,1308704,17254,2098650,38.47
Ac9c,1366568,17098,2040942,40.15
Ac8c,1384380,16744,2023484,40.67
Ac7c,1381616,16390,2026602,40.58
Ac6c,1395010,16686,2012912,40.98
Ac5c,1374028,17814,2032766,40.38
Ac4c,1376792,18216,2029600,40.47
Ac3c,1379556,18618,2026434,40.56
Ac2c,1382320,19020,2023268,40.64
QcJc,2381640,85910,957058,70.8
QcTc,2038094,24872,1361642,59.88
Qc9c,2080620,24716,1319272,61.12
Qc8c,2112208,24560,1287840,62.04
Qc7c,2141520,24206,1258882,62.89
Qc6c,2135410,23852,1265346,62.7
Qc5c,2123740,25302,1275566,62.38
Qc4c,2136068,25704,1262836,62.75
Qc3c,2148612,26106,1249890,63.12
Qc2c,2161372,26508,1236728,63.5
JcTc,2322964,97312,1004332,69.25
Jc9c,2338224,99600,986784,69.73
Jc8c,2389734,102292,932582,71.27
Jc7c,2380932,102262,941414,71.02
Jc6c,2422418,105404,896786,72.27
Jc5c,2411760,107176,905672,71.99
Jc4c,2428032,107902,888674,72.47
Jc3c,2444520,108628,871460,72.97
Jc2c,2461224,109354,854030,73.47
Tc9c,2098282,24176,1302150,61.62
Tc8c,2130194,24020,1270394,62.55
Tc7c,2159506,23666,1241436,63.4
Tc6c,2196648,23546,1204414,64.49
Tc5c,2228642,24994,1170972,65.44
Tc4c,2229938,25018,1169652,65.48
Tc3c,2242482,25420,1156706,65.85
Tc2c,2255242,25822,1143544,66.23
9c8c,2075920,23686,1325002,60.96
9c7c,2095486,23332,1305790,61.53
9c6c,2132628,23212,1268768,62.61
9c5c,2162822,24660,1237126,63.52
9c4c,2208020,25006,1191582,64.84
9c3c,2209532,25030,1190046,64.88
9c2c,2222292,25432,1176884,65.26
8c7c,2057398,23268,1343942,60.42
8c6c,2094540,23148,1306920,61.5
8c5c,2115126,24596,1284886,62.12
8c4c,2160324,24942,1239342,63.45
8c3c,2205738,25288,1193582,64.78
8c2c,2207466,25312,1191830,64.83
7c6c,2051502,22850,1350256,60.24
7c5c,2072088,24298,1328222,60.86
7c4c,2117286,24644,1282678,62.19
7c3c,2162700,24990,1236918,63.52
7c2c,2208330,25336,1190942,64.85
6c5c,2043814,24272,1356522,60.03
6c4c,2089012,24618,1310978,61.36
6c3c,2134426,24964,1265218,62.69
6c2c,2180056,25310,1219242,64.03
5c4c,2035726,25476,1363406,59.82
5c3c,2081140,25822,1317646,61.15
5c2c,2126770,26168,1271670,62.48
4c3c,2093684,26224,1304700,61.52
4c2c,2139314,26570,1258724,62.86
3c2c,2152074,26972,1245562,63.24
AcAh,898520,26936,5923760,13.32
AcKh,1706716,79060,5063440,25.5
AcQh,2514632,32040,4302544,36.95
AcJh,1682968,107608,5058640,25.36
AcTh,2714380,30448,4104388,39.85
Ac9h,2834280,29924,3985012,41.6
Ac8h,2876748,29020,3943448,42.21
Ac7h,2870876,28156,3950184,42.12
Ac6h,2900568,29052,3919596,42.56
Ac5h,2856276,31596,3961344,41.93
Ac4h,2862148,33108,3953960,42.03
Ac3h,2868020,34956,3946240,42.13
Ac2h,2873892,37256,3938068,42.23
QcAh,2561304,32044,4255868,37.63
QcKh,1620340,385000,4843876,26.47
QcQh,1960348,28148,4860720,28.83
QcJh,4991028,170028,1688160,74.11
QcTh,4281356,46812,2521048,62.85
Qc9h,4369532,46288,2433396,64.13
Qc8h,4434736,45776,2368704,65.08
Qc7h,4497324,44912,2306980,65.99
Qc6h,4485100,44128,2319988,65.81
Qc5h,4459788,47388,2342040,65.46
Qc4h,4485952,48900,2314364,65.85
Qc3h,4512548,50748,2285920,66.25
Qc2h,4539576,53048,2256592,66.67
JcAh,1728812,107904,5012500,26.03
JcKh,124748,6649700,74768,50.36
JcQh,4991008,170580,1687628,74.12
JcJh,2119196,115416,4614604,31.78
JcTh,4866792,193708,1788716,72.47
Jc9h,4897920,198580,1752716,72.96
Jc8h,5006764,204260,1638192,74.59
Jc7h,4986592,204044,1658580,74.29
Jc6h,5073236,211776,1564204,75.62
Jc5h,5050028,215684,1583504,75.31
Jc4h,5084168,217844,1547204,75.82
Jc3h,5118740,220340,1510136,76.34
Jc2h,5153744,223288,1472184,76.88
TcAh,2760716,30452,4058048,40.53
TcKh,4746980,539184,1563052,73.24
TcQh,4281020,46812,2521384,62.85
TcJh,4866476,193124,1789616,72.46
TcTh,2961644,26696,3860876,43.44
Tc9h,4401552,45128,2402536,64.59
Tc8h,4467404,44616,2337196,65.55
Tc7h,4529992,43752,2275472,66.46
Tc6h,4608040,43500,2197676,67.6
Tc5h,4675260,46760,2127196,68.6
Tc4h,4677852,47308,2124056,68.64
Tc3h,4704448,49156,2095612,69.04
Tc2h,4731476,51456,2066284,69.46
9cAh,2880680,29952,3938584,42.28
9cKh,4767864,523144,1558208,73.43
9cQh,4369024,46312,2433880,64.13
9cJh,4897424,198284,1753508,72.95
9cTh,4401380,45152,2402684,64.59
9c9h,3046832,26720,3775664,44.68
9c8h,4355164,43928,2450124,63.91
9c7h,4396716,43064,2409436,64.51
9c6h,4474764,42812,2331640,65.65
9c5h,4538084,46072,2265060,66.59
9c4h,4633400,47336,2168480,67.99
9c3h,4636424,48220,2164572,68.04
9c2h,4663452,50520,2135244,68.46
8cAh,2923144,29032,3897040,42.89
8cKh,4769872,528508,1550836,73.5
8cQh,4434224,45812,2369180,65.08
8cJh,5006256,204208,1638752,74.58
