Opponent,Wins,Draws,Loses,Equity%
AcKc,1012128,20884,2391596,29.86
AcJc,1116462,20232,2287914,32.9
AcTc,1113698,19878,2291032,32.81
Ac9c,1164986,19792,2239830,34.31
Ac8c,1163874,19438,2241296,34.27
Ac7c,1162452,19866,2242290,34.23
Ac6c,1171602,19890,2233116,34.5
Ac5c,1131452,21128,2272028,33.35
Ac4c,1134216,21530,2268862,33.43
Ac3c,1136980,21932,2265696,33.52
Ac2c,772270,59058,2593280,23.41
KcJc,1083852,27884,2312872,32.06
KcTc,1081088,27530,2315990,31.97
Kc9c,1132376,27444,2264788,33.47
Kc8c,1172020,27358,2225230,34.62
Kc7c,1160756,27464,2236388,34.3
Kc6c,1161264,27216,2236128,34.31
Kc5c,1153212,28688,2242708,34.09
Kc4c,1155976,29090,2239542,34.18
Kc3c,1158740,29492,2236376,34.27
Kc2c,769334,98544,2556730,23.9
JcTc,1749854,35466,1639288,51.61
Jc9c,1800554,35596,1588458,53.1
Jc8c,1838940,35510,1550158,54.22
Jc7c,1874234,35884,1514490,55.25
Jc6c,1917910,35636,1471062,56.52
Jc5c,1918288,36730,1469590,56.55
Jc4c,1930832,37132,1456644,56.92
Jc3c,1943592,37534,1443482,57.3
Jc2c,2388562,133764,902282,71.7
Tc9c,1759224,35298,1630086,51.89
Tc8c,1797610,35212,1591786,53.01
Tc7c,1832904,35586,1556118,54.04
Tc6c,1876580,35338,1512690,55.31
Tc5c,1918720,36754,1469134,56.56
Tc4c,1920232,36778,1467598,56.61
Tc3c,1932992,37180,1454436,56.99
Tc2c,2376538,133446,914624,71.34
9c8c,1760824,35236,1628548,51.93
9c7c,1796118,35610,1592880,52.97
9c6c,1837992,35362,1551254,54.19
9c5c,1880132,36778,1507698,55.44
9c4c,1923406,37124,1464078,56.71
9c3c,1925134,37148,1462326,56.76
9c2c,2365832,133450,925326,71.03
8c7c,1769156,35634,1619818,52.18
8c6c,1801422,35386,1587800,53.12
8c5c,1843562,36802,1544244,54.37
8c4c,1886836,37148,1500624,55.64
8c3c,1930326,37494,1456788,56.91
8c2c,2357144,133454,934010,70.78
7c6c,1759912,35764,1628932,51.91
7c5c,1803476,37180,1583952,53.21
7c4c,1846750,37526,1540332,54.47
7c3c,1890240,37872,1496496,55.75
7c2c,2372160,119664,932784,71.02
6c5c,1780070,36970,1607568,52.52
6c4c,1823344,37316,1563948,53.79
6c3c,1866834,37662,1520112,55.06
6c2c,2322898,116552,985158,69.53
5c4c,1793392,38554,1592662,52.93
5c3c,1836882,38900,1548826,54.21
