Opponent,Wins,Draws,Loses,Equity%
AcAd,725019,25698,4386195,14.36
AcKd,1280784,69609,3786519,25.61
AcQd,1903548,29187,3204177,37.34
AcJd,1899276,28530,3209106,37.25
AcTd,1895004,27873,3214035,37.16
Ac9d,1972176,27618,3137118,38.66
Ac8d,1973226,26973,3136713,38.68
Ac7d,1951968,26922,3158022,38.26
Ac6d,1969125,27699,3140088,38.6
Ac5d,1905285,29886,3201741,37.38
Ac4d,1909557,30987,3196368,37.47
Ac3d,1913829,32340,3190743,37.57
Ac2d,1338951,89064,3708897,26.93
QcAd,1932840,29139,3174933,37.91
QcKd,1307214,306372,3523326,28.43
QcQd,1548273,25950,3562689,30.39
QcJd,2939745,39762,2157405,57.61
QcTd,2923494,39105,2174313,57.29
Qc9d,3000180,38850,2097882,58.78
Qc8d,3057996,38604,2040312,59.91
Qc7d,3101295,38553,1997064,60.75
Qc6d,3102018,38157,1996737,60.76
Qc5d,3117324,40695,1978893,61.08
Qc4d,3135951,41796,1959165,61.45
Qc3d,3154875,43149,1938888,61.84
Qc2d,3835095,147816,1154001,76.1
JcAd,1928442,28608,3179862,37.82
JcKd,1304952,404907,3427053,29.34
JcQd,2939619,39762,2157531,57.61
JcJd,1549647,25338,3561927,30.41
JcTd,2860935,38733,2237244,56.07
Jc9d,2937621,38478,2160813,57.56
Jc8d,2995437,38232,2103243,58.68
Jc7d,3038736,38181,2059995,59.53
Jc6d,3102216,38316,1996380,60.76
Jc5d,3100974,40164,1995774,60.76
Jc4d,3119601,41265,1976046,61.13
Jc3d,3138525,42618,1955769,61.51
Jc2d,3816735,147339,1172838,75.73
TcAd,1924044,28077,3184791,37.73
TcKd,1302690,531990,3302232,30.54
TcQd,2923269,39231,2174412,57.29
TcJd,2860809,38733,2237370,56.07
TcTd,1554180,25131,3557601,30.5
Tc9d,2875386,38106,2223420,56.35
Tc8d,2933202,37860,2165850,57.47
Tc7d,2976501,37809,2122602,58.31
Tc6d,3039981,37944,2058987,59.55
Tc5d,3101496,40323,1995093,60.77
Tc4d,3103575,40734,1992603,60.81
Tc3d,3122499,42087,1972326,61.2
Tc2d,3798699,146862,1191351,75.38
9cAd,2000403,27897,3108612,39.21
9cKd,1317414,757164,3062334,33.02
9cQd,2998872,39051,2098989,58.76
9cJd,2936412,38553,2161947,57.54
9cTd,2874249,38055,2224608,56.32
9c9d,1592103,26346,3518463,31.25
9c8d,2894769,37971,2204172,56.72
9c7d,2920956,37920,2178036,57.23
9c6d,2984436,38055,2114421,58.47
9c5d,3045951,40434,2050527,59.69
9c4d,3110787,41376,1984749,60.96
9c3d,3113163,42039,1981710,61.01
9c2d,3785343,146868,1204701,75.12
