Opponent,Wins,Draws,Loses,Equity%
AcAd,789144,23997,4323771,15.6
AcKd,1788912,28053,3319947,35.1
AcQd,1772643,27555,3336714,34.78
AcJd,1302915,110328,3723669,26.44
AcTd,1921701,26526,3188685,37.67
Ac9d,1998549,26271,3112092,39.16
Ac8d,1980477,26190,3130245,38.81
Ac7d,1997589,26265,3113058,39.14
Ac6d,2015508,26883,3094521,39.5
Ac5d,1944936,28380,3163596,38.14
Ac4d,1949208,29481,3158223,38.23
Ac3d,1374942,107835,3654135,27.82
Ac2d,2138211,32367,2966334,41.94
KcAd,1788912,28005,3319995,35.1
KcKd,789144,24753,4323015,15.6
KcQd,1734249,39159,3363504,34.14
KcJd,1307190,162942,3666780,27.03
KcTd,1874040,38130,3224742,36.85
Kc9d,1950888,37875,3148149,38.35
Kc8d,1993560,38193,3105159,39.18
Kc7d,1995984,37737,3103191,39.22
Kc6d,2000820,37872,3098220,39.32
Kc5d,1980120,39720,3117072,38.93
Kc4d,1984392,40821,3111699,39.03
Kc3d,1370667,167064,3599181,28.31
Kc2d,2182338,43707,2910867,42.91
QcAd,1773402,27558,3335952,34.79
QcKd,1735008,39162,3362742,34.16
QcQd,775341,24492,4337079,15.33
QcJd,1292214,212574,3632124,27.22
QcTd,1810869,50856,3275187,35.75
Qc9d,1887717,50601,3198594,37.24
Qc8d,1930389,50919,3155604,38.07
Qc7d,1993557,50862,3092493,39.3
Qc6d,1983705,50466,3102741,39.11
Qc5d,1963005,52314,3121593,38.72
Qc4d,1967277,53415,3116220,38.82
Qc3d,1351416,220371,3565125,28.45
Qc2d,2165223,56301,2915388,42.7
TcAd,1952295,26580,3158037,38.26
TcKd,1904358,38184,3194370,37.44
TcQd,1840152,50832,3245928,36.32
TcJd,1299273,554115,3283524,30.69
TcTd,1560369,25986,3550557,30.63
Tc9d,2860452,70500,2205960,56.37
Tc8d,2913234,71142,2152536,57.4
Tc7d,2987133,71085,2078694,58.84
Tc6d,3059193,71088,2006631,60.25
Tc5d,3121320,72936,1942656,61.47
Tc4d,3123399,73347,1940166,61.52
Tc3d,3696144,289089,1151679,74.77
Tc2d,3323613,76233,1737066,65.44
9cAd,2028327,26400,3082185,39.74
9cKd,1980390,38004,3118518,38.92
9cQd,1916184,50652,3170076,37.8
9cJd,1313994,760383,3062535,32.98
9cTd,2859312,70449,2207151,56.35
9c9d,1596669,28821,3511422,31.36
9c8d,2856030,70209,2210673,56.28
9c7d,2929929,70152,2136831,57.72
9c6d,3001989,70155,2064768,59.12
9c5d,3064116,72003,2000793,60.35
9c4d,3128952,72945,1935015,61.62
9c3d,3682575,286605,1167732,74.48
9c2d,3312618,75141,1749153,65.22
8cAd,2009238,26436,3101238,39.37
8cKd,2022321,38391,3076200,39.74
8cQd,1958115,51039,3127758,38.62
8cJd,1307454,1020036,2809422,35.38
8cTd,2911158,71160,2154594,57.36
8c9d,2855013,70152,2211747,56.26
8c8d,1612803,33447,3490662,31.72
8c7d,2854206,70671,2212035,56.25
8c6d,2928402,70674,2137836,57.69
8c5d,2987829,72522,2076561,58.87
8c4d,3052665,73464,2010783,60.14
8c3d,3685395,265920,1185597,74.33
8c2d,3296190,75660,1765062,64.9
7cAd,2026227,26472,3084213,39.7
7cKd,2024574,37944,3074394,39.78
7cQd,2021388,50943,3064581,39.85
7cJd,1322304,1368174,2446434,39.06
7cTd,2984994,71064,2080854,58.8
7c9d,2928849,70056,2138007,57.7
7c8d,2853321,70584,2213007,56.23
7c7d,1658814,38994,3439104,32.67
7c6d,2911515,70842,2154555,57.37
7c5d,2956530,72690,2107692,58.26
7c4d,3021366,73632,2041914,59.53
7c3d,3616134,261735,1259043,72.94
7c2d,3317901,76227,1742784,65.33
6cAd,2044275,27039,3065598,40.06
6cKd,2029539,37980,3069393,39.88
6cQd,2011617,50496,3074799,39.65
6cJd,1320858,1792062,2023992,43.16
6cTd,3057270,70968,2008674,60.21
6c9d,3001125,69960,2065827,59.1
6c8d,2927607,70488,2138817,57.68
6c7d,2911470,70695,2154747,57.37
6c6d,1692324,45816,3398772,33.39
6c5d,2929218,72858,2134836,57.73
6c4d,2994054,73800,2069058,59.0
6c3d,3563745,257550,1315617,71.88
6c2d,3281322,76395,1779195,64.62
5cAd,1974717,28329,3133866,38.72
5cKd,2009805,39669,3087438,39.51
5cQd,1991883,52185,3092844,39.28
5cJd,1299036,2152065,1685811,46.24
5cTd,3120525,72657,1943730,61.45
5c9d,3064380,71649,2000883,60.35
5c8d,2988162,72177,2076573,58.87
5c7d,2957613,72384,2106915,58.28
5c6d,2930184,72651,2134077,57.75
5c5d,1697262,55083,3384567,33.58
5c4d,2928369,75090,2133453,57.74
5c3d,3471039,274755,1391118,70.24
5c2d,3204765,77685,1854462,63.14
4cAd,1979115,28932,3128865,38.81
4cKd,2014203,40272,3082437,39.6
4cQd,1996281,52788,3087843,39.38
4cJd,1301298,2436024,1399590,49.04
4cTd,3122919,72696,1941297,61.5
4c9d,3129531,72093,1935288,61.62
4c8d,3053313,72621,2010978,60.15
4c7d,3022764,72828,2041320,59.55
4c6d,2995335,73095,2068482,59.02
4c5d,2928495,74592,2133825,57.73
4c4d,1719603,65868,3351441,34.12
4c3d,3492315,275412,1369185,70.67
4c2d,3224031,78288,1834593,63.52
2cAd,2172360,30054,2934498,42.58
2cKd,2216667,41394,2878851,43.55
2cQd,2198745,53910,2884257,43.33
2cJd,1610013,2454318,1072581,55.23
2cTd,3327867,73818,1735227,65.5
2c9d,3317931,72651,1746330,65.3
2c8d,3302412,73101,1761399,65.0
2c7d,3324033,73659,1739220,65.43
2c6d,3287061,73926,1775925,64.71
2c5d,3209025,75423,1852464,63.2
2c4d,3227949,76524,1832439,63.58
2c3d,3616395,293571,1226946,73.26
2c2d,2478078,80460,2578374,49.02
AdAh,857358,19731,4259823,16.88
AdKh,3740160,47664,6486000,36.64
AdQh,3708108,46674,6519042,36.32
AdJh,2789292,207282,7277250,28.16
AdTh,3999612,44628,6229584,39.15
Ad9h,4150008,44106,6079710,40.61
Ad8h,4114842,43944,6115038,40.27
Ad7h,4148298,44094,6081432,40.59
Ad6h,4183434,45420,6044970,40.94
Ad5h,4045254,48258,6180312,39.61
Ad4h,4053630,50454,6169740,39.7
Ad3h,2930862,202632,7140330,29.51
Ad2h,4423638,56214,5793972,43.33
KdKh,857358,20487,4259067,16.89
KdQh,3633180,69894,6570750,35.7
KdJh,2799528,309420,7164876,28.75
KdTh,3906576,67848,6299400,38.35
Kd9h,4056972,67326,6149526,39.82
Kd8h,4140480,67944,6065400,40.63
Kd7h,4145166,67038,6061620,40.67
Kd6h,4154664,67308,6051852,40.77
Kd5h,4113918,70926,6088980,40.39
Kd4h,4122294,73122,6078408,40.48
Kd3h,2920626,321480,7031718,29.99
Kd2h,4509762,78882,5685180,44.28
QdQh,843153,20181,4273578,16.61
QdJh,2770392,405564,7097868,28.94
QdTh,3781488,93162,6399174,37.26
Qd9h,3931884,92640,6249300,38.72
Qd8h,4015392,93258,6165174,39.54
Qd7h,4138752,93132,6041940,40.74
Qd6h,4119480,92346,6061998,40.55
Qd5h,4078734,95964,6099126,40.17
Qd4h,4087110,98160,6088554,40.26
Qd3h,2881254,426744,6965826,30.12
Qd2h,4474578,103920,5695326,44.06
