Opponent,Wins,Draws,Loses,Equity%
AcAd,746370,25131,4365411,14.77
AcKd,1752090,29187,3355635,34.39
AcQd,1278777,90297,3767838,25.77
AcJd,1902753,28158,3206001,37.31
AcTd,1898481,27501,3210930,37.23
Ac9d,1975653,27246,3134013,38.73
Ac8d,1974567,26601,3135744,38.7
Ac7d,1973319,27081,3136512,38.68
Ac6d,1986204,27168,3123540,38.93
Ac5d,1922364,29355,3185193,37.71
Ac4d,1926636,30456,3179820,37.8
Ac3d,1930908,31809,3174195,37.9
Ac2d,1358112,88587,3690213,27.3
KcAd,1752090,29139,3355683,34.39
KcKd,746370,25887,4364655,14.78
KcQd,1283052,143343,3710517,26.37
KcJd,1855092,39762,3242058,36.5
KcTd,1850820,39105,3246987,36.41
Kc9d,1927992,38850,3170070,37.91
Kc8d,1987650,38604,3110658,39.07
Kc7d,1971714,38553,3126645,38.76
Kc6d,1970952,38157,3127803,38.74
Kc5d,1957224,40695,3138993,38.5
Kc4d,1961496,41796,3133620,38.59
Kc3d,1965768,43149,3127995,38.69
Kc2d,1353837,147816,3635259,27.79
JcAd,1932759,28161,3175992,37.9
JcKd,1884822,39765,3212325,37.08
JcQd,1290234,420189,3426489,29.21
JcJd,1543728,25482,3567702,30.3
JcTd,2855190,51135,2230587,56.08
Jc9d,2931552,51204,2154156,57.57
Jc8d,2989368,50958,2096586,58.69
Jc7d,3042771,51306,2042835,59.73
Jc6d,3106863,50910,1979139,60.98
Jc5d,3105621,52758,1978533,60.97
Jc4d,3124248,53859,1958805,61.34
Jc3d,3143172,55212,1938528,61.73
Jc2d,3782679,200646,1153587,75.59
TcAd,1928361,27630,3180921,37.81
TcKd,1880424,39234,3217254,36.99
TcQd,1287972,543702,3305238,30.36
TcJd,2855064,51135,2230713,56.08
TcTd,1547856,25680,3563376,30.38
Tc9d,2869317,50832,2216763,56.35
Tc8d,2927133,50586,2159193,57.47
Tc7d,2980536,50934,2105442,58.52
Tc6d,3044628,50538,2041746,59.76
Tc5d,3106143,52917,1977852,60.98
Tc4d,3108222,53328,1975362,61.03
Tc3d,3127146,54681,1955085,61.41
Tc2d,3764643,200169,1172100,75.23
9cAd,2004717,27450,3104745,39.29
9cKd,1956780,39054,3141078,38.47
9cQd,1302693,756060,3078159,32.72
9cJd,2930340,51279,2155293,57.54
9cTd,2868177,50781,2217954,56.33
9c9d,1584966,27705,3524241,31.12
9c8d,2871585,50697,2214630,56.39
9c7d,2924988,51045,2160879,57.44
9c6d,2986380,50649,2099883,58.63
9c5d,3047895,53028,2035989,59.85
9c4d,3112731,53970,1970211,61.12
9c3d,3115107,54633,1967172,61.17
9c2d,3748584,200175,1188153,74.92
8cAd,2002620,26919,3107373,39.25
8cKd,2015703,38874,3082335,39.62
8cQd,1315281,1032540,2789091,35.65
8cJd,2987226,51099,2098587,58.65
8cTd,2925063,50601,2161248,57.43
8c9d,2870574,50637,2215701,56.37
8c8d,1621443,30549,3484920,31.86
8c7d,2884179,51156,2201577,56.64
8c6d,2931159,50760,2154993,57.55
8c5d,2992674,53139,2091099,58.78
8c4d,3057510,54081,2025321,60.05
8c3d,3122643,55275,1958994,61.33
8c2d,3735552,200181,1201179,74.67
7cAd,2000532,27438,3108942,39.21
7cKd,1998879,38910,3099123,39.29
7cQd,1308870,1408395,2419647,39.19
7cJd,3039849,51486,2045577,59.68
7cTd,2977686,50988,2108238,58.46
7c9d,2923197,51024,2162691,57.4
7c8d,2883291,51069,2202552,56.63
7c7d,1641675,34800,3460437,32.3
7c6d,2870301,51279,2215332,56.38
7c5d,2933952,53658,2149302,57.64
7c4d,2998788,54600,2083524,58.91
7c3d,3063921,55794,2017197,60.19
7c2d,3757947,179496,1199469,74.9
6cAd,2014257,27522,3095133,39.48
6cKd,1998831,38463,3099618,39.29
6cQd,1308870,1777320,2050722,42.78
6cJd,3104790,51039,1981083,60.94
6cTd,3042627,50541,2043744,59.72
6c9d,2985438,50577,2100897,58.61
6c8d,2931120,50622,2155170,57.55
6c7d,2870301,51180,2215431,56.37
6c6d,1665219,38583,3433110,32.79
6c5d,2896611,53343,2186958,56.91
