Opponent,Wins,Draws,Loses,Equity%
AcAd,1015401,21219,4100292,19.97
AcKd,1966386,25701,3144825,38.53
AcQd,1955097,25335,3156480,38.31
AcJd,1478007,98619,3560286,29.73
AcTd,2077110,24519,3035283,40.67
Ac9d,1589058,99585,3448269,31.9
Ac8d,2299899,23904,2813109,45.0
Ac7d,2329239,23688,2783985,45.57
Ac6d,2374440,24096,2738376,46.46
Ac5d,2342127,25944,2768841,45.85
Ac4d,2363742,26886,2746284,46.28
Ac3d,2363742,27549,2745621,46.28
Ac2d,2368014,29241,2739657,46.38
KcAd,1969098,25578,3142236,38.58
KcKd,957741,22431,4156740,18.86
KcQd,1899867,37077,3199968,37.35
KcJd,1480176,149400,3507336,30.27
KcTd,2021394,36261,3079257,39.7
Kc9d,1512180,151023,3473709,30.91
Kc8d,2310000,35940,2790972,45.32
Kc7d,2326827,35325,2774760,45.64
Kc6d,2367756,35169,2733987,46.44
Kc5d,2363484,37422,2736006,46.37
Kc4d,2385099,38364,2713449,46.8
Kc3d,2385099,39027,2712786,46.81
Kc2d,2389371,40719,2706822,46.91
QcAd,1960809,25212,3150891,38.42
QcKd,1902867,37080,3196965,37.4
QcQd,886917,22383,4227612,17.48
QcJd,1420716,198204,3517992,29.59
QcTd,1960992,49041,3126879,38.65
Qc9d,1433166,200730,3503016,29.85
Qc8d,2260470,48720,2827722,44.48
Qc7d,2330520,48399,2757993,45.84
Qc6d,2361072,47844,2727996,46.43
Qc5d,2356800,50097,2730015,46.37
Qc4d,2378415,51039,2707458,46.8
Qc3d,2378415,51702,2706795,46.8
Qc2d,2382687,53394,2700831,46.9
TcAd,2115459,24399,2997054,41.42
TcKd,2057040,36267,3043605,40.4
TcQd,1993923,49020,3093969,39.29
TcJd,1349706,541203,3246003,31.54
TcTd,1645947,24174,3466791,32.28
Tc9d,3639363,261333,1236216,73.39
Tc8d,3311130,69054,1756728,65.13
Tc7d,3360519,68733,1707660,66.09
Tc6d,3410631,68472,1657809,67.06
Tc5d,3454797,70725,1611390,67.94
Tc4d,3463506,71136,1602270,68.12
Tc3d,3465585,71799,1599528,68.16
Tc2d,3484509,73491,1578912,68.55
8cAd,2339538,23772,2773602,45.78
8cKd,2346591,35937,2754384,46.03
8cQd,2294670,48690,2793552,45.14
8cJd,3257868,755676,1123368,70.78
8cTd,3312483,68997,1755432,65.16
8c9d,3579087,281436,1276389,72.41
8c8d,2452815,26829,2657268,48.01
8c7d,3364425,66894,1705593,66.15
8c6d,3415023,66633,1655256,67.13
8c5d,3457053,68886,1610973,67.97
8c4d,3532308,69696,1534908,69.44
8c3d,3599361,70359,1467192,70.75
8c2d,3601737,71361,1463814,70.81
7cAd,2365527,23643,2747742,46.28
7cKd,2360163,35406,2741343,46.29
7cQd,2360808,48456,2727648,46.43
7cJd,3272319,744237,1120356,70.95
7cTd,3358374,68763,1709775,66.05
7c9d,3597408,285249,1254255,72.81
7c8d,3361149,66855,1708908,66.08
7c7d,2502111,30300,2604501,49.0
7c6d,3344010,66258,1726644,65.74
