Opponent,Wins,Draws,Loses,Equity%
KcAd,1409979,230931,3496002,29.7
KcKd,1647753,23202,3465957,32.3
KcQd,3150873,26379,1959660,61.59
KcJd,3147975,25881,1963056,61.53
KcTd,3802551,102783,1231578,75.02
Kc9d,3377358,25149,1734405,65.99
Kc8d,3423333,24504,1689075,66.88
Kc7d,3394791,23889,1718232,66.32
Kc6d,3381924,24429,1730559,66.07
Kc5d,3400878,26808,1709226,66.47
Kc4d,3402660,27219,1707033,66.5
Kc3d,3421287,28572,1687053,66.88
Kc2d,3440211,30264,1666437,67.26
QcAd,1390857,287670,3458385,29.88
QcKd,3151713,26382,1958817,61.61
QcQd,1636287,22833,3477792,32.08
QcJd,3095805,25566,2015541,60.51
QcTd,3727314,98115,1311483,73.51
Qc9d,3315921,24834,1796157,64.79
Qc8d,3361896,24189,1750827,65.68
Qc7d,3408516,23973,1704423,66.59
Qc6d,3378261,23982,1734669,66.0
Qc5d,3397215,26361,1713336,66.39
Qc4d,3398997,26772,1711143,66.43
Qc3d,3417624,28125,1691163,66.8
Qc2d,3436548,29817,1670547,67.19
JcAd,1371735,398673,3366504,30.58
JcKd,3149655,25935,1961322,61.57
JcQd,3096645,25569,2014698,60.53
JcJd,1628385,22464,3486063,31.92
JcTd,3652077,93447,1391388,72.0
Jc9d,3254484,24519,1857909,63.59
Jc8d,3300459,23874,1812579,64.48
Jc7d,3347079,23658,1766175,65.39
Jc6d,3389286,24066,1723560,66.21
Jc5d,3393552,25914,1717446,66.31
Jc4d,3395334,26325,1715253,66.35
Jc3d,3413961,27678,1695273,66.73
Jc2d,3432885,29370,1674657,67.11
9cAd,3485496,526008,1125408,72.97
9cKd,3380292,25254,1731366,66.05
9cQd,3317739,24888,1794285,64.83
9cJd,3255186,24522,1857204,63.61
9cTd,3684624,115116,1337172,72.85
9c9d,2402487,22437,2711988,46.99
9c8d,3301161,23589,1812162,64.49
9c7d,3357324,23373,1756215,65.58
9c6d,3409074,23781,1704057,66.6
9c5d,3479886,26028,1630998,68.0
9c4d,3546642,26439,1563831,69.3
9c3d,3548721,27102,1561089,69.35
9c2d,3567645,28794,1540473,69.73
8cAd,3469404,527799,1139709,72.68
8cKd,3426522,24723,1685667,66.94
8cQd,3363969,24357,1748586,65.72
8cJd,3301416,23991,1811505,64.5
8cTd,3670800,114639,1351473,72.58
8c9d,3301035,23577,1812300,64.49
8c8d,2407953,21837,2707122,47.09
8c7d,3292155,23001,1821756,64.31
8c6d,3343905,23409,1769598,65.32
8c5d,3414717,25656,1696539,66.72
8c4d,3481473,26067,1629372,68.03
8c3d,3549567,27261,1560084,69.36
8c2d,3551943,28263,1556706,69.42
7cAd,3457053,528309,1151550,72.44
7cKd,3397095,24192,1715625,66.37
7cQd,3409980,24177,1702755,66.62
7cJd,3347427,23811,1765674,65.4
7cTd,3732537,118920,1285455,73.82
7c9d,3356313,23397,1757202,65.56
7c8d,3291189,22911,1822812,64.29
7c7d,2441361,22281,2673270,47.74
7c6d,3287076,23520,1826316,64.22
7c5d,3357888,25767,1753257,65.62
7c4d,3421944,26178,1688790,66.87
7c3d,3490038,27372,1619502,68.21
7c2d,3558429,28905,1549578,69.55
6cAd,3463872,510540,1162500,72.4
6cKd,3383418,24711,1728783,66.11
6cQd,3378867,24213,1733832,66.01
6cJd,3389052,24198,1723662,66.21
6cTd,3791898,123768,1221246,75.02
6c9d,3407205,23784,1705923,66.56
6c8d,3342081,23298,1771533,65.29
6c7d,3286110,23373,1827429,64.2
6c6d,2461023,23352,2652537,48.14
6c5d,3300693,26286,1809933,64.51
6c4d,3350337,26697,1759878,65.48
6c3d,3418431,27891,1690590,66.82
6c2d,3486822,29424,1620666,68.16
5cAd,3392088,531774,1213050,71.21
5cKd,3402684,26883,1707345,66.5
5cQd,3398133,26385,1712394,66.41
5cJd,3393582,25887,1717443,66.31
5cTd,3871443,130269,1135200,76.63
5c9d,3478233,25824,1632855,67.96
5c8d,3413109,25338,1698465,66.69
5c7d,3357138,25413,1754361,65.6
5c6d,3299934,26031,1810947,64.49
5c5d,2499858,26343,2610711,48.92
5c4d,3299712,28470,1808730,64.51
5c3d,3367806,29664,1739442,65.85
5c2d,3436197,31197,1669518,67.2
4cAd,3394680,535428,1206804,71.3
4cKd,3404628,26919,1705365,66.54
4cQd,3400077,26421,1710414,66.45
4cJd,3395526,25923,1715463,66.35
4cTd,3877599,130359,1128954,76.75
4c9d,3545199,25860,1565853,69.27
4c8d,3480075,25374,1631463,67.99
4c7d,3421404,25449,1690059,66.85
4c6d,3349788,26067,1761057,65.46
4c5d,3299712,28095,1809105,64.51
4c4d,2522682,27366,2586864,49.38
4c3d,3370074,29700,1737138,65.89
4c2d,3438465,31233,1667214,67.24
3cAd,3415956,539973,1180983,71.75
3cKd,3423570,27522,1685820,66.91
3cQd,3419019,27024,1690869,66.82
3cJd,3414468,26526,1695918,66.73
3cTd,3902763,131016,1103133,77.25
3c9d,3547593,25899,1563420,69.31
3c8d,3548484,25818,1562610,69.33
3c7d,3489813,25893,1621206,68.19
3c6d,3418197,26511,1692204,66.8
3c5d,3368121,28539,1740252,65.84
3c4d,3370200,28950,1737762,65.89
3c3d,2553144,29898,2553870,49.99
3c2d,3457731,31836,1647345,67.62
2cAd,3437232,544842,1154838,72.22
2cKd,3442836,28125,1665951,67.3
2cQd,3438285,27627,1671000,67.2
2cJd,3433734,27129,1676049,67.11
2cTd,3928251,131673,1076988,77.75
2c9d,3566859,26502,1543551,69.69
2c8d,3551202,25857,1559853,69.38
2c7d,3558546,26337,1552029,69.53
2c6d,3486930,26955,1623027,68.14
2c5d,3436854,28983,1671075,67.19
2c4d,3438933,29394,1668585,67.23
2c3d,3457857,30747,1648308,67.61
2c2d,2586846,32769,2517297,50.68
AdAh,653664,62817,4420431,13.34
AdKh,2943900,451122,6878802,30.85
AdQh,2904528,562920,6806376,31.01
AdJh,2865156,782334,6626334,31.7
AdTh,735354,9315192,223278,52.49
