Opponent,Wins,Draws,Loses,Equity%
AcAd,800100,23187,4313625,15.8
AcKd,1817610,27414,3291888,35.65
AcQd,1818453,26916,3291543,35.66
AcJd,1804884,26418,3305610,35.39
AcTd,1788615,25920,3322377,35.07
Ac9d,1801449,25956,3309507,35.32
Ac8d,1287600,154428,3694884,26.57
Ac7d,1957761,26076,3153075,38.37
Ac6d,1988520,26694,3121698,38.97
Ac5d,1938282,28722,3169908,38.01
Ac4d,1956156,29664,3151092,38.37
Ac3d,1976166,30858,3129888,38.77
Ac2d,1407426,87162,3642324,28.25
KcAd,1816722,27366,3292824,35.63
KcKd,792516,24267,4320129,15.66
KcQd,1786902,38466,3311544,35.16
KcJd,1787745,37968,3311199,35.17
KcTd,1774176,37470,3325266,34.9
Kc9d,1787010,37911,3311991,35.16
Kc8d,1306722,192495,3637695,27.31
Kc7d,1951884,38031,3146997,38.37
Kc6d,1968996,38166,3129750,38.7
Kc5d,1968870,40545,3127497,38.72
Kc4d,1986744,41487,3108681,39.08
Kc3d,2006754,42681,3087477,39.48
Kc2d,1401015,146874,3589023,28.7
QcAd,1818327,26919,3291666,35.66
QcKd,1786902,38469,3311541,35.16
QcQd,798654,24006,4314252,15.78
QcJd,1748784,49701,3338427,34.53
QcTd,1735215,49203,3352494,34.26
Qc9d,1748049,50232,3338631,34.52
Qc8d,1291875,245415,3599622,27.54
Qc7d,1967262,51156,3118494,38.79
Qc6d,1968996,50760,3117156,38.82
Qc5d,1968870,53139,3114903,38.85
Qc4d,1986744,54081,3096087,39.2
Qc3d,2006754,55275,3074883,39.6
Qc2d,1401015,200181,3535716,29.22
JcAd,1805520,26472,3304920,35.41
JcKd,1788381,38022,3310509,35.18
JcQd,1749420,49677,3337815,34.54
JcJd,787554,24960,4324398,15.57
JcTd,1683324,62175,3391413,33.37
Jc9d,1696158,69195,3371559,33.69
Jc8d,1276902,310212,3549798,27.88
Jc7d,1906428,70707,3159777,37.8
Jc6d,1969272,70710,3096930,39.02
Jc5d,1954458,72558,3109896,38.75
