Opponent,Wins,Draws,Loses,Equity%
AcAd,1036977,22305,4077630,20.4
AcKd,2022069,25896,3088947,39.62
AcQd,2000811,25803,3110298,39.2
AcJd,2001654,25305,3109953,39.21
AcTd,1984671,25290,3126951,38.88
Ac9d,2005185,25458,3106269,39.28
Ac8d,1992243,25104,3119565,39.03
Ac7d,1529844,140490,3466578,31.15
Ac6d,2146260,26136,2964516,42.04
Ac5d,1585734,114093,3437085,31.98
Ac4d,2261208,28974,2846730,44.3
Ac3d,2294820,30036,2812056,44.97
Ac2d,2340021,31437,2765454,45.86
KcAd,2021310,25845,3089757,39.6
KcKd,1050780,22818,4063314,20.68
KcQd,1991490,36945,3108477,39.13
KcJd,1992333,36447,3108132,39.14
KcTd,1975350,36432,3125130,38.81
Kc9d,1995864,37005,3104043,39.21
Kc8d,2007753,37182,3091977,39.45
Kc7d,1546959,197952,3392001,32.04
Kc6d,2144415,37041,2955456,42.11
Kc5d,1598574,173238,3365100,32.81
Kc4d,2318502,40230,2778180,45.53
Kc3d,2352114,41292,2743506,46.19
Kc2d,2397315,42693,2696904,47.08
QcAd,1999923,25881,3111108,39.18
QcKd,1991361,36948,3108603,39.13
QcQd,1029393,22881,4084638,20.26
QcJd,1945272,48531,3143109,38.34
QcTd,1928289,48516,3160107,38.01
Qc9d,1963215,49677,3124020,38.7
Qc8d,1977804,50259,3108849,38.99
Qc7d,1546830,233076,3357006,32.38
Qc6d,2123028,50118,2963766,41.82
Qc5d,1577187,227028,3332697,32.91
Qc4d,2297115,53307,2786490,45.24
Qc3d,2330727,54369,2751816,45.9
Qc2d,2375928,55770,2705214,46.79
JcAd,2001528,25434,3109950,39.21
JcKd,1992966,36501,3107445,39.15
JcQd,1945272,48507,3143133,38.34
JcJd,1035531,23835,4077546,20.39
JcTd,1889328,61083,3186501,37.37
Jc9d,1924254,68235,3144423,38.12
Jc8d,1938843,69405,3128664,38.42
Jc7d,1531983,298098,3306831,32.72
Jc6d,2138406,70068,2928438,42.31
Jc5d,1577187,293733,3265992,33.56
Jc4d,2297115,72726,2767071,45.43
Jc3d,2330727,73788,2732397,46.09
Jc2d,2375928,75189,2685795,46.98
TcAd,1984545,25470,3126897,38.88
TcKd,1975983,36537,3124392,38.82
TcQd,1928289,48543,3160080,38.01
