Opponent,Wins,Draws,Loses,Equity%
AcAd,1047660,21516,4067736,20.6
AcKd,2032494,25935,3078483,39.82
AcQd,2019552,25569,3091791,39.56
AcJd,1582944,94530,3459438,31.74
AcTd,1590963,93447,3452502,31.88
Ac9d,2376660,24519,2735733,46.5
Ac8d,2391351,23874,2721687,46.78
Ac7d,2420691,23658,2692563,47.35
Ac6d,2468028,24066,2644818,48.28
Ac5d,2435715,25914,2675283,47.67
Ac4d,2435715,26325,2674872,47.67
Ac3d,2439987,27678,2669247,47.77
Ac2d,2444259,29370,2663283,47.87
KcAd,2035542,25812,3075558,39.88
KcKd,974700,22728,4139484,19.2
KcQd,1953036,37311,3146565,38.38
KcJd,1506498,145968,3484446,30.75
KcTd,1514085,144885,3477942,30.88
Kc9d,2331402,36261,2769249,45.74
Kc8d,2401452,35910,2699550,47.1
Kc7d,2418279,35295,2683338,47.42
Kc6d,2461344,35139,2640429,48.26
Kc5d,2457072,37392,2642448,48.2
Kc4d,2457072,37803,2642037,48.2
Kc3d,2461344,39156,2636412,48.3
Kc2d,2465616,40848,2630448,48.4
QcAd,2025648,25446,3085818,39.68
QcKd,1956084,37314,3143514,38.44
QcQd,901740,22680,4212492,17.77
QcJd,1427484,195351,3514077,29.69
QcTd,1435071,194268,3507573,29.83
Qc9d,2281872,48717,2806323,44.9
Qc8d,2351922,48366,2736624,46.26
Qc7d,2421972,48045,2666895,47.62
Qc6d,2454660,47490,2634762,48.25
Qc5d,2450388,49743,2636781,48.19
Qc4d,2450388,50154,2636370,48.19
Qc3d,2454660,51507,2630745,48.29
Qc2d,2458932,53199,2624781,48.39
9cAd,2414985,24399,2697528,47.25
9cKd,2367336,36267,2733309,46.44
9cQd,2315415,48723,2772774,45.55
9cJd,3467817,541203,1127892,72.78
9cTd,3668955,262203,1205754,73.98
9c9d,2488884,23598,2624430,48.68
9c8d,3436188,61026,1639698,67.49
9c7d,3476520,60705,1599687,68.27
9c6d,3528771,60444,1547697,69.28
9c5d,3572937,62697,1501278,70.16
9c4d,3639693,63108,1434111,71.47
9c3d,3641772,63771,1431369,71.51
9c2d,3660696,65463,1410753,71.9
8cAd,2426421,23868,2686623,47.47
8cKd,2433474,36033,2667405,47.72
8cQd,2381553,48489,2706870,46.83
8cJd,3478734,532542,1125636,72.9
8cTd,3671109,265005,1200798,74.04
8c9d,3432960,61017,1642935,67.42
8c8d,2534424,25419,2577069,49.58
8c7d,3392577,59742,1684593,66.62
8c6d,3444828,59481,1632603,67.64
8c5d,3486858,61734,1588320,68.48
8c4d,3550914,62145,1523853,69.73
8c3d,3619008,63339,1454565,71.07
8c2d,3621384,64341,1451187,71.12
7cAd,2452413,23739,2660760,47.97
7cKd,2447049,35502,2654361,47.98
7cQd,2447694,48255,2640963,48.12
7cJd,3482172,534819,1119921,72.99
7cTd,3689433,268818,1178661,74.44
7c9d,3470073,60783,1606056,68.14
7c8d,3389304,59703,1687905,66.56
7c7d,2583723,28890,2524299,50.58
7c6d,3388230,59106,1689576,66.53
7c5d,3417066,61359,1658487,67.12
7c4d,3466710,61770,1608432,68.09
7c3d,3534804,62964,1539144,69.42
7c2d,3603195,64497,1469220,70.77
6cAd,2496528,24300,2616084,48.84
6cKd,2486892,35373,2614647,48.76
6cQd,2477256,47724,2611932,48.69
6cJd,3499884,540450,1096578,73.39
6cTd,3766611,273720,1096581,75.99
6c9d,3518931,60549,1557432,69.09
6c8d,3438162,59469,1639281,67.51
6c7d,3384756,59007,1693149,66.47
6c6d,2650629,34041,2452242,51.93
6c5d,3408699,61389,1666824,66.95
6c4d,3410481,61800,1664631,66.99
6c3d,3478575,62994,1595343,68.33
6c2d,3546966,64527,1525419,69.68
5cAd,2463990,25941,2646981,48.22
5cKd,2482491,37545,2616876,48.69
5cQd,2472855,49896,2614161,48.62
