Opponent,Wins,Draws,Loses,Equity%
KcAd,1434645,240057,3462210,30.26
KcKd,1666680,25125,3445107,32.69
KcQd,3060948,27981,2047983,59.86
KcJd,3044400,27324,2065188,59.53
KcTd,3028149,26667,2082096,59.21
Kc9d,3100125,26976,2009811,60.61
Kc8d,3163623,26490,1946799,61.84
Kc7d,3161913,26034,1948965,61.81
Kc6d,3162963,26811,1947138,61.83
Kc5d,3224340,28998,1883574,63.05
Kc4d,3871494,128853,1136565,76.62
Kc3d,3413385,31293,1692234,66.75
Kc2d,3419967,32826,1684119,66.9
QcAd,1432383,298686,3405843,30.79
QcKd,3060822,27981,2048109,59.86
QcQd,1664490,24513,3447909,32.64
QcJd,2981517,26952,2128443,58.3
QcTd,2965266,26295,2145351,57.98
Qc9d,3037242,26604,2073066,59.38
Qc8d,3100740,26118,2010054,60.62
Qc7d,3161787,26193,1948932,61.81
Qc6d,3146289,26280,1964343,61.5
Qc5d,3207666,28467,1900779,62.72
Qc4d,3852810,128376,1155726,76.25
Qc3d,3396711,30762,1709439,66.42
Qc2d,3403293,32295,1701324,66.57
JcAd,1430121,397839,3308952,31.71
JcKd,3044148,27450,2065314,59.53
JcQd,2981391,26952,2128569,58.3
JcJd,1665864,23901,3447147,32.66
JcTd,2902707,25923,2208282,56.76
Jc9d,2974683,26232,2135997,58.16
Jc8d,3038181,25746,2072985,59.39
Jc7d,3099228,25821,2011863,60.58
Jc6d,3146487,26439,1963986,61.51
Jc5d,3191316,27936,1917660,62.4
Jc4d,3834450,127899,1174563,75.89
Jc3d,3380361,30231,1726320,66.1
Jc2d,3386943,31764,1718205,66.24
TcAd,1427859,535428,3173625,33.01
TcKd,3027798,26919,2082195,59.2
TcQd,2965041,26421,2145450,57.98
TcJd,2902581,25923,2208408,56.76
TcTd,1670802,23289,3442821,32.75
Tc9d,2912448,25860,2198604,56.95
Tc8d,2975946,25374,2135592,58.18
Tc7d,3036993,25449,2074470,59.37
Tc6d,3084252,26067,2026593,60.29
Tc5d,3191838,28095,1916979,62.41
Tc4d,3816414,127422,1193076,75.53
Tc3d,3364335,29700,1742877,65.78
Tc2d,3370917,31233,1734762,65.93
9cAd,1423587,777975,2935350,35.29
9cKd,3098817,27306,2010789,60.59
9cQd,3036060,26808,2074044,59.36
9cJd,2973600,26310,2137002,58.14
9cTd,2911437,25812,2199663,56.93
9c9d,1690539,24261,3422112,33.15
9c8d,2917143,25893,2193876,57.04
9c7d,2980326,25968,2130618,58.27
9c6d,3027585,26586,2082741,59.2
9c5d,3135171,28614,1973127,61.31
9c4d,3840864,106737,1189311,75.81
9c3d,3367527,30219,1739166,65.85
9c2d,3374109,31752,1731051,65.99
8cAd,1423587,1042116,2671209,37.86
8cKd,3163110,26859,1946943,61.84
8cQd,3100353,26361,2010198,60.61
8cJd,3037893,25863,2073156,59.39
8cTd,2975730,25365,2135817,58.18
8c9d,2917143,25884,2193885,57.04
8c8d,1711005,23904,3402003,33.54
8c7d,2942337,25653,2168922,57.53
8c6d,2989596,26271,2121045,58.45
8c5d,3097182,28299,2011431,60.57
8c4d,3766923,102069,1267920,74.32
8c3d,3382548,30303,1724061,66.14
8c2d,3373752,31305,1731855,65.98
7cAd,1409427,1386318,2341167,40.93
7cKd,3162474,26415,1948023,61.82
7cQd,3162474,26322,1948116,61.82
7cJd,3100014,25824,2011074,60.6
7cTd,3037851,25326,2073735,59.38
7c9d,2981274,25845,2129793,58.29
7c8d,2943177,25491,2168244,57.54
7c7d,1722321,24834,3389757,33.77
7c6d,2957730,26523,2152659,57.84
7c5d,3065316,28551,2043045,59.95
7c4d,3711990,97968,1326954,73.21
7c3d,3341415,30555,1764942,65.34
7c2d,3405771,31956,1699185,66.61
6cAd,1411689,1756956,1968267,44.58
6cKd,3163785,27018,1946109,61.85
6cQd,3147237,26361,1963314,61.52
6cJd,3147534,26268,1963110,61.53
6cTd,3085371,25770,2025771,60.31
6c9d,3028794,26289,2081829,59.22
6c8d,2990697,25935,2120280,58.47
6c7d,2957856,26301,2152755,57.84
6c6d,1729056,26307,3381549,33.92
6c5d,3019911,29154,2087847,59.07
6c4d,3637776,98625,1400511,71.78
6c3d,3296010,31158,1809744,64.47
6c2d,3360366,32559,1743987,65.73
5cAd,1313844,2161965,1661103,46.62
5cKd,3229869,28872,1878171,63.16
5cQd,3213321,28215,1895376,62.83
5cJd,3197070,27558,1912284,62.51
5cTd,3197664,27465,1911783,62.52
5c9d,3141087,27984,1967841,61.42
5c8d,3102990,27630,2006292,60.67
5c7d,3070149,27996,2038767,60.04
5c6d,3024120,28824,2083968,59.15
5c5d,1702320,29271,3405321,33.42
5c4d,3644601,113835,1378476,72.06
5c3d,3249429,32718,1854765,63.57
5c2d,3314082,34119,1788711,64.85
3cAd,1615338,2435691,1085883,55.15
3cKd,3423297,29994,1683621,66.93
3cQd,3406749,29337,1700826,66.6
3cJd,3390498,28680,1717734,66.28
3cTd,3374544,28023,1734345,65.96
3c9d,3378666,28464,1729782,66.05
3c8d,3392739,28461,1715712,66.32
3c7d,3350355,28827,1757730,65.5
3c6d,3304326,29655,1802931,64.61
3c5d,3253347,31545,1852020,63.64
3c4d,3775701,120330,1240881,74.67
3c3d,2476203,33516,2627193,48.53
3c2d,3514980,35241,1586691,68.77
2cAd,1636113,2423190,1077609,55.44
2cKd,3429276,30513,1677123,67.05
2cQd,3412728,29856,1694328,66.73
2cJd,3396477,29199,1711236,66.4
2cTd,3380523,28542,1727847,66.09
2c9d,3384645,28983,1723284,66.17
2c8d,3383418,28497,1724997,66.14
2c7d,3414336,29214,1693362,66.75
2c6d,3368307,30042,1738563,65.86
2c5d,3317652,31932,1787328,64.9
2c4d,3856986,125178,1154748,76.3
2c3d,3514140,34227,1588545,68.74
2c2d,2530209,36144,2570559,49.61
AdAh,630000,66036,4440876,12.91
AdKh,3001434,467970,6804420,31.49
AdQh,2997246,583272,6693306,32.01
AdJh,2993058,778896,6501870,32.92
AdTh,2988870,1050702,6234252,34.21
Ad9h,2980614,1531500,5761710,36.47
Ad8h,2978886,2052234,5242704,38.98
Ad7h,2949012,2730390,4594422,41.99
Ad6h,2953200,3460398,3860226,45.59
Ad5h,2751660,4256772,3265392,47.5
Ad4h,735348,9316656,221820,52.5
Ad3h,3329118,4797360,2147346,55.75
Ad2h,3371622,4774260,2127942,56.05
KdKh,1698084,20904,3417924,33.26
KdQh,6194592,47622,4031610,60.53
KdJh,6162006,46314,4065504,60.2
KdTh,6130014,45006,4098804,59.89
Kd9h,6270282,45606,3957936,61.25
Kd8h,6395328,44640,3833856,62.47
Kd7h,6392040,43734,3838050,62.43
Kd6h,6394368,45282,3834174,62.46
Kd5h,6515352,49578,3708894,63.66
Kd4h,7789824,245712,2238288,77.02
Kd3h,6885612,54156,3334056,67.28
Kd2h,6898566,57216,3318042,67.43
QdQh,1696062,20172,3420678,33.21
QdJh,6038454,45372,4189998,59.0
QdTh,6006462,44064,4223298,58.68
Qd9h,6146730,44664,4082430,60.05
Qd8h,6271776,43698,3958350,61.26
Qd7h,6392040,43800,3837984,62.43
Qd6h,6361782,43974,3868068,62.14
Qd5h,6482766,48270,3742788,63.33
Qd4h,7753302,244512,2276010,76.66
Qd3h,6853026,52848,3367950,66.96
Qd2h,6865980,55908,3351936,67.1
JdJh,1697604,19440,3419868,33.24
JdTh,5883504,43122,4347198,57.48
Jd9h,6023772,43722,4206330,58.85
Jd8h,6148818,42756,4082250,60.06
Jd7h,6269082,42858,3961884,61.23
Jd6h,6362376,44040,3867408,62.14
Jd5h,6450774,46962,3776088,63.02
Jd4h,7717374,243312,2313138,76.3
Jd3h,6821034,51540,3401250,66.64
Jd2h,6833988,54600,3385236,66.78
TdTh,1702710,18708,3415494,33.33
Td9h,5901408,42780,4329636,57.65
Td8h,6026454,41814,4205556,58.86
Td7h,6146718,41916,4085190,60.03
Td6h,6240012,43098,3990714,60.95
Td5h,6451962,47028,3774834,63.03
Td4h,7682040,242112,2349672,75.95
Td3h,6789636,50232,3433956,66.33
Td2h,6802590,53292,3417942,66.47
9d9h,1723284,19599,3394029,33.74
9d8h,5912898,42738,4318188,57.76
9d7h,6037098,42840,4193886,58.97
9d6h,6130392,44022,4099410,59.88
9d5h,6342342,47952,3883530,61.97
9d4h,7731888,201516,2340420,76.24
9d3h,6797904,51108,3424812,66.42
9d2h,6810858,54168,3408798,66.56
8d8h,1742916,19209,3374787,34.12
8d7h,5960910,42150,4270764,58.23
8d6h,6054204,43332,4176288,59.14
8d5h,6266154,47262,3960408,61.22
8d4h,7586232,190422,2497170,74.77
8d3h,6825564,51198,3397062,66.69
8d2h,6808374,53202,3412248,66.53
7d7h,1753446,20253,3363213,34.33
7d6h,5989848,44076,4239900,58.52
7d5h,6201798,48006,4024020,60.6
7d4h,7477692,180762,2615370,73.66
7d3h,6743100,51942,3478782,65.89
7d2h,6869214,54726,3349884,67.13
6d6h,1760382,21897,3354633,34.48
6d5h,6112260,49566,4111998,59.73
6d4h,7333026,180534,2760264,72.25
6d3h,6653562,53502,3566760,65.02
6d2h,6779676,56286,3437862,66.26
5d5h,1731336,25155,3380421,33.95
5d4h,7338312,210180,2725332,72.45
5d3h,6555780,57210,3660834,64.09
