Opponent,Wins,Draws,Loses,Equity%
AcAd,910470,21258,4205184,17.93
AcKd,1893777,24711,3218424,37.11
AcQd,1877508,24213,3235191,36.79
AcJd,1860525,24198,3252189,36.45
AcTd,1419492,123768,3593652,28.84
Ac9d,2072325,23784,3040803,40.57
Ac8d,2057637,23298,3055977,40.28
Ac7d,2057637,23373,3055902,40.28
Ac6d,1467768,124704,3544440,29.79
Ac5d,2250582,26286,2860044,44.07
Ac4d,2250582,26697,2859633,44.07
Ac3d,2270061,27891,2838960,44.46
Ac2d,2291676,29424,2815812,44.9
KcAd,1894536,24711,3217665,37.12
KcKd,896667,21000,4219245,17.66
KcQd,1823604,35334,3277974,35.84
KcJd,1806621,35319,3294972,35.51
KcTd,1404516,174603,3557793,29.04
Kc9d,2009478,34905,3092529,39.46
Kc8d,2055210,34818,3046884,40.35
Kc7d,2040522,34362,3062028,40.06
Kc6d,1448517,179175,3509220,29.94
Kc5d,2247192,37275,2852445,44.11
Kc4d,2247192,37686,2852034,44.11
Kc3d,2266671,38880,2831361,44.5
Kc2d,2286150,40413,2810349,44.9
QcAd,1879026,24264,3233622,36.82
QcKd,1824363,35337,3277212,35.86
QcQd,882864,20739,4233309,17.39
QcJd,1752717,48045,3336150,34.59
QcTd,1389540,222939,3524433,29.22
Qc9d,1946307,47631,3142974,38.35
Qc8d,1992039,47544,3097329,39.24
Qc7d,2038095,47487,3051330,40.14
Qc6d,1429266,232482,3475164,30.09
Qc5d,2230077,49869,2856966,43.9
Qc4d,2230077,50280,2856555,43.9
Qc3d,2249556,51474,2835882,44.29
Qc2d,2269035,53007,2814870,44.69
JcAd,1862043,24300,3250569,36.48
JcKd,1807380,35373,3294159,35.53
JcQd,1752717,48021,3336174,34.59
JcJd,865881,22176,4248855,17.07
JcTd,1294698,273720,3568494,27.87
Jc9d,1882284,68577,3186051,37.31
Jc8d,1928016,68490,3140406,38.2
Jc7d,1974072,68433,3094407,39.1
Jc6d,1429266,285177,3422469,30.6
Jc5d,2213094,70815,2853003,43.77
Jc4d,2213094,71226,2852592,43.78
Jc3d,2232573,72420,2831919,44.17
Jc2d,2252052,73953,2810907,44.56
9cAd,2105721,23838,3007353,41.22
9cKd,2041839,34911,3060162,40.09
9cQd,1977633,47559,3111720,38.96
9cJd,1913274,68451,3155187,37.91
9cTd,1335891,758079,3042942,33.38
9c9d,1630749,28422,3477741,32.02
9c8d,2934954,98940,2103018,58.1
9c7d,3006393,99207,2031312,59.49
9c6d,3538218,369567,1229127,72.48
9c5d,3289902,101883,1745127,65.04
9c4d,3353613,102294,1681005,66.28
9c3d,3342807,102957,1691148,66.08
9c2d,3352386,104490,1680036,66.28
8cAd,2090985,23391,3022536,40.93
8cKd,2087799,34815,3014298,40.98
8cQd,2023593,47463,3065856,39.86
8cJd,1959234,68355,3109323,38.81
8cTd,1334316,1015089,2787507,35.86
8c9d,2934906,98883,2103123,58.1
