,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_8,2osame,75.93,3.21,20.86
1,3_8,2osame,75.8,3.2,21.0
2,2_8,1o,75.31,3.09,21.6
3,3_8,1o,75.18,3.09,21.73
4,2_8,2odifferent,74.63,3.02,22.34
5,8_K,2osame,74.54,2.69,22.77
6,3_8,2odifferent,74.5,3.0,22.49
7,4_8,2osame,74.09,3.09,22.82
8,8_K,2odifferent,73.98,2.47,23.55
9,8_K,1o,73.93,2.58,23.49
10,4_8,1o,73.5,2.97,23.53
11,8_Q,2osame,72.97,2.57,24.46
12,4_8,2odifferent,72.85,2.87,24.28
13,8_Q,2odifferent,72.45,2.36,25.19
14,5_8,2osame,72.4,2.97,24.63
15,8_Q,1o,72.38,2.47,25.15
16,5_8,1o,71.83,2.86,25.32
17,8_J,2osame,71.4,2.46,26.15
18,5_8,2odifferent,71.2,2.75,26.05
19,8_J,2odifferent,70.92,2.25,26.83
20,8_J,1o,70.83,2.35,26.82
21,6_8,2osame,70.74,2.82,26.44
22,2_8,2s,70.27,2.88,26.85
23,6_8,1o,70.2,2.71,27.1
24,3_8,2s,70.14,2.87,26.99
25,8_T,2osame,69.83,2.34,27.83
26,6_8,2odifferent,69.59,2.6,27.81
27,8_K,2s,69.59,2.4,28.01
28,7_8,2osame,69.51,2.7,27.78
29,8_T,2odifferent,69.4,2.14,28.46
30,8_T,1o,69.29,2.24,28.47
31,7_8,1o,68.98,2.59,28.43
32,8_9,2osame,68.77,2.24,28.99
33,2_7,2osame,68.65,0.52,30.83
34,2_7,2osame,68.64,0.52,30.84
35,4_8,2s,68.59,2.78,28.63
36,7_8,2odifferent,68.39,2.48,29.13
37,8_9,2odifferent,68.37,2.03,29.59
38,8_9,1o,68.24,2.14,29.62
39,8_Q,2s,68.16,2.31,29.52
40,2_7,1o,68.1,0.48,31.41
41,2_7,1o,68.1,0.44,31.46
42,2_7,2odifferent,67.56,0.41,32.04
43,3_7,2osame,67.23,0.52,32.25
44,3_7,2osame,67.22,0.52,32.26
45,2_6,2osame,67.08,0.53,32.39
46,2_6,2osame,67.07,0.53,32.4
47,5_8,2s,67.05,2.69,30.26
48,8_J,2s,66.74,2.23,31.03
49,3_7,1o,66.7,0.46,32.83
50,3_7,1o,66.7,0.44,32.86
51,2_6,1o,66.55,0.49,32.95
52,2_6,1o,66.55,0.45,32.99
53,2_3,2osame,66.44,0.59,32.97
54,2_3,2osame,66.44,0.59,32.97
55,3_7,2odifferent,66.17,0.39,33.44
56,2_6,2odifferent,66.03,0.42,33.56
57,2_3,1o,65.93,0.55,33.52
58,2_3,1o,65.93,0.54,33.54
59,2_4,2osame,65.92,0.58,33.5
60,2_4,2osame,65.92,0.58,33.5
61,2_5,2osame,65.71,0.57,33.73
62,4_7,2osame,65.7,0.51,33.79
63,2_5,2osame,65.7,0.57,33.73
64,4_7,2osame,65.69,0.51,33.8
65,3_6,2osame,65.66,0.53,33.81
66,3_6,2osame,65.65,0.53,33.82
67,6_8,2s,65.52,2.57,31.91
68,2_3,2odifferent,65.42,0.5,34.08
69,2_4,1o,65.41,0.51,34.07
70,2_4,1o,65.41,0.54,34.05
71,8_T,2s,65.33,2.14,32.53
72,2_5,1o,65.21,0.49,34.3
73,2_5,1o,65.2,0.53,34.27
74,4_7,1o,65.2,0.44,34.35
75,4_7,1o,65.2,0.43,34.37
76,3_6,1o,65.15,0.48,34.38
77,3_6,1o,65.15,0.45,34.4
78,2_9,2osame,64.94,0.52,34.54
79,2_4,2odifferent,64.91,0.48,34.61
80,3_9,2osame,64.89,0.52,34.59
81,3_4,2osame,64.86,0.58,34.56
82,3_4,2osame,64.86,0.58,34.56
83,2_7,1s,64.82,0.51,34.67
84,2_5,2odifferent,64.71,0.46,34.84
85,4_9,2osame,64.71,0.52,34.78
86,4_7,2odifferent,64.7,0.37,34.94
87,2_K,2osame,64.68,0.55,34.77
88,2_Q,2osame,64.64,0.54,34.82
89,3_6,2odifferent,64.64,0.4,34.96
90,3_K,2osame,64.63,0.55,34.83
91,3_Q,2osame,64.59,0.54,34.87
92,2_J,2osame,64.57,0.53,34.9
93,7_Q,2osame,64.56,0.47,34.97
94,3_J,2osame,64.52,0.53,34.95
95,2_T,2osame,64.5,0.52,34.98
96,2_9,1o,64.48,0.44,35.08
97,3_T,2osame,64.45,0.52,35.03
98,3_9,1o,64.43,0.44,35.13
99,7_8,2s,64.4,2.47,33.13
100,3_4,1o,64.37,0.51,35.12
101,3_4,1o,64.37,0.52,35.11
102,8_9,2s,64.36,2.06,33.59
103,3_5,2osame,64.34,0.57,35.09
104,3_5,2osame,64.34,0.57,35.09
105,7_K,2osame,64.28,0.47,35.25
