,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,3_K,2odifferent,37.76,0.82,61.42
1,3_Q,2odifferent,37.68,1.08,61.24
2,3_J,2odifferent,37.59,1.47,60.93
3,3_8,2odifferent,37.54,5.15,57.31
4,3_T,2odifferent,37.51,2.1,60.39
5,3_K,2osame,37.47,0.91,61.62
6,3_Q,2osame,37.38,1.17,61.45
7,3_K,1o,37.3,0.86,61.84
8,3_J,2osame,37.3,1.57,61.14
9,3_K,1o,37.29,0.86,61.86
10,3_8,2osame,37.25,5.29,57.47
11,3_Q,1o,37.21,1.11,61.67
12,3_T,2osame,37.21,2.2,60.59
13,3_Q,1o,37.2,1.11,61.69
14,3_9,2odifferent,37.16,3.26,59.58
15,3_J,1o,37.13,1.51,61.36
16,3_J,1o,37.11,1.51,61.37
17,3_8,1o,37.08,5.21,57.71
18,3_8,1o,37.06,5.21,57.73
19,3_T,1o,37.04,2.14,60.82
20,3_T,1o,37.03,2.14,60.83
21,3_9,2osame,36.85,3.37,59.78
22,3_K,2osame,36.8,0.92,62.28
23,3_Q,2osame,36.71,1.18,62.11
24,3_9,1o,36.68,3.31,60.01
25,3_9,1o,36.67,3.31,60.02
26,3_A,2odifferent,36.63,0.59,62.78
27,3_J,2osame,36.62,1.58,61.8
28,3_8,2osame,36.57,5.3,58.13
29,3_T,2osame,36.53,2.21,61.26
30,3_7,2odifferent,36.38,8.28,55.34
31,3_A,2osame,36.3,0.68,63.02
32,3_9,2osame,36.17,3.39,60.45
33,3_A,1o,36.14,0.63,63.24
34,3_A,1o,36.14,0.63,63.23
35,3_7,2osame,36.04,8.47,55.49
36,3_7,1o,35.88,8.37,55.75
37,3_7,1o,35.87,8.37,55.76
38,3_K,1s,35.83,0.87,63.3
39,3_Q,1s,35.75,1.11,63.13
40,3_J,1s,35.67,1.49,62.84
41,3_8,1s,35.64,4.94,59.42
42,3_A,2osame,35.62,0.69,63.68
43,3_T,1s,35.59,2.08,62.33
44,3_7,2osame,35.36,8.49,56.16
45,3_K,2s,35.35,0.83,63.82
46,3_6,2odifferent,35.29,13.34,51.36
47,3_Q,2s,35.27,1.07,63.66
48,3_9,1s,35.26,3.17,61.57
49,3_J,2s,35.19,1.45,63.36
50,3_8,2s,35.15,4.88,59.96
51,3_T,2s,35.12,2.04,62.85
52,3_6,2osame,34.92,13.64,51.44
53,8_K,2odifferent,34.87,0.71,64.42
54,3_9,2s,34.79,3.13,62.09
55,3_6,1o,34.78,13.48,51.73
56,3_6,1o,34.78,13.48,51.74
57,3_A,1s,34.72,0.65,64.63
58,K_A,2odifferent,34.7,0.51,64.79
59,Q_A,2odifferent,34.62,0.5,64.88
60,8_A,2odifferent,34.61,0.48,64.91
61,9_A,2odifferent,34.58,0.49,64.93
62,6_A,2odifferent,34.55,0.51,64.95
63,7_K,2odifferent,34.54,0.71,64.75
64,7_Q,2odifferent,34.54,0.99,64.48
65,3_7,1s,34.54,7.88,57.59
66,J_A,2odifferent,34.53,0.49,64.98
67,T_A,2odifferent,34.45,0.47,65.08
68,6_K,2odifferent,34.45,0.72,64.82
69,8_Q,2odifferent,34.38,0.97,64.64
70,6_Q,2odifferent,34.37,0.98,64.65
71,6_J,2odifferent,34.37,1.39,64.24
72,7_A,2odifferent,34.36,0.49,65.14
73,9_K,2odifferent,34.35,0.71,64.94
74,8_K,1o,34.33,0.75,64.92
75,Q_K,2odifferent,34.33,0.72,64.95
76,8_K,1o,34.33,0.75,64.92
77,3_A,2s,34.3,0.61,65.09
78,J_K,2odifferent,34.25,0.71,65.05
79,3_6,2osame,34.24,13.65,52.11
80,5_K,2odifferent,34.2,0.77,65.02
81,T_K,2odifferent,34.16,0.69,65.15
82,K_A,1o,34.16,0.55,65.29
83,K_A,1o,34.16,0.55,65.29
84,5_Q,2odifferent,34.12,1.03,64.85
85,Q_A,1o,34.08,0.54,65.39
86,8_A,1o,34.07,0.51,65.41
87,Q_A,1o,34.07,0.54,65.39
88,3_7,2s,34.07,7.79,58.14
89,8_A,1o,34.07,0.51,65.42
90,7_J,2odifferent,34.05,1.39,64.56
91,9_A,1o,34.04,0.52,65.44
92,9_A,1o,34.04,0.52,65.44
93,5_J,2odifferent,34.03,1.43,64.54
94,5_T,2odifferent,34.03,2.07,63.9
95,6_A,1o,34.01,0.54,65.45
96,6_A,1o,34.01,0.54,65.45
97,J_A,1o,33.99,0.52,65.49
98,7_K,1o,33.99,0.75,65.26
99,7_K,1o,33.99,0.75,65.26
100,7_Q,1o,33.99,1.02,64.99
101,7_Q,1o,33.99,1.02,64.99
102,J_A,1o,33.99,0.52,65.49
103,6_K,1o,33.91,0.76,65.33
104,8_J,2odifferent,33.9,1.37,64.74
105,T_A,1o,33.9,0.51,65.58
106,6_K,1o,33.9,0.76,65.34
107,T_A,1o,33.9,0.51,65.59
108,6_T,2odifferent,33.88,2.02,64.1
109,9_Q,2odifferent,33.86,0.96,65.17
110,8_Q,1o,33.83,1.01,65.16
111,8_Q,1o,33.83,1.01,65.16
112,6_J,1o,33.82,1.43,64.75
113,6_Q,1o,33.82,1.02,65.16
114,6_J,1o,33.82,1.43,64.75
115,6_Q,1o,33.82,1.02,65.17
116,7_A,1o,33.82,0.53,65.66
117,7_A,1o,33.82,0.53,65.65
118,3_5,2odifferent,33.82,21.36,44.82
119,9_K,1o,33.8,0.75,65.45
120,9_K,1o,33.8,0.75,65.45
121,Q_K,1o,33.78,0.76,65.47
122,Q_K,1o,33.78,0.76,65.47
123,J_Q,2odifferent,33.76,0.95,65.3
124,8_K,2osame,33.76,0.82,65.42
125,8_K,2osame,33.76,0.82,65.42
126,J_K,1o,33.69,0.74,65.56
127,J_K,1o,33.69,0.74,65.56
128,T_Q,2odifferent,33.67,0.93,65.39
129,5_K,1o,33.66,0.81,65.52
130,5_K,1o,33.65,0.81,65.54
131,T_K,1o,33.61,0.73,65.66
132,T_K,1o,33.61,0.73,65.66
133,K_A,2osame,33.59,0.62,65.79
134,K_A,2osame,33.59,0.62,65.79
135,5_Q,1o,33.58,1.07,65.35
136,5_Q,1o,33.57,1.07,65.37
137,7_T,2odifferent,33.56,2.01,64.43
138,5_9,2odifferent,33.51,3.23,63.25
139,Q_A,2osame,33.51,0.6,65.89
140,Q_A,2osame,33.51,0.6,65.89
141,7_J,1o,33.5,1.42,65.08
142,8_A,2osame,33.5,0.58,65.92
143,8_A,2osame,33.5,0.58,65.92
144,5_J,1o,33.49,1.47,65.04
