,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_3,2odifferent,42.17,34.98,22.85
1,2_4,2odifferent,42.04,35.01,22.95
2,2_3,2osame,41.95,35.95,22.1
3,2_4,2osame,41.82,35.97,22.2
4,2_3,1o,41.74,35.47,22.8
5,2_4,1o,41.61,35.49,22.9
6,2_3,2s,39.68,33.09,27.22
7,2_4,2s,39.58,33.12,27.3
8,3_4,2odifferent,38.54,21.36,40.1
9,3_4,2osame,38.27,21.83,39.9
10,3_4,2osame,38.27,21.84,39.88
11,3_K,2odifferent,38.17,0.8,61.03
12,3_Q,2odifferent,38.09,1.05,60.86
13,3_4,1o,38.08,21.58,40.33
14,3_4,1o,38.08,21.58,40.33
15,3_J,2odifferent,38.01,1.45,60.54
16,3_K,2osame,37.89,0.89,61.22
17,4_K,2odifferent,37.82,0.77,61.4
18,3_Q,2osame,37.81,1.15,61.05
19,4_Q,2odifferent,37.74,1.03,61.23
20,3_8,2odifferent,37.73,5.13,57.14
21,3_J,2osame,37.72,1.54,60.74
22,3_K,1o,37.72,0.84,61.45
23,3_K,1o,37.7,0.83,61.46
24,4_J,2odifferent,37.65,1.43,60.92
25,3_9,2odifferent,37.65,3.25,59.1
26,3_Q,1o,37.63,1.09,61.28
27,3_Q,1o,37.62,1.09,61.29
28,4_9,2odifferent,37.6,3.23,59.17
29,3_T,2odifferent,37.57,2.09,60.34
30,3_J,1o,37.54,1.49,60.97
31,3_J,1o,37.53,1.49,60.98
32,4_K,2osame,37.53,0.88,61.59
33,4_Q,2osame,37.44,1.13,61.42
34,3_8,2osame,37.44,5.27,57.3
35,3_9,2osame,37.36,3.36,59.29
36,4_K,1o,37.36,0.81,61.83
37,4_J,2osame,37.36,1.53,61.11
38,4_K,1o,37.34,0.81,61.85
39,4_9,2osame,37.3,3.35,59.34
40,3_T,2osame,37.27,2.19,60.54
41,4_Q,1o,37.27,1.07,61.66
42,4_Q,1o,37.26,1.07,61.67
43,3_8,1o,37.26,5.19,57.55
44,3_8,1o,37.25,5.19,57.56
45,4_T,2odifferent,37.22,2.07,60.72
46,3_K,2osame,37.21,0.91,61.88
47,4_J,1o,37.19,1.47,61.35
48,3_9,1o,37.19,3.29,59.52
49,4_J,1o,37.17,1.47,61.36
50,3_9,1o,37.17,3.29,59.54
51,4_9,1o,37.13,3.28,59.59
52,3_Q,2osame,37.13,1.17,61.71
53,4_9,1o,37.12,3.28,59.6
54,3_T,1o,37.1,2.13,60.77
55,3_T,1o,37.09,2.13,60.78
56,3_J,2osame,37.04,1.56,61.4
57,3_A,2odifferent,37.04,0.57,62.39
58,4_T,2osame,36.91,2.18,60.92
59,4_K,2osame,36.85,0.89,62.27
60,4_Q,2osame,36.76,1.14,62.1
61,3_8,2osame,36.75,5.29,57.96
62,4_T,1o,36.74,2.11,61.15
63,4_T,1o,36.73,2.11,61.16
64,3_A,2osame,36.72,0.66,62.62
65,4_A,2odifferent,36.69,0.55,62.77
66,3_4,1s,36.69,20.11,43.2
67,4_J,2osame,36.67,1.54,61.78
68,3_9,2osame,36.67,3.38,59.95
69,4_9,2osame,36.62,3.36,60.02
70,3_T,2osame,36.58,2.21,61.21
