,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_4,2osame,75.2,2.56,22.24
1,4_K,2osame,74.85,2.64,22.51
2,2_4,1o,74.58,2.47,22.95
3,4_Q,2osame,74.46,2.63,22.91
4,4_K,2odifferent,74.26,2.46,23.29
5,4_K,1o,74.23,2.55,23.22
6,4_9,2osame,74.21,2.17,23.63
7,4_J,2osame,74.07,2.62,23.31
8,2_4,2odifferent,73.92,2.41,23.68
9,4_Q,2odifferent,73.87,2.44,23.68
10,4_Q,1o,73.84,2.54,23.62
11,4_T,2osame,73.69,2.61,23.7
12,4_9,2odifferent,73.63,1.99,24.37
13,4_9,1o,73.6,2.08,24.32
14,3_4,2osame,73.51,2.44,24.05
15,4_J,2odifferent,73.5,2.43,24.07
16,4_J,1o,73.46,2.53,24.01
17,4_T,2odifferent,73.13,2.42,24.45
18,4_T,1o,73.09,2.51,24.4
19,3_4,1o,72.91,2.35,24.74
20,4_8,2osame,72.65,2.05,25.29
21,3_4,2odifferent,72.27,2.27,25.46
22,4_8,2odifferent,72.13,1.88,25.99
23,4_8,1o,72.07,1.97,25.96
24,4_7,2osame,71.5,1.95,26.54
25,4_7,2odifferent,71.01,1.78,27.21
26,4_7,1o,70.93,1.87,27.2
27,4_5,2osame,70.09,2.28,27.63
28,4_6,2osame,69.94,1.97,28.09
29,4_K,2s,69.86,2.37,27.77
30,4_5,2odifferent,69.65,2.1,28.25
31,2_4,2s,69.65,2.33,28.02
32,4_5,1o,69.54,2.19,28.27
33,4_Q,2s,69.51,2.36,28.13
34,4_6,2odifferent,69.49,1.8,28.71
35,4_6,1o,69.39,1.89,28.73
36,4_9,2s,69.27,1.95,28.78
37,4_J,2s,69.16,2.35,28.49
38,4_T,2s,68.82,2.34,28.84
39,3_4,2s,68.11,2.23,29.66
40,4_8,2s,67.87,1.86,30.27
41,2_3,2osame,67.7,0.68,31.62
42,2_3,2osame,67.7,0.68,31.62
43,2_3,1o,67.17,0.65,32.18
44,2_3,1o,67.17,0.63,32.2
45,4_7,2s,66.83,1.78,31.39
46,2_3,2odifferent,66.64,0.59,32.77
47,2_K,2osame,65.88,0.63,33.49
48,3_K,2osame,65.76,0.62,33.62
49,4_5,2s,65.62,2.1,32.28
50,2_7,2osame,65.56,0.61,33.83
51,2_Q,2osame,65.53,0.62,33.85
52,3_Q,2osame,65.41,0.61,33.98
53,4_6,2s,65.4,1.82,32.78
54,2_K,1o,65.39,0.55,34.06
55,3_K,1o,65.28,0.54,34.19
56,2_K,2osame,65.22,0.62,34.16
57,2_J,2osame,65.19,0.6,34.21
58,3_8,2osame,65.1,0.59,34.31
59,3_K,2osame,65.1,0.61,34.3
60,2_7,1o,65.09,0.53,34.38
61,3_J,2osame,65.07,0.59,34.34
62,2_Q,1o,65.05,0.54,34.41
63,3_Q,1o,64.93,0.52,34.54
64,2_9,2osame,64.91,0.6,34.48
65,2_K,2odifferent,64.9,0.51,34.58
66,2_8,2osame,64.9,0.59,34.5
67,2_7,2osame,64.9,0.59,34.5
68,2_Q,2osame,64.87,0.6,34.53
69,2_T,2osame,64.85,0.59,34.56
70,3_9,2osame,64.79,0.59,34.62
71,3_K,2odifferent,64.78,0.48,34.73
72,3_Q,2osame,64.75,0.59,34.66
73,2_K,1o,64.73,0.58,34.69
74,3_T,2osame,64.73,0.58,34.69
75,2_J,1o,64.71,0.52,34.76
76,2_6,2osame,64.65,0.62,34.72
77,3_8,1o,64.63,0.51,34.86
78,3_K,1o,64.61,0.55,34.84
79,2_7,2odifferent,64.6,0.49,34.91
80,3_J,1o,64.59,0.51,34.9
81,2_Q,2odifferent,64.56,0.5,34.94
82,2_J,2osame,64.53,0.59,34.88
83,2_9,1o,64.45,0.52,35.03
84,2_8,1o,64.44,0.51,35.05
85,3_Q,2odifferent,64.44,0.47,35.09
86,3_8,2osame,64.44,0.58,34.99
87,2_7,1o,64.42,0.56,35.02
88,3_J,2osame,64.4,0.58,35.02
89,2_Q,1o,64.39,0.57,35.05
90,2_T,1o,64.38,0.51,35.11
91,3_9,1o,64.33,0.51,35.16
92,3_Q,1o,64.27,0.54,35.2
93,3_7,2osame,64.26,0.6,35.14
94,3_T,1o,64.26,0.5,35.24
95,2_9,2osame,64.25,0.59,35.16
96,2_8,2osame,64.25,0.58,35.18
97,2_J,2odifferent,64.23,0.49,35.28
98,2_6,1o,64.2,0.54,35.26
99,2_T,2osame,64.19,0.58,35.23
100,3_8,2odifferent,64.14,0.46,35.4
101,3_9,2osame,64.13,0.58,35.29
102,3_J,2odifferent,64.11,0.46,35.43
103,3_T,2osame,64.07,0.57,35.37
104,2_J,1o,64.05,0.55,35.4
105,2_6,2osame,63.99,0.61,35.4
106,2_9,2odifferent,63.97,0.49,35.55
107,2_8,2odifferent,63.96,0.48,35.56
108,3_8,1o,63.96,0.52,35.52
109,3_J,1o,63.93,0.52,35.55
110,2_3,1s,63.92,0.65,35.43
111,2_T,2odifferent,63.9,0.47,35.62
112,3_9,2odifferent,63.85,0.46,35.7
113,3_7,1o,63.81,0.52,35.67
114,2_9,1o,63.78,0.55,35.67
115,3_T,2odifferent,63.78,0.44,35.77
116,2_8,1o,63.77,0.54,35.69
117,2_T,1o,63.72,0.54,35.74
118,2_6,2odifferent,63.72,0.51,35.77
119,2_5,2osame,63.67,0.66,35.68
