,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_6,2osame,72.48,5.46,22.06
1,6_J,2osame,72.34,4.86,22.8
2,2_6,1o,71.91,5.32,22.77
3,6_J,2odifferent,71.82,4.6,23.58
4,6_J,1o,71.75,4.73,23.52
5,2_6,2odifferent,71.27,5.23,23.51
6,3_6,2osame,70.79,5.32,23.88
7,6_T,2osame,70.77,4.75,24.48
8,6_T,2odifferent,70.3,4.49,25.21
9,3_6,1o,70.24,5.19,24.58
10,6_T,1o,70.21,4.62,25.17
11,3_6,2odifferent,69.62,5.08,25.3
12,6_9,2osame,69.25,4.64,26.11
13,4_6,2osame,69.11,5.19,25.7
14,6_9,2odifferent,68.82,4.39,26.79
15,6_9,1o,68.71,4.51,26.78
16,4_6,1o,68.58,5.05,26.37
17,4_6,2odifferent,67.98,4.93,27.09
18,6_8,2osame,67.79,4.54,27.68
19,6_J,2s,67.52,4.47,28.0
20,5_6,2osame,67.43,5.06,27.52
21,6_8,2odifferent,67.4,4.29,28.31
22,6_8,1o,67.26,4.41,28.32
23,2_6,2s,67.02,5.04,27.94
24,5_6,1o,66.92,4.92,28.16
25,6_7,2osame,66.68,4.44,28.89
26,5_6,2odifferent,66.35,4.79,28.86
27,6_7,2odifferent,66.33,4.18,29.49
28,6_7,1o,66.17,4.31,29.52
29,6_T,2s,66.11,4.38,29.5
30,2_3,2osame,65.89,1.09,33.02
31,2_3,2osame,65.89,1.09,33.02
32,2_4,2osame,65.67,1.08,33.25
33,2_4,2osame,65.67,1.08,33.25
34,2_5,2osame,65.52,1.07,33.41
35,2_5,2osame,65.51,1.07,33.42
36,3_6,2s,65.48,4.93,29.59
37,2_3,1o,65.38,1.06,33.56
38,2_3,1o,65.38,1.04,33.58
39,2_4,1o,65.17,1.02,33.82
40,2_4,1o,65.17,1.05,33.79
41,2_5,1o,65.01,1.0,33.99
42,2_5,1o,65.01,1.03,33.95
43,2_7,2osame,64.91,1.04,34.05
44,2_3,2odifferent,64.86,1.0,34.13
45,6_9,2s,64.72,4.3,30.98
46,2_4,2odifferent,64.65,0.98,34.37
47,2_5,2odifferent,64.5,0.96,34.54
48,2_7,1o,64.44,0.96,34.6
49,3_8,2osame,64.39,1.03,34.58
50,2_7,2osame,64.23,1.04,34.73
51,2_8,2osame,64.22,1.03,34.75
52,4_9,2osame,64.19,1.02,34.8
53,3_4,2osame,64.17,1.07,34.76
54,3_4,2osame,64.17,1.07,34.76
55,2_9,2osame,64.14,1.03,34.83
56,2_J,2osame,64.14,1.04,34.82
57,2_T,2osame,64.12,1.03,34.85
58,3_5,2osame,64.02,1.06,34.92
59,5_T,2osame,64.01,1.0,34.98
60,3_5,2osame,64.01,1.06,34.93
61,3_J,2osame,63.96,1.03,35.02
62,2_7,2odifferent,63.95,0.93,35.12
63,4_6,2s,63.95,4.82,31.23
64,3_9,2osame,63.95,1.02,35.03
65,3_T,2osame,63.93,1.02,35.05
66,3_8,1o,63.92,0.95,35.13
67,4_J,2osame,63.84,1.02,35.15
68,4_T,2osame,63.81,1.01,35.18
69,2_7,1o,63.75,1.0,35.24
70,2_8,1o,63.75,0.95,35.29
71,5_J,2osame,63.72,1.0,35.27
72,4_9,1o,63.72,0.94,35.34
73,3_8,2osame,63.71,1.03,35.26
74,3_4,1o,63.69,1.01,35.3
75,3_4,1o,63.69,1.02,35.29
76,2_9,1o,63.67,0.95,35.38
77,2_J,1o,63.67,0.96,35.37
78,2_T,1o,63.65,0.95,35.4
79,3_7,2osame,63.6,1.03,35.36
80,2_8,2osame,63.54,1.03,35.43
81,5_T,1o,63.54,0.93,35.53
82,3_5,1o,63.54,0.99,35.47
83,3_5,1o,63.54,1.01,35.45
84,4_9,2osame,63.51,1.02,35.48
85,3_9,1o,63.49,0.94,35.57
86,3_J,1o,63.49,0.95,35.56
87,3_T,1o,63.47,0.94,35.59
88,2_J,2osame,63.47,1.04,35.5
89,2_9,2osame,63.46,1.03,35.51
90,2_T,2osame,63.44,1.03,35.53
91,3_8,2odifferent,63.44,0.9,35.66
92,6_8,2s,63.39,4.22,32.39
93,4_J,1o,63.37,0.94,35.69
94,4_T,1o,63.35,0.93,35.72
95,5_T,2osame,63.33,1.0,35.67
96,2_8,2odifferent,63.28,0.92,35.8
97,3_J,2osame,63.28,1.03,35.7
98,3_9,2osame,63.27,1.02,35.71
99,3_T,2osame,63.26,1.02,35.73
100,5_J,1o,63.26,0.92,35.82
101,4_9,2odifferent,63.25,0.87,35.88
102,3_8,1o,63.24,0.97,35.79
103,3_4,2odifferent,63.2,0.95,35.85
104,2_J,2odifferent,63.2,0.92,35.88
105,2_9,2odifferent,63.2,0.92,35.88
106,2_T,2odifferent,63.18,0.92,35.9
107,3_7,1o,63.15,0.95,35.9
108,4_J,2osame,63.15,1.01,35.83
109,4_T,2osame,63.13,1.0,35.86
110,4_8,2osame,63.09,1.02,35.89
111,2_8,1o,63.07,0.99,35.93
112,5_T,2odifferent,63.07,0.85,36.07
113,3_5,2odifferent,63.05,0.93,36.01
114,4_9,1o,63.04,0.95,36.01
115,5_J,2osame,63.04,1.0,35.96
116,3_9,2odifferent,63.02,0.89,36.09
117,3_J,2odifferent,63.02,0.9,36.09
118,2_J,1o,63.0,1.0,36.0
119,3_T,2odifferent,63.0,0.89,36.11
120,2_9,1o,62.99,0.99,36.01
121,2_T,1o,62.98,0.99,36.03
122,3_7,2osame,62.92,1.03,36.05
123,4_J,2odifferent,62.9,0.87,36.23
124,5_9,2osame,62.89,1.01,36.1
125,4_T,2odifferent,62.88,0.86,36.26
126,5_T,1o,62.87,0.93,36.2
127,3_9,1o,62.81,0.96,36.23
128,3_J,1o,62.81,0.97,36.21
129,5_J,2odifferent,62.79,0.85,36.36
130,3_T,1o,62.79,0.96,36.24
131,4_J,1o,62.69,0.95,36.36
132,3_7,2odifferent,62.68,0.9,36.41
133,4_T,1o,62.67,0.94,36.39
134,4_8,1o,62.64,0.94,36.42
135,5_J,1o,62.58,0.93,36.49
136,4_5,2osame,62.52,1.05,36.43
137,4_5,2osame,62.52,1.05,36.43
138,3_7,1o,62.47,0.98,36.56
139,5_9,1o,62.45,0.93,36.63
140,5_6,2s,62.43,4.71,32.86
141,4_8,2osame,62.4,1.02,36.58
142,6_7,2s,62.37,4.14,33.49
143,4_7,2osame,62.3,1.03,36.68
144,2_3,1s,62.23,1.04,36.73
145,5_9,2osame,62.21,1.01,36.79
146,4_8,2odifferent,62.18,0.88,36.94
147,4_5,1o,62.07,0.99,36.94
148,4_5,1o,62.07,0.98,36.95
149,2_4,1s,62.02,1.03,36.95
150,5_9,2odifferent,61.99,0.86,37.15
151,4_8,1o,61.96,0.95,37.09
152,2_5,1s,61.87,1.02,37.11
153,4_7,1o,61.87,0.95,37.19
154,5_8,2osame,61.79,1.01,37.2
155,5_9,1o,61.76,0.93,37.3
156,4_5,2odifferent,61.61,0.91,37.48
157,4_7,2osame,61.61,1.02,37.37
158,4_7,2odifferent,61.42,0.88,37.7
159,5_8,1o,61.37,0.93,37.7
160,4_7,1o,61.18,0.96,37.86
161,5_8,2osame,61.1,1.01,37.89
162,5_7,2osame,61.0,1.02,37.98
163,5_8,2odifferent,60.93,0.86,38.21
164,2_3,2s,60.84,0.98,38.19
165,2_7,1s,60.71,0.99,38.3
166,5_8,1o,60.68,0.94,38.38
167,2_4,2s,60.65,0.96,38.39
168,5_7,1o,60.59,0.94,38.47
169,3_4,1s,60.57,1.02,38.4
170,2_5,2s,60.52,0.94,38.54
171,3_5,1s,60.43,1.01,38.56
172,5_7,2osame,60.31,1.01,38.67
173,3_8,1s,60.24,0.98,38.78
174,5_7,2odifferent,60.17,0.87,38.97
175,2_8,1s,60.07,0.98,38.94
176,4_9,1s,60.06,0.97,38.97
177,2_J,1s,60.04,0.99,38.97
178,2_T,1s,60.02,0.98,39.0
179,2_9,1s,60.01,0.98,39.0
180,5_T,1s,59.9,0.96,39.13
181,5_7,1o,59.9,0.94,39.15
182,2_7,2s,59.88,0.91,39.21
183,3_J,1s,59.86,0.98,39.16
184,3_9,1s,59.84,0.97,39.19
185,3_T,1s,59.84,0.97,39.19
186,4_J,1s,59.74,0.97,39.29
187,4_T,1s,59.72,0.96,39.32
188,5_J,1s,59.62,0.96,39.41
189,3_7,1s,59.45,0.98,39.57
190,3_8,2s,59.41,0.9,39.69
191,3_4,2s,59.3,0.95,39.75
192,2_8,2s,59.25,0.9,39.84
193,4_9,2s,59.24,0.89,39.87
194,2_9,2s,59.18,0.9,39.92
195,3_5,2s,59.17,0.93,39.89
196,2_J,2s,59.16,0.91,39.93
197,2_T,2s,59.16,0.9,39.94
198,5_T,2s,59.09,0.88,40.03
199,3_9,2s,59.02,0.89,40.09
200,3_J,2s,59.0,0.9,40.1
201,3_T,2s,59.0,0.89,40.11
202,4_5,1s,58.99,1.0,40.01
203,4_8,1s,58.98,0.97,40.04
204,4_J,2s,58.91,0.89,40.2
205,4_T,2s,58.9,0.88,40.21
206,5_9,1s,58.81,0.96,40.22
207,5_J,2s,58.81,0.88,40.3
208,3_7,2s,58.7,0.9,40.39
209,4_8,2s,58.25,0.89,40.86
210,4_7,1s,58.2,0.98,40.83
211,5_9,2s,58.08,0.88,41.04
212,4_5,2s,57.83,0.93,41.24
213,7_T,2osame,57.76,0.96,41.28
214,7_T,2osame,57.76,0.96,41.28
215,5_8,1s,57.74,0.97,41.29
216,7_T,2odifferent,57.7,0.81,41.49
217,4_7,2s,57.54,0.9,41.57
218,7_T,1o,57.4,0.88,41.72
219,7_T,1o,57.39,0.88,41.73
220,5_8,2s,57.09,0.89,42.03
221,5_7,1s,56.95,0.97,42.08
222,7_9,2osame,56.88,0.96,42.15
223,7_9,2osame,56.88,0.96,42.15
224,7_9,2odifferent,56.85,0.81,42.33
225,7_9,1o,56.54,0.89,42.58
226,7_9,1o,56.53,0.89,42.58
227,5_7,2s,56.38,0.89,42.74
228,7_8,2osame,56.28,0.97,42.76
229,7_8,2osame,56.27,0.97,42.76
230,7_8,2odifferent,56.27,0.81,42.91
231,7_8,1o,55.94,0.89,43.17
232,7_8,1o,55.94,0.89,43.17
233,8_9,2odifferent,55.44,0.81,43.75
234,8_9,2osame,55.42,0.97,43.61
235,8_9,2osame,55.42,0.97,43.61
236,8_9,1o,55.09,0.89,44.02
237,8_9,1o,55.09,0.89,44.02
238,7_T,1s,54.53,0.92,44.54
239,7_T,2s,53.97,0.84,45.18
240,7_J,2osame,53.96,5.54,40.5
241,7_J,2osame,53.96,5.54,40.5
242,7_J,2odifferent,53.95,5.32,40.73
243,7_9,1s,53.68,0.92,45.4
244,7_J,1o,53.62,5.43,40.95
245,7_J,1o,53.62,5.43,40.96
246,7_9,2s,53.19,0.85,45.97
247,7_8,1s,53.07,0.92,46.0
248,7_8,2s,52.65,0.85,46.5
249,8_9,1s,52.33,0.92,46.75
250,8_T,2odifferent,51.91,5.18,42.91
251,8_T,2osame,51.86,5.4,42.74
252,8_9,2s,51.86,0.85,47.3
253,8_T,2osame,51.86,5.4,42.74
254,8_T,1o,51.55,5.29,43.17
255,8_T,1o,51.55,5.29,43.16
256,7_J,1s,51.06,5.14,43.8
257,8_J,2odifferent,50.6,2.83,46.56
258,8_J,2osame,50.54,3.02,46.44
259,8_J,2osame,50.54,3.02,46.44
260,7_J,2s,50.46,5.03,44.51
261,8_J,1o,50.24,2.92,46.84
262,8_J,1o,50.23,2.92,46.84
263,8_T,1s,49.09,5.01,45.89
264,8_T,2s,48.59,4.9,46.51
265,9_T,2odifferent,48.53,2.78,48.69
266,9_T,2osame,48.4,2.97,48.63
267,9_T,2osame,48.4,2.97,48.63
268,9_T,1o,48.13,2.87,49.0
269,9_T,1o,48.12,2.87,49.0
270,8_J,1s,47.9,2.82,49.28
271,9_J,2odifferent,47.46,2.64,49.9
272,2_2,2osame,47.38,1.23,51.38
273,8_J,2s,47.34,2.72,49.94
274,9_J,2osame,47.33,2.82,49.85
275,9_J,2osame,47.33,2.82,49.85
276,9_J,1o,47.06,2.73,50.21
277,9_J,1o,47.05,2.73,50.22
278,2_2,1o,47.0,1.2,51.8
279,2_2,2odifferent,46.62,1.16,52.22
280,3_3,2osame,46.39,1.06,52.55
281,3_3,1o,46.02,1.01,52.97
282,9_T,1s,45.9,2.77,51.33
283,3_3,2odifferent,45.64,0.95,53.4
284,4_4,2osame,45.44,0.91,53.65
285,9_T,2s,45.43,2.68,51.9
286,4_4,1o,45.08,0.84,54.08
287,9_J,1s,44.93,2.64,52.43
288,4_4,2odifferent,44.71,0.78,54.51
289,5_5,2osame,44.55,0.78,54.68
290,9_J,2s,44.4,2.54,53.05
291,5_5,1o,44.19,0.7,55.1
292,T_J,2odifferent,44.02,2.44,53.54
293,5_5,2odifferent,43.83,0.63,55.54
294,T_J,2osame,43.8,2.62,53.58
295,T_J,2osame,43.8,2.62,53.58
296,T_J,1o,43.57,2.53,53.9
297,T_J,1o,43.57,2.53,53.9
298,2_K,1o,41.97,2.2,55.84
299,2_Q,1o,41.88,36.52,21.6
300,3_Q,1o,41.77,36.39,21.84
301,2_K,2odifferent,41.73,2.15,56.12
302,T_J,1s,41.68,2.45,55.87
303,4_Q,1o,41.68,36.31,22.01
304,2_Q,2odifferent,41.63,36.07,22.3
305,3_K,1o,41.62,2.23,56.15
306,2_K,2osame,41.53,2.29,56.19
307,3_Q,2odifferent,41.53,35.92,22.55
308,2_K,2osame,41.52,2.29,56.2
309,2_Q,2osame,41.48,36.99,21.53
310,4_Q,2odifferent,41.44,35.83,22.73
311,3_K,2odifferent,41.39,2.16,56.45
312,3_Q,2osame,41.37,36.86,21.77
313,5_Q,1o,41.34,36.48,22.17
314,2_K,1o,41.3,2.24,56.47
315,4_Q,2osame,41.27,36.79,21.95
316,2_A,1o,41.23,1.15,57.62
317,4_K,1o,41.23,2.26,56.51
318,T_J,2s,41.19,2.36,56.45
319,2_Q,1o,41.17,36.55,22.28
320,3_K,2osame,41.17,2.32,56.51
321,3_K,2osame,41.17,2.32,56.51
322,5_Q,2odifferent,41.1,35.99,22.9
323,3_Q,1o,41.06,36.4,22.53
324,4_K,2odifferent,41.01,2.18,56.81
325,2_A,2odifferent,41.01,1.11,57.88
326,4_Q,1o,40.97,36.31,22.71
327,3_K,1o,40.95,2.25,56.8
328,5_Q,2osame,40.93,36.96,22.11
329,3_A,1o,40.8,1.14,58.06
330,2_A,2osame,40.79,1.24,57.98
331,2_A,2osame,40.78,1.24,57.98
