,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_6,2osame,66.5,4.85,28.65
1,2_6,2osame,66.5,4.85,28.65
2,2_7,2osame,66.21,14.1,19.69
3,3_7,2osame,66.13,14.05,19.82
4,2_6,1o,65.93,4.79,29.27
5,2_6,1o,65.93,4.75,29.31
6,2_7,1o,65.7,13.84,20.45
7,2_3,2osame,65.65,4.81,29.54
8,2_3,2osame,65.65,4.81,29.55
9,3_7,1o,65.62,13.79,20.59
10,2_6,2odifferent,65.37,4.7,29.93
11,3_6,2osame,65.19,4.85,29.96
12,3_6,2osame,65.19,4.85,29.96
13,2_7,2odifferent,65.14,13.64,21.22
14,2_3,1o,65.1,4.73,30.17
15,2_3,1o,65.1,4.75,30.15
16,3_7,2odifferent,65.06,13.57,21.37
17,3_6,1o,64.65,4.75,30.6
18,3_6,1o,64.64,4.77,30.58
19,2_3,2odifferent,64.55,4.67,30.77
20,2_5,2osame,64.42,4.8,30.78
21,2_5,2osame,64.42,4.8,30.78
22,2_4,2osame,64.4,4.8,30.81
23,2_4,2osame,64.4,4.8,30.81
24,4_7,2osame,64.13,13.91,21.96
25,3_6,2odifferent,64.1,4.68,31.22
26,2_5,1o,63.89,4.74,31.37
27,2_5,1o,63.89,4.7,31.41
28,2_4,1o,63.87,4.71,31.42
29,2_4,1o,63.86,4.74,31.4
30,4_6,2osame,63.8,4.84,31.36
31,4_6,2osame,63.8,4.84,31.36
32,4_7,1o,63.65,13.65,22.7
33,3_4,2osame,63.4,4.8,31.81
34,3_4,2osame,63.4,4.8,31.81
35,5_7,2osame,63.37,13.79,22.83
36,2_5,2odifferent,63.35,4.65,32.0
37,2_4,2odifferent,63.33,4.65,32.02
38,4_6,1o,63.28,4.74,31.98
39,4_6,1o,63.28,4.76,31.97
40,6_7,2osame,63.26,13.81,22.93
41,3_5,2osame,63.16,4.79,32.05
42,3_5,2osame,63.15,4.79,32.05
43,4_7,2odifferent,63.12,13.42,23.46
44,2_6,1s,62.95,4.52,32.52
45,5_7,1o,62.9,13.54,23.56
46,3_4,1o,62.88,4.72,32.4
47,3_4,1o,62.88,4.71,32.41
48,6_7,1o,62.79,13.55,23.66
49,4_6,2odifferent,62.75,4.66,32.59
50,3_5,1o,62.64,4.72,32.64
51,3_5,1o,62.64,4.7,32.65
52,5_6,2osame,62.64,4.83,32.52
53,5_6,2osame,62.64,4.83,32.52
54,5_7,2odifferent,62.39,13.3,24.32
55,3_4,2odifferent,62.36,4.63,33.0
56,6_7,2odifferent,62.28,13.3,24.42
57,5_6,1o,62.14,4.74,33.11
58,5_6,1o,62.14,4.74,33.12
59,3_5,2odifferent,62.13,4.63,33.24
60,2_3,1s,62.09,4.48,33.43
61,4_5,2osame,61.76,4.79,33.45
62,4_5,2osame,61.76,4.79,33.45
63,3_6,1s,61.69,4.52,33.79
64,5_6,2odifferent,61.63,4.65,33.72
65,2_6,2s,61.46,4.42,34.12
66,4_5,1o,61.28,4.7,34.03
67,4_5,1o,61.27,4.7,34.02
68,2_7,2s,61.13,13.09,25.78
69,3_7,2s,61.05,13.04,25.91
70,2_5,1s,61.0,4.47,34.52
71,2_4,1s,60.95,4.47,34.57
72,4_5,2odifferent,60.78,4.61,34.61
73,2_3,2s,60.58,4.4,35.02
74,4_6,1s,60.37,4.52,35.12
75,3_6,2s,60.29,4.42,35.29
76,3_4,1s,59.99,4.47,35.54
77,3_5,1s,59.78,4.47,35.74
78,2_5,2s,59.56,4.38,36.06
79,2_4,2s,59.5,4.38,36.12
80,4_7,2s,59.29,12.92,27.79
81,5_6,1s,59.28,4.51,36.21
82,4_6,2s,59.04,4.41,36.55
83,5_7,2s,58.66,12.83,28.52
