,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_K,2osame,77.87,1.4,20.73
1,3_K,2osame,77.34,1.39,21.27
2,2_K,1o,77.17,1.36,21.47
3,2_K,1o,77.17,1.31,21.52
4,4_K,2osame,76.82,1.37,21.81
5,3_K,1o,76.65,1.32,22.03
6,3_K,1o,76.64,1.3,22.06
7,2_K,2odifferent,76.51,1.27,22.22
8,9_K,2osame,76.38,1.31,22.31
9,5_K,2osame,76.31,1.35,22.34
10,4_K,1o,76.14,1.3,22.57
11,4_K,1o,76.13,1.28,22.59
12,8_K,2osame,76.08,1.3,22.62
13,3_K,2odifferent,76.0,1.24,22.77
14,6_K,2osame,75.83,1.31,22.86
15,7_K,2osame,75.79,1.29,22.93
16,9_K,1o,75.69,1.23,23.08
17,9_K,1o,75.68,1.23,23.09
18,5_K,1o,75.63,1.27,23.1
19,5_K,1o,75.62,1.27,23.12
20,4_K,2odifferent,75.49,1.21,23.3
21,8_K,1o,75.4,1.21,23.39
22,8_K,1o,75.38,1.21,23.4
23,6_K,1o,75.16,1.22,23.62
24,6_K,1o,75.15,1.22,23.63
25,7_K,1o,75.11,1.2,23.69
26,7_K,1o,75.1,1.2,23.7
27,9_K,2odifferent,75.05,1.14,23.81
28,5_K,2odifferent,74.99,1.19,23.82
29,Q_K,2osame,74.92,1.25,23.82
30,8_K,2odifferent,74.76,1.13,24.11
31,J_K,2osame,74.59,1.24,24.16
32,6_K,2odifferent,74.53,1.13,24.34
33,7_K,2odifferent,74.48,1.12,24.4
34,T_K,2osame,74.27,1.23,24.51
35,Q_K,1o,74.25,1.17,24.59
36,Q_K,1o,74.24,1.16,24.6
37,J_K,1o,73.93,1.15,24.92
38,J_K,1o,73.92,1.15,24.93
39,Q_K,2odifferent,73.63,1.08,25.29
40,T_K,1o,73.61,1.14,25.25
41,T_K,1o,73.6,1.14,25.26
42,J_K,2odifferent,73.31,1.07,25.62
43,T_K,2odifferent,73.0,1.06,25.95
44,Q_A,1o,72.41,4.68,22.91
45,Q_A,2osame,72.31,4.78,22.91
46,9_A,1o,72.23,4.74,23.03
47,9_A,2osame,72.13,4.83,23.04
48,J_A,1o,72.09,4.67,23.24
49,6_A,1o,72.06,4.36,23.57
50,2_K,2s,72.02,1.24,26.73
51,J_A,2osame,71.98,4.76,23.25
52,6_A,2osame,71.96,4.45,23.59
53,2_A,1o,71.94,4.96,23.1
54,8_A,1o,71.91,4.74,23.34
55,2_A,2osame,71.84,5.05,23.11
56,8_A,2osame,71.81,4.84,23.36
57,T_A,1o,71.76,4.66,23.58
58,Q_A,2odifferent,71.72,4.59,23.69
59,T_A,2osame,71.65,4.75,23.59
60,7_A,1o,71.6,4.76,23.64
61,9_A,2odifferent,71.55,4.64,23.81
62,3_K,2s,71.54,1.23,27.23
63,7_A,2osame,71.49,4.85,23.66
64,3_A,1o,71.48,4.89,23.63
65,J_A,2odifferent,71.41,4.58,24.02
66,6_A,2odifferent,71.39,4.28,24.34
67,3_A,2osame,71.37,4.98,23.65
68,2_A,2odifferent,71.27,4.91,23.82
69,8_A,2odifferent,71.24,4.65,24.11
70,T_A,2odifferent,71.09,4.57,24.34
71,4_K,2s,71.06,1.22,27.72
72,4_A,1o,71.02,4.82,24.16
73,7_A,2odifferent,70.93,4.66,24.4
74,4_A,2osame,70.9,4.91,24.19
75,3_A,2odifferent,70.81,4.82,24.37
