,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_7,2osame,76.33,3.22,20.45
1,2_7,1o,75.7,3.11,21.19
2,2_7,2odifferent,75.02,3.04,21.95
3,3_7,2osame,74.62,3.1,22.28
4,7_Q,2osame,74.15,2.67,23.17
5,7_K,2osame,74.15,3.12,22.72
6,3_7,1o,74.01,2.99,23.0
7,7_K,2odifferent,73.59,2.9,23.51
8,7_Q,2odifferent,73.59,2.46,23.94
9,7_Q,1o,73.55,2.57,23.89
10,7_K,1o,73.55,3.01,23.44
11,3_7,2odifferent,73.35,2.9,23.74
12,4_7,2osame,72.91,2.99,24.1
13,7_J,2osame,72.58,2.56,24.86
14,4_7,1o,72.33,2.87,24.79
15,7_J,2odifferent,72.07,2.35,25.58
16,7_J,1o,72.0,2.45,25.55
17,4_7,2odifferent,71.7,2.77,25.53
18,5_7,2osame,71.22,2.87,25.92
19,7_T,2osame,71.02,2.45,26.54
20,5_7,1o,70.66,2.76,26.58
21,2_7,2s,70.62,2.89,26.49
22,7_T,2odifferent,70.55,2.24,27.21
23,7_T,1o,70.46,2.34,27.2
24,5_7,2odifferent,70.05,2.65,27.3
25,7_9,2osame,69.95,2.34,27.7
26,6_7,2osame,69.56,2.72,27.72
27,7_9,2odifferent,69.52,2.13,28.34
28,7_9,1o,69.41,2.24,28.35
29,7_K,2s,69.23,2.8,27.97
30,7_Q,2s,69.23,2.39,28.37
31,3_7,2s,69.07,2.8,28.14
32,6_7,1o,69.03,2.61,28.36
33,6_7,2odifferent,68.44,2.5,29.06
34,7_8,2osame,68.4,2.23,29.37
35,7_8,2odifferent,68.02,2.02,29.96
36,7_8,1o,67.88,2.12,30.0
37,7_J,2s,67.81,2.31,29.88
38,4_7,2s,67.52,2.7,29.78
39,2_6,2osame,67.32,0.55,32.13
40,2_6,2osame,67.31,0.55,32.14
41,2_6,1o,66.79,0.51,32.7
42,2_6,1o,66.79,0.47,32.74
43,2_3,2osame,66.69,0.61,32.71
44,2_3,2osame,66.69,0.6,32.71
45,7_T,2s,66.4,2.22,31.38
46,2_6,2odifferent,66.26,0.43,33.31
47,2_3,1o,66.17,0.57,33.26
48,2_3,1o,66.17,0.55,33.28
49,2_4,2osame,66.16,0.59,33.24
50,2_4,2osame,66.16,0.59,33.24
51,5_7,2s,65.98,2.61,31.41
52,2_5,2osame,65.95,0.58,33.47
53,2_5,2osame,65.95,0.58,33.47
54,3_6,2osame,65.79,0.54,33.68
55,3_6,2osame,65.78,0.54,33.68
56,2_3,2odifferent,65.65,0.51,33.83
57,2_4,1o,65.65,0.53,33.82
58,2_4,1o,65.65,0.56,33.79
59,2_5,1o,65.45,0.51,34.05
60,2_5,1o,65.44,0.55,34.01
61,7_9,2s,65.43,2.14,32.44
62,3_6,1o,65.29,0.48,34.23
63,3_6,1o,65.28,0.46,34.26
64,2_4,2odifferent,65.14,0.49,34.36
65,2_K,2osame,65.13,0.55,34.32
66,2_9,2osame,65.02,0.53,34.45
67,2_8,2osame,64.97,0.52,34.51
68,2_5,2odifferent,64.94,0.47,34.59
69,3_6,2odifferent,64.78,0.41,34.82
70,3_8,2osame,64.77,0.52,34.71
71,4_9,2osame,64.71,0.52,34.78
72,2_Q,2osame,64.68,0.55,34.77
73,2_J,2osame,64.65,0.54,34.81
74,2_K,1o,64.65,0.47,34.88
75,3_K,2osame,64.64,0.54,34.83
76,3_4,2osame,64.63,0.59,34.79
77,3_4,2osame,64.63,0.58,34.79
78,2_T,2osame,64.58,0.53,34.89
79,2_9,1o,64.55,0.45,35.0
80,3_9,2osame,64.53,0.52,34.95
81,2_8,1o,64.51,0.44,35.05
82,2_K,2osame,64.46,0.55,35.0
83,4_K,2osame,64.46,0.53,35.02
84,6_7,2s,64.45,2.49,33.06
85,3_5,2osame,64.42,0.57,35.01
86,3_5,2osame,64.41,0.57,35.01
87,2_9,2osame,64.35,0.53,35.12
88,5_K,2osame,64.34,0.51,35.14
89,6_K,2osame,64.31,0.47,35.23
90,3_8,1o,64.31,0.44,35.25
91,2_8,2osame,64.29,0.52,35.19
92,4_6,2osame,64.29,0.53,35.18
93,4_6,2osame,64.28,0.53,35.18
94,4_9,1o,64.24,0.44,35.32
95,2_Q,1o,64.21,0.47,35.32
96,3_Q,2osame,64.18,0.54,35.28
97,2_J,1o,64.18,0.46,35.36
