,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,3_Q,2osame,73.73,3.41,22.85
1,3_J,2osame,73.35,3.4,23.25
2,3_Q,2odifferent,73.15,3.24,23.61
3,3_8,2osame,73.15,2.95,23.9
4,3_Q,1o,73.13,3.33,23.55
5,3_T,2osame,72.97,3.39,23.64
6,3_J,2odifferent,72.78,3.23,23.99
7,2_3,2osame,72.76,3.37,23.87
8,3_J,1o,72.75,3.31,23.94
9,3_9,2osame,72.68,3.39,23.93
10,3_8,2odifferent,72.59,2.79,24.62
11,3_8,1o,72.55,2.87,24.58
12,3_T,2odifferent,72.41,3.21,24.37
13,3_T,1o,72.37,3.3,24.33
14,2_3,1o,72.17,3.28,24.55
15,3_9,2odifferent,72.14,3.21,24.65
16,3_9,1o,72.09,3.3,24.61
17,3_7,2osame,71.6,2.84,25.56
18,2_3,2odifferent,71.53,3.21,25.25
19,3_7,2odifferent,71.09,2.68,26.24
20,3_7,1o,71.03,2.76,26.22
21,3_6,2osame,70.46,2.74,26.81
22,3_6,2odifferent,69.98,2.58,27.44
23,3_6,1o,69.9,2.66,27.45
24,3_4,2osame,69.34,3.13,27.53
25,3_4,2odifferent,68.9,2.96,28.15
26,3_5,2osame,68.89,3.11,28.0
27,3_4,1o,68.8,3.04,28.16
28,3_Q,2s,68.79,3.14,28.07
29,3_5,2odifferent,68.47,2.93,28.6
30,3_J,2s,68.44,3.13,28.43
31,3_5,1o,68.36,3.02,28.62
32,3_8,2s,68.24,2.72,29.04
33,3_T,2s,68.1,3.12,28.78
34,3_9,2s,67.83,3.12,29.05
35,2_3,2s,67.31,3.13,29.56
36,3_7,2s,66.84,2.64,30.52
37,3_6,2s,65.81,2.56,31.63
38,3_4,2s,64.81,2.92,32.27
39,2_Q,2osame,64.49,0.88,34.64
40,3_5,2s,64.41,2.9,32.69
41,2_J,2osame,64.14,0.87,34.99
42,2_Q,1o,64.01,0.8,35.19
43,2_7,2osame,63.93,0.86,35.21
44,2_Q,2osame,63.83,0.85,35.32
45,2_T,2osame,63.8,0.85,35.35
46,2_J,1o,63.68,0.79,35.54
47,2_8,2osame,63.62,0.86,35.52
48,2_9,2osame,63.6,0.85,35.55
49,2_Q,2odifferent,63.54,0.76,35.7
50,2_J,2osame,63.48,0.84,35.67
51,2_7,1o,63.47,0.78,35.74
52,2_Q,1o,63.36,0.82,35.82
53,2_T,1o,63.34,0.77,35.88
54,2_7,2osame,63.28,0.84,35.89
55,2_J,2odifferent,63.21,0.75,36.04
56,2_8,1o,63.17,0.78,36.05
57,2_T,2osame,63.15,0.83,36.02
58,2_9,1o,63.15,0.77,36.08
59,2_6,2osame,63.1,0.87,36.03
60,2_J,1o,63.02,0.8,36.17
61,2_7,2odifferent,63.01,0.75,36.25
62,2_8,2osame,62.96,0.84,36.2
63,2_9,2osame,62.95,0.82,36.22
64,2_T,2odifferent,62.88,0.74,36.38
65,2_7,1o,62.82,0.8,36.38
66,2_8,2odifferent,62.7,0.75,36.55
67,2_9,2odifferent,62.69,0.73,36.58
68,2_T,1o,62.69,0.79,36.52
69,2_6,1o,62.66,0.79,36.55
70,2_8,1o,62.51,0.8,36.69
71,2_9,1o,62.5,0.79,36.71
72,2_6,2osame,62.44,0.85,36.71
73,2_4,2osame,62.28,0.92,36.8
74,2_6,2odifferent,62.21,0.76,37.04
75,2_6,1o,62.0,0.81,37.19
76,2_5,2osame,61.88,0.91,37.21
77,2_4,1o,61.86,0.86,37.29
78,2_4,2osame,61.62,0.91,37.47
79,2_5,1o,61.46,0.83,37.7
80,2_4,2odifferent,61.42,0.82,37.76
81,2_5,2osame,61.22,0.89,37.89
82,2_4,1o,61.19,0.87,37.94
83,2_5,2odifferent,61.03,0.8,38.17
84,2_5,1o,60.8,0.85,38.35
85,2_Q,1s,60.35,0.82,38.84
86,2_J,1s,60.03,0.81,39.16
87,2_7,1s,59.83,0.8,39.37
88,2_T,1s,59.73,0.8,39.48
89,4_Q,2osame,59.71,0.83,39.46
90,4_Q,2osame,59.71,0.84,39.45
91,4_Q,2odifferent,59.59,0.71,39.7
92,2_9,1s,59.53,0.79,39.67
93,2_8,1s,59.53,0.8,39.67
94,2_Q,2s,59.47,0.76,39.78
95,4_J,2osame,59.37,0.81,39.82
96,4_J,2osame,59.37,0.83,39.81
97,4_Q,1o,59.33,0.76,39.91
98,4_Q,1o,59.32,0.76,39.92
99,4_J,2odifferent,59.26,0.69,40.05
100,4_9,2osame,59.18,0.83,40.0
101,4_9,2osame,59.18,0.81,40.0
102,2_J,2s,59.16,0.75,40.09
103,4_9,2odifferent,59.08,0.69,40.23
104,4_T,2osame,59.03,0.81,40.16
105,4_T,2osame,59.03,0.8,40.17
106,2_6,1s,59.02,0.81,40.17
107,4_J,1o,58.99,0.75,40.26
108,5_T,2osame,58.98,0.81,40.21
109,5_T,2osame,58.98,0.8,40.21
110,4_J,1o,58.98,0.75,40.27
111,5_J,2osame,58.97,0.8,40.22
112,5_J,2osame,58.97,0.8,40.23
113,2_7,2s,58.96,0.75,40.29
114,4_T,2odifferent,58.93,0.68,40.39
115,5_T,2odifferent,58.88,0.67,40.44
116,5_J,2odifferent,58.87,0.67,40.46
