,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,5_Q,2osame,72.95,4.29,22.76
1,5_T,2osame,72.57,3.83,23.6
2,5_J,2osame,72.56,4.27,23.16
3,5_Q,2odifferent,72.41,4.05,23.54
4,5_Q,1o,72.36,4.17,23.48
5,5_T,2odifferent,72.05,3.6,24.35
6,5_J,2odifferent,72.04,4.03,23.93
7,5_T,1o,71.99,3.71,24.3
8,2_5,2osame,71.99,4.22,23.79
9,5_J,1o,71.98,4.15,23.87
10,2_5,1o,71.42,4.1,24.48
11,5_9,2osame,71.11,3.72,25.17
12,2_5,2odifferent,70.79,4.02,25.19
13,5_9,2odifferent,70.63,3.5,25.88
14,5_9,1o,70.54,3.61,25.85
15,3_5,2osame,70.29,4.1,25.62
16,5_8,2osame,69.99,3.62,26.39
17,3_5,1o,69.74,3.98,26.28
18,5_8,2odifferent,69.55,3.39,27.06
19,5_8,1o,69.44,3.51,27.05
20,3_5,2odifferent,69.14,3.88,26.99
21,4_5,2osame,68.59,3.97,27.44
22,5_7,2osame,68.45,3.51,28.05
23,5_Q,2s,68.1,3.91,27.99
24,4_5,1o,68.07,3.85,28.08
25,5_7,2odifferent,68.05,3.28,28.67
26,5_7,1o,67.92,3.39,28.69
27,5_T,2s,67.77,3.49,28.74
28,5_J,2s,67.76,3.9,28.35
29,4_5,2odifferent,67.49,3.74,28.77
30,5_6,2osame,67.3,3.41,29.29
31,5_6,2odifferent,66.94,3.19,29.88
32,5_6,1o,66.79,3.3,29.92
33,2_5,2s,66.63,3.88,29.49
34,5_9,2s,66.43,3.41,30.16
35,2_3,2osame,66.2,0.89,32.91
36,2_3,2osame,66.19,0.89,32.92
37,2_4,2osame,66.04,0.88,33.09
38,2_4,2osame,66.03,0.88,33.09
39,2_3,1o,65.69,0.85,33.45
40,2_3,1o,65.69,0.83,33.47
41,2_4,1o,65.54,0.81,33.65
42,2_4,1o,65.54,0.84,33.62
43,5_8,2s,65.41,3.33,31.26
44,2_3,2odifferent,65.18,0.8,34.02
45,3_5,2s,65.08,3.78,31.14
46,2_4,2odifferent,65.02,0.77,34.2
47,2_7,2osame,64.74,0.82,34.44
48,2_Q,2osame,64.71,0.83,34.46
49,3_8,2osame,64.66,0.82,34.52
50,3_Q,2osame,64.58,0.82,34.6
51,3_4,2osame,64.53,0.87,34.6
52,3_4,2osame,64.53,0.87,34.6
53,4_Q,2osame,64.46,0.81,34.73
54,2_8,2osame,64.43,0.82,34.75
55,2_J,2osame,64.36,0.82,34.82
56,2_7,1o,64.28,0.74,34.98
57,3_J,2osame,64.24,0.8,34.96
58,2_Q,1o,64.23,0.75,35.02
59,3_8,1o,64.19,0.74,35.07
60,4_J,2osame,64.12,0.79,35.09
61,4_9,2osame,64.11,0.81,35.09
62,3_Q,1o,64.11,0.74,35.15
63,2_7,2osame,64.07,0.81,35.12
64,3_4,1o,64.06,0.81,35.12
65,3_4,1o,64.06,0.8,35.14
66,2_Q,2osame,64.04,0.82,35.14
67,2_9,2osame,64.04,0.82,35.14
68,5_7,2s,64.02,3.24,32.74
69,3_8,2osame,63.99,0.81,35.2
70,4_Q,1o,63.99,0.73,35.28
71,2_8,1o,63.97,0.74,35.29
72,2_T,2osame,63.92,0.82,35.26
73,3_9,2osame,63.91,0.81,35.28
74,3_Q,2osame,63.91,0.81,35.28
75,2_J,1o,63.9,0.74,35.37
76,2_6,2osame,63.87,0.83,35.3
77,2_7,2odifferent,63.8,0.7,35.5
78,3_T,2osame,63.8,0.81,35.4
79,4_Q,2osame,63.78,0.8,35.41
80,3_J,1o,63.77,0.72,35.5
81,2_8,2osame,63.76,0.81,35.43
82,2_Q,2odifferent,63.76,0.71,35.53
83,3_8,2odifferent,63.71,0.68,35.6
84,2_J,2osame,63.69,0.81,35.49
85,4_T,2osame,63.68,0.79,35.53
86,4_9,1o,63.65,0.73,35.63
87,4_J,1o,63.65,0.71,35.63
88,3_Q,2odifferent,63.63,0.68,35.68
89,2_7,1o,63.6,0.78,35.63
90,2_9,1o,63.58,0.74,35.68
91,3_4,2odifferent,63.57,0.75,35.68
92,3_J,2osame,63.56,0.8,35.64
93,2_Q,1o,63.56,0.79,35.65
94,4_5,2s,63.54,3.68,32.78
95,3_8,1o,63.52,0.76,35.73
96,4_Q,2odifferent,63.51,0.66,35.82
97,2_8,2odifferent,63.49,0.7,35.8
98,2_T,1o,63.47,0.74,35.8
99,3_9,1o,63.46,0.73,35.81
100,3_Q,1o,63.44,0.76,35.8
101,4_J,2osame,63.44,0.79,35.77
102,4_9,2osame,63.43,0.8,35.77
103,3_7,2osame,63.43,0.81,35.76
104,2_J,2odifferent,63.42,0.7,35.88
105,2_6,1o,63.42,0.75,35.83
106,2_9,2osame,63.37,0.81,35.81
107,4_8,2osame,63.36,0.81,35.83
108,3_T,1o,63.34,0.73,35.93
109,4_Q,1o,63.32,0.74,35.95
110,3_J,2odifferent,63.3,0.67,36.03
111,2_8,1o,63.29,0.78,35.93
112,2_T,2osame,63.25,0.81,35.93
113,3_9,2osame,63.24,0.8,35.96
114,2_J,1o,63.23,0.78,36.0
115,4_T,1o,63.22,0.71,36.06
116,2_6,2osame,63.19,0.82,35.99
117,4_J,2odifferent,63.18,0.65,36.17
118,4_9,2odifferent,63.18,0.66,36.17
119,3_T,2osame,63.12,0.8,36.08
120,2_9,2odifferent,63.12,0.7,36.18
121,3_J,1o,63.1,0.75,36.15
122,2_T,2odifferent,63.0,0.7,36.3
123,4_T,2osame,63.0,0.79,36.21
124,3_7,1o,62.99,0.73,36.28
125,3_9,2odifferent,62.99,0.67,36.34
126,5_6,2s,62.98,3.17,33.85
127,4_J,1o,62.98,0.72,36.3
128,4_9,1o,62.97,0.73,36.29
129,2_6,2odifferent,62.95,0.71,36.33
130,2_9,1o,62.91,0.78,36.31
131,4_8,1o,62.91,0.73,36.36
132,3_T,2odifferent,62.87,0.67,36.45
133,2_T,1o,62.79,0.78,36.43
134,3_9,1o,62.79,0.75,36.47
135,4_T,2odifferent,62.76,0.65,36.59
136,3_7,2osame,62.75,0.81,36.44
137,2_6,1o,62.74,0.79,36.48
138,4_8,2osame,62.68,0.8,36.52
139,3_T,1o,62.67,0.75,36.59
140,3_6,2osame,62.56,0.82,36.62
141,4_T,1o,62.55,0.72,36.73
142,3_7,2odifferent,62.53,0.68,36.8
143,4_8,2odifferent,62.45,0.66,36.89
144,2_3,1s,62.45,0.85,36.7
145,3_7,1o,62.31,0.75,36.94
146,2_4,1s,62.29,0.84,36.87
147,4_8,1o,62.23,0.74,37.03
148,4_7,2osame,62.13,0.8,37.07
149,3_6,1o,62.13,0.74,37.13
150,3_6,2osame,61.88,0.81,37.31
151,4_7,1o,61.71,0.72,37.57
152,3_6,2odifferent,61.69,0.69,37.63
153,4_7,2osame,61.45,0.8,37.76
154,3_6,1o,61.45,0.76,37.79
155,4_6,2osame,61.26,0.81,37.93
156,4_7,2odifferent,61.26,0.66,38.08
157,2_3,2s,61.14,0.79,38.08
158,4_7,1o,61.02,0.73,38.25
159,2_4,2s,61.0,0.77,38.23
160,3_4,1s,60.85,0.83,38.32
161,4_6,1o,60.85,0.73,38.42
162,4_6,2osame,60.57,0.81,38.62
163,2_7,1s,60.56,0.78,38.66
164,2_Q,1s,60.54,0.79,38.67
165,3_8,1s,60.47,0.78,38.74
166,4_6,2odifferent,60.42,0.67,38.91
167,3_Q,1s,60.42,0.78,38.8
168,4_Q,1s,60.3,0.77,38.93
169,2_8,1s,60.26,0.78,38.96
170,2_J,1s,60.23,0.78,38.99
171,4_6,1o,60.16,0.74,39.1
172,3_J,1s,60.1,0.77,39.12
173,4_J,1s,59.98,0.76,39.25
174,4_9,1s,59.97,0.77,39.26
175,2_9,1s,59.92,0.78,39.3
176,2_T,1s,59.83,0.78,39.39
177,6_J,2osame,59.8,0.74,39.46
178,6_J,2osame,59.8,0.74,39.46
179,3_9,1s,59.79,0.77,39.43
180,2_7,2s,59.73,0.71,39.56
181,2_6,1s,59.71,0.79,39.5
