,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_7,2osame,74.06,5.12,20.81
1,2_7,1o,73.46,4.99,21.55
2,2_7,2odifferent,72.8,4.9,22.3
3,3_7,2osame,72.37,4.99,22.64
4,3_7,1o,71.79,4.85,23.36
5,3_7,2odifferent,71.15,4.75,24.1
6,7_J,2osame,71.08,4.42,24.49
7,4_7,2osame,70.68,4.85,24.46
8,7_J,2odifferent,70.6,4.18,25.23
9,7_J,1o,70.51,4.3,25.19
10,4_7,1o,70.13,4.72,25.15
11,7_T,2osame,69.52,4.31,26.17
12,4_7,2odifferent,69.51,4.6,25.88
13,7_T,2odifferent,69.08,4.06,26.86
14,5_7,2osame,69.01,4.72,26.28
15,7_T,1o,68.97,4.19,26.85
16,5_7,1o,68.47,4.59,26.94
17,2_7,2s,68.45,4.72,26.83
18,7_9,2osame,68.05,4.21,27.74
19,5_7,2odifferent,67.88,4.46,27.65
20,6_7,2osame,67.79,4.54,27.67
21,7_9,2odifferent,67.65,3.96,28.38
22,7_9,1o,67.52,4.08,28.4
23,6_7,1o,67.27,4.41,28.32
24,7_8,2osame,66.94,4.1,28.96
25,2_6,2osame,66.91,1.04,32.05
26,2_6,2osame,66.91,1.04,32.05
27,3_7,2s,66.91,4.61,28.48
28,6_7,2odifferent,66.69,4.29,29.02
29,7_8,2odifferent,66.58,3.86,29.57
30,7_8,1o,66.42,3.98,29.6
31,7_J,2s,66.39,4.08,29.54
32,2_6,1o,66.38,0.96,32.65
33,2_6,1o,66.38,1.0,32.61
34,2_3,2osame,66.02,1.1,32.88
35,2_3,2osame,66.02,1.1,32.88
36,2_6,2odifferent,65.85,0.93,33.22
37,2_3,1o,65.51,1.04,33.45
38,2_4,2osame,65.5,1.09,33.42
39,2_3,1o,65.5,1.06,33.43
40,2_4,2osame,65.5,1.09,33.41
41,4_7,2s,65.38,4.5,30.12
42,3_6,2osame,65.38,1.03,33.59
43,3_6,2osame,65.37,1.03,33.6
44,2_5,2osame,65.29,1.08,33.64
45,2_5,2osame,65.28,1.08,33.64
46,2_4,1o,64.99,1.05,33.96
47,2_3,2odifferent,64.99,1.01,34.01
48,2_4,1o,64.99,1.02,33.99
49,7_T,2s,64.97,3.99,31.04
50,3_6,1o,64.88,0.98,34.15
51,3_6,1o,64.87,0.95,34.17
52,2_5,1o,64.78,1.04,34.18
53,2_5,1o,64.78,1.0,34.22
54,2_4,2odifferent,64.48,0.99,34.54
55,3_6,2odifferent,64.37,0.9,34.73
56,2_5,2odifferent,64.27,0.97,34.76
57,2_8,2osame,64.26,1.04,34.7
58,2_J,2osame,64.24,1.05,34.71
59,2_9,2osame,64.19,1.04,34.77
60,2_T,2osame,64.18,1.04,34.79
61,6_J,2osame,64.11,0.97,34.92
62,3_8,2osame,64.06,1.04,34.9
63,3_4,2osame,63.96,1.08,34.96
64,3_4,2osame,63.96,1.08,34.96
65,4_9,2osame,63.88,1.03,35.1
66,4_6,2osame,63.88,1.02,35.1
67,4_6,2osame,63.88,1.02,35.1
68,5_7,2s,63.85,4.39,31.76
69,2_8,1o,63.8,0.96,35.24
70,2_J,1o,63.77,0.97,35.26
71,3_5,2osame,63.75,1.07,35.18
72,3_J,2osame,63.75,1.04,35.21
73,5_T,2osame,63.75,1.01,35.24
74,3_5,2osame,63.75,1.07,35.19
75,2_9,1o,63.73,0.96,35.31
76,2_T,1o,63.71,0.96,35.33
77,3_9,2osame,63.7,1.03,35.27
78,3_T,2osame,63.68,1.03,35.29
79,6_J,1o,63.64,0.89,35.47
80,7_9,2s,63.63,3.91,32.46
81,3_8,1o,63.6,0.96,35.44
82,2_8,2osame,63.58,1.04,35.38
