,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_2,2osame,46.28,3.72,50.0
1,2_2,1o,45.86,3.69,50.45
2,2_4,2osame,45.44,21.85,32.71
3,2_2,2odifferent,45.44,3.65,50.91
4,2_4,1o,45.13,21.59,33.28
5,2_4,2odifferent,44.82,21.36,33.82
6,2_4,2osame,44.78,21.84,33.39
7,2_4,1o,44.47,21.61,33.92
8,2_K,1o,43.25,0.83,55.92
9,2_Q,1o,43.16,1.09,55.75
10,2_3,2osame,43.09,36.61,20.3
11,2_J,1o,43.08,1.49,55.43
12,2_K,2odifferent,42.98,0.8,56.22
13,2_4,1s,42.93,20.12,36.95
14,2_Q,2odifferent,42.9,1.05,56.05
15,2_3,1o,42.87,36.1,21.03
16,2_K,2osame,42.86,0.89,56.25
17,2_K,2osame,42.85,0.91,56.24
18,2_J,2odifferent,42.81,1.45,55.73
19,2_Q,2osame,42.78,1.15,56.08
20,2_Q,2osame,42.76,1.17,56.07
21,2_9,1o,42.72,3.29,53.99
22,2_J,2osame,42.69,1.55,55.77
23,2_J,2osame,42.67,1.56,55.76
24,2_7,1o,42.66,8.35,48.99
25,2_T,1o,42.63,2.13,55.24
26,2_K,1o,42.6,0.85,56.55
27,2_3,2odifferent,42.6,35.61,21.79
28,2_Q,1o,42.51,1.11,56.38
29,2_8,1o,42.47,5.19,52.34
30,2_9,2odifferent,42.46,3.25,54.29
31,2_J,1o,42.42,1.51,56.07
32,2_7,2odifferent,42.39,8.26,49.34
33,2_T,2odifferent,42.38,2.09,55.53
34,2_9,2osame,42.33,3.36,54.32
35,2_A,1o,42.32,0.6,57.08
36,2_9,2osame,42.31,3.38,54.32
37,2_4,2s,42.29,19.87,37.84
38,2_7,2osame,42.27,8.46,49.28
39,2_7,2osame,42.25,8.47,49.28
40,2_T,2osame,42.24,2.19,55.57
41,2_T,2osame,42.22,2.21,55.57
42,2_8,2odifferent,42.21,5.13,52.66
43,2_9,1o,42.07,3.31,54.62
44,2_A,2odifferent,42.06,0.57,57.37
45,2_8,2osame,42.06,5.27,52.67
46,2_8,2osame,42.05,5.29,52.66
47,2_7,1o,42.0,8.37,49.63
48,2_T,1o,41.98,2.15,55.87
49,2_A,2osame,41.91,0.66,57.43
50,2_A,2osame,41.9,0.68,57.42
51,3_4,2odifferent,41.82,35.21,22.97
52,2_8,1o,41.81,5.21,52.98
53,2_6,1o,41.73,13.49,44.79
54,2_A,1o,41.66,0.62,57.72
55,3_4,2osame,41.57,36.23,22.2
56,2_6,2odifferent,41.48,13.35,45.18
57,3_4,1o,41.36,35.72,22.92
58,2_6,2osame,41.32,13.64,45.04
59,2_6,2osame,41.3,13.66,45.04
60,2_6,1o,41.06,13.5,45.43
61,2_K,1s,40.98,0.85,58.18
62,2_Q,1s,40.9,1.09,58.01
63,2_J,1s,40.82,1.47,57.72
64,2_7,1s,40.51,7.86,51.63
65,2_9,1s,40.5,3.16,56.35
66,2_T,1s,40.4,2.07,57.53
67,2_K,2s,40.32,0.79,58.89
68,2_8,1s,40.26,4.92,54.82
69,2_Q,2s,40.24,1.03,58.72
70,2_J,2s,40.17,1.41,58.43
71,2_3,2s,40.1,33.71,26.19
72,2_A,1s,40.08,0.63,59.29
73,2_7,2s,39.86,7.75,52.39
74,2_9,2s,39.85,3.09,57.06
75,2_T,2s,39.76,2.01,58.23
