,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_T,2osame,75.53,3.76,20.7
1,3_T,2osame,75.01,3.74,21.25
2,2_T,1o,74.91,3.64,21.45
3,4_T,2osame,74.5,3.72,21.79
4,5_T,2osame,74.39,3.71,21.91
5,3_T,1o,74.39,3.62,21.99
6,2_T,2odifferent,74.23,3.57,22.2
7,4_T,1o,73.89,3.6,22.52
8,5_T,1o,73.78,3.59,22.64
9,3_T,2odifferent,73.73,3.53,22.74
10,4_T,2odifferent,73.23,3.49,23.28
11,6_T,2osame,73.16,3.54,23.31
12,5_T,2odifferent,73.12,3.47,23.41
13,6_T,1o,72.57,3.42,24.02
14,T_Q,2osame,72.4,3.03,24.57
15,8_T,2osame,72.18,3.43,24.39
16,6_T,2odifferent,71.92,3.3,24.77
17,T_Q,2odifferent,71.89,2.81,25.3
18,7_T,2osame,71.88,3.42,24.7
19,T_Q,1o,71.8,2.92,25.28
20,8_T,1o,71.6,3.31,25.09
21,7_T,1o,71.3,3.31,25.39
22,8_T,2odifferent,70.97,3.19,25.84
23,T_J,2osame,70.82,2.92,26.27
24,7_T,2odifferent,70.68,3.19,26.13
25,9_T,2osame,70.57,3.35,26.09
26,T_J,2odifferent,70.36,2.7,26.95
27,T_J,1o,70.25,2.81,26.95
28,9_T,1o,70.01,3.23,26.76
29,2_T,2s,69.86,3.43,26.71
30,9_T,2odifferent,69.4,3.11,27.49
31,3_T,2s,69.39,3.41,27.21
32,2_9,2osame,68.99,0.76,30.25
33,2_9,2osame,68.98,0.76,30.26
34,4_T,2s,68.92,3.38,27.7
35,5_T,2s,68.81,3.37,27.82
36,3_9,2osame,68.59,0.75,30.67
37,3_9,2osame,68.58,0.75,30.67
38,4_9,2osame,68.54,0.75,30.71
39,4_9,2osame,68.53,0.75,30.72
40,2_7,2osame,68.51,0.76,30.73
41,2_7,2osame,68.51,0.76,30.73
42,2_8,2osame,68.49,0.76,30.75
43,2_8,2osame,68.48,0.76,30.76
44,3_8,2osame,68.44,0.76,30.81
45,3_8,2osame,68.43,0.76,30.81
46,2_9,1o,68.43,0.73,30.84
47,2_9,1o,68.43,0.68,30.89
48,3_9,1o,68.04,0.69,31.27
49,3_9,1o,68.03,0.67,31.3
50,4_9,1o,67.99,0.68,31.33
51,4_9,1o,67.99,0.67,31.35
52,2_7,1o,67.96,0.72,31.32
53,2_7,1o,67.96,0.68,31.36
54,2_8,1o,67.94,0.72,31.34
55,2_8,1o,67.94,0.68,31.38
56,3_8,1o,67.89,0.68,31.44
57,3_8,1o,67.89,0.7,31.41
58,2_9,2odifferent,67.87,0.65,31.48
59,2_K,1o,67.76,10.75,21.5
60,T_Q,2s,67.74,2.78,29.48
61,6_T,2s,67.68,3.23,29.08
62,2_K,2osame,67.68,10.89,21.43
63,3_9,2odifferent,67.48,0.61,31.9
64,4_9,2odifferent,67.44,0.6,31.96
65,2_7,2odifferent,67.41,0.64,31.94
66,2_8,2odifferent,67.39,0.64,31.97
67,8_K,1o,67.38,10.27,22.35
68,3_8,2odifferent,67.34,0.62,32.04
69,2_6,2osame,67.34,0.76,31.91
70,2_6,2osame,67.33,0.76,31.91
71,3_K,1o,67.32,10.65,22.04
72,8_K,2osame,67.29,10.42,22.29
73,3_K,2osame,67.23,10.8,21.97
74,2_K,2odifferent,67.17,10.63,22.2
75,9_K,1o,67.16,10.44,22.4
76,5_9,2osame,67.13,0.75,32.12
77,5_9,2osame,67.13,0.75,32.13
78,3_7,2osame,67.09,0.75,32.17
79,3_7,2osame,67.08,0.75,32.17
80,9_K,2osame,67.07,10.59,22.34
81,7_K,1o,67.04,10.31,22.65
82,2_K,1o,67.04,10.79,22.18
83,4_8,2osame,67.02,0.74,32.24
84,4_8,2osame,67.01,0.75,32.24
85,7_K,2osame,66.94,10.46,22.6
86,2_Q,2osame,66.89,0.8,32.31
87,4_K,1o,66.88,10.56,22.57
88,5_K,1o,66.83,10.48,22.69
89,2_J,2osame,66.81,0.79,32.4
90,2_6,1o,66.81,0.68,32.51
91,2_6,1o,66.8,0.72,32.48
92,4_K,2osame,66.79,10.7,22.51
93,8_K,2odifferent,66.79,10.12,23.08
94,6_K,1o,66.79,10.37,22.85
95,8_T,2s,66.78,3.14,30.08
96,3_K,2odifferent,66.74,10.52,22.74
97,5_K,2osame,66.73,10.63,22.63
98,6_K,2osame,66.69,10.51,22.79
99,8_K,1o,66.66,10.27,23.08
100,3_K,1o,66.6,10.67,22.73
