,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,5_T,2osame,70.9,6.32,22.79
1,5_T,2odifferent,70.41,6.03,23.56
2,5_T,1o,70.33,6.17,23.5
3,2_5,2osame,69.49,6.8,23.7
4,5_9,2osame,69.42,6.16,24.42
5,5_9,2odifferent,68.98,5.88,25.14
6,2_5,1o,68.95,6.65,24.39
7,5_9,1o,68.88,6.02,25.11
8,2_5,2odifferent,68.35,6.54,25.11
9,5_8,2osame,67.9,6.06,26.04
10,3_5,2osame,67.81,6.66,25.53
11,5_8,2odifferent,67.5,5.78,26.72
12,5_8,1o,67.38,5.92,26.71
13,3_5,1o,67.29,6.51,26.2
14,3_5,2odifferent,66.71,6.38,26.9
15,5_7,2osame,66.45,5.95,27.6
16,5_T,2s,66.18,5.85,27.97
17,4_5,2osame,66.13,6.52,27.35
18,5_7,2odifferent,66.09,5.68,28.23
19,5_7,1o,65.94,5.81,28.24
20,2_3,2osame,65.72,1.54,32.74
21,2_3,2osame,65.71,1.55,32.74
22,4_5,1o,65.64,6.37,27.99
23,2_4,2osame,65.56,1.53,32.91
24,2_4,2osame,65.55,1.53,32.91
25,5_6,2osame,65.35,5.85,28.8
26,2_3,1o,65.21,1.51,33.28
27,2_3,1o,65.21,1.49,33.3
28,4_5,2odifferent,65.08,6.23,28.69
29,2_4,1o,65.05,1.5,33.45
30,2_4,1o,65.05,1.47,33.48
31,5_6,2odifferent,65.03,5.57,29.4
32,5_6,1o,64.86,5.71,29.43
33,5_9,2s,64.84,5.72,29.45
34,2_3,2odifferent,64.69,1.45,33.85
35,2_4,2odifferent,64.54,1.43,34.03
36,2_7,2osame,64.52,1.49,33.99
37,3_8,2osame,64.31,1.48,34.21
38,2_5,2s,64.26,6.33,29.41
39,4_9,2osame,64.12,1.47,34.41
40,2_8,2osame,64.08,1.48,34.44
41,2_9,2osame,64.05,1.48,34.47
42,3_4,2osame,64.05,1.53,34.42
43,3_4,2osame,64.05,1.52,34.42
44,2_7,1o,64.05,1.41,34.54
45,2_T,2osame,63.97,1.5,34.53
46,3_9,2osame,63.93,1.47,34.6
47,2_7,2osame,63.85,1.49,34.67
48,3_T,2osame,63.84,1.49,34.67
49,3_8,1o,63.83,1.4,34.77
50,2_6,2osame,63.74,1.5,34.76
51,4_T,2osame,63.72,1.48,34.8
52,4_9,1o,63.64,1.39,34.97
53,3_8,2osame,63.63,1.47,34.9
54,2_8,1o,63.61,1.4,34.99
55,3_4,1o,63.58,1.47,34.95
56,3_4,1o,63.58,1.46,34.96
57,2_9,1o,63.58,1.4,35.02
58,2_7,2odifferent,63.56,1.38,35.06
59,2_T,1o,63.5,1.42,35.08
60,3_9,1o,63.46,1.39,35.15
61,5_8,2s,63.45,5.64,30.91
62,4_9,2osame,63.44,1.46,35.1
63,2_8,2osame,63.4,1.48,35.12
