,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,4_9,2osame,71.0,5.83,23.17
1,4_T,2osame,70.9,6.32,22.79
2,4_9,2odifferent,70.5,5.57,23.93
3,4_9,1o,70.43,5.7,23.88
4,4_T,2odifferent,70.4,6.05,23.55
5,4_T,1o,70.33,6.18,23.49
6,2_4,2osame,69.88,6.38,23.74
7,4_8,2osame,69.48,5.72,24.8
8,2_4,1o,69.33,6.24,24.43
9,4_8,2odifferent,69.03,5.47,25.5
10,4_8,1o,68.93,5.59,25.47
11,2_4,2odifferent,68.72,6.14,25.14
12,3_4,2osame,68.2,6.23,25.57
13,4_7,2osame,68.03,5.62,26.35
14,3_4,1o,67.67,6.1,26.23
15,4_7,2odifferent,67.62,5.37,27.02
16,4_7,1o,67.5,5.49,27.01
17,3_4,2odifferent,67.09,5.98,26.94
18,4_6,2osame,66.93,5.52,27.56
19,4_6,2odifferent,66.55,5.27,28.18
20,4_6,1o,66.41,5.39,28.2
21,4_9,2s,66.25,5.41,28.34
22,4_T,2s,66.18,5.85,27.97
23,2_3,2osame,65.61,1.57,32.83
24,2_3,2osame,65.6,1.57,32.83
25,2_3,1o,65.1,1.53,33.37
26,2_3,1o,65.1,1.51,33.39
27,4_5,2osame,64.97,5.87,29.16
28,4_8,2s,64.87,5.33,29.8
29,4_5,2odifferent,64.66,5.61,29.74
30,2_4,2s,64.61,5.95,29.44
31,2_3,2odifferent,64.59,1.47,33.94
32,4_5,1o,64.49,5.74,29.78
33,2_7,2osame,64.14,1.51,34.35
34,2_T,2osame,63.96,1.51,34.53
35,3_8,2osame,63.88,1.5,34.62
36,3_T,2osame,63.84,1.5,34.67
37,2_8,2osame,63.69,1.5,34.81
38,2_7,1o,63.67,1.43,34.9
39,2_9,2osame,63.63,1.5,34.87
40,4_7,2s,63.54,5.25,31.21
41,3_9,2osame,63.5,1.49,35.01
42,2_T,1o,63.49,1.43,35.08
43,2_7,2osame,63.47,1.5,35.03
44,3_8,1o,63.41,1.42,35.17
45,2_6,2osame,63.36,1.52,35.13
46,3_T,1o,63.36,1.42,35.22
47,2_T,2osame,63.29,1.5,35.21
48,2_8,1o,63.23,1.42,35.35
49,3_8,2osame,63.21,1.49,35.3
50,2_7,2odifferent,63.19,1.39,35.42
51,3_T,2osame,63.16,1.49,35.35
52,2_9,1o,63.16,1.42,35.42
53,3_4,2s,63.08,5.83,31.09
54,3_9,1o,63.04,1.41,35.56
55,2_8,2osame,63.03,1.49,35.48
56,2_T,2odifferent,63.01,1.39,35.59
57,2_7,1o,63.0,1.46,35.54
58,2_9,2osame,62.96,1.49,35.55
59,3_8,2odifferent,62.94,1.36,35.7
60,2_6,1o,62.9,1.44,35.66
61,3_T,2odifferent,62.89,1.36,35.75
62,3_9,2osame,62.83,1.48,35.7
63,3_7,2osame,62.83,1.5,35.67
64,2_T,1o,62.82,1.46,35.72
65,2_8,2odifferent,62.76,1.38,35.86
66,3_8,1o,62.74,1.43,35.83
67,3_T,1o,62.7,1.43,35.87
68,2_9,2odifferent,62.69,1.38,35.93
69,2_6,2osame,62.69,1.5,35.81
70,3_9,2odifferent,62.57,1.35,36.08
71,2_8,1o,62.56,1.45,35.99
72,4_6,2s,62.54,5.17,32.29
73,2_9,1o,62.49,1.45,36.06
74,2_6,2odifferent,62.44,1.4,36.16
75,3_7,1o,62.38,1.42,36.2
76,3_9,1o,62.37,1.42,36.21
77,2_6,1o,62.23,1.47,36.3
78,3_7,2osame,62.16,1.49,36.35
79,3_6,2osame,62.05,1.51,36.44
80,3_7,2odifferent,61.92,1.37,36.71
81,2_3,1s,61.9,1.48,36.62
82,2_5,2osame,61.78,1.54,36.67
83,3_7,1o,61.71,1.43,36.86
