,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,9_A,2odifferent,34.52,0.5,64.98
1,8_K,2odifferent,34.34,0.74,64.92
2,6_A,2odifferent,34.32,0.53,65.14
3,9_K,2odifferent,34.29,0.73,64.99
4,K_A,2odifferent,34.28,0.54,65.18
5,6_K,2odifferent,34.22,0.75,65.04
6,Q_A,2odifferent,34.2,0.53,65.27
7,6_Q,2odifferent,34.13,1.0,64.86
8,6_J,2odifferent,34.13,1.42,64.45
9,4_K,2odifferent,34.11,0.82,65.07
10,J_A,2odifferent,34.11,0.51,65.37
11,8_A,2odifferent,34.08,0.5,65.42
12,T_A,2odifferent,34.03,0.5,65.47
13,5_K,2odifferent,34.02,0.8,65.18
14,4_Q,2odifferent,34.02,1.08,64.9
15,7_K,2odifferent,34.01,0.74,65.26
16,7_Q,2odifferent,34.01,1.01,64.99
17,9_A,1o,33.98,0.53,65.49
18,9_A,1o,33.97,0.53,65.49
19,5_Q,2odifferent,33.94,1.05,65.01
20,4_J,2odifferent,33.94,1.47,64.59
21,4_9,2odifferent,33.94,3.26,62.8
22,Q_K,2odifferent,33.91,0.75,65.34
23,5_T,2odifferent,33.85,2.09,64.05
24,8_Q,2odifferent,33.85,1.0,65.15
25,4_T,2odifferent,33.85,2.1,64.05
26,5_J,2odifferent,33.85,1.45,64.69
27,J_K,2odifferent,33.83,0.73,65.44
28,7_A,2odifferent,33.83,0.51,65.65
29,9_Q,2odifferent,33.8,0.98,65.22
30,8_K,1o,33.79,0.77,65.44
31,8_K,1o,33.79,0.77,65.44
32,6_A,1o,33.78,0.57,65.65
33,6_A,1o,33.78,0.57,65.65
34,K_A,1o,33.74,0.58,65.68
35,T_K,2odifferent,33.74,0.72,65.54
36,9_K,1o,33.74,0.76,65.5
37,9_K,1o,33.74,0.76,65.5
38,K_A,1o,33.73,0.58,65.69
39,6_K,1o,33.67,0.78,65.54
40,6_K,1o,33.67,0.78,65.55
41,Q_A,1o,33.65,0.56,65.79
42,Q_A,1o,33.65,0.56,65.78
43,6_T,2odifferent,33.65,2.04,64.31
44,6_Q,1o,33.59,1.04,65.37
45,6_J,1o,33.59,1.45,64.96
46,6_Q,1o,33.58,1.04,65.38
47,6_J,1o,33.58,1.45,64.97
48,J_A,1o,33.57,0.55,65.88
49,4_K,1o,33.57,0.86,65.57
50,J_A,1o,33.56,0.55,65.89
51,4_K,1o,33.56,0.86,65.59
52,8_A,1o,33.54,0.54,65.93
53,8_A,1o,33.53,0.54,65.94
54,7_J,2odifferent,33.52,1.41,65.07
55,4_Q,1o,33.48,1.11,65.4
56,T_A,1o,33.48,0.54,65.99
57,T_A,1o,33.48,0.54,65.98
58,5_K,1o,33.48,0.84,65.68
59,5_K,1o,33.47,0.83,65.69
60,4_Q,1o,33.47,1.11,65.42
61,7_K,1o,33.45,0.77,65.78
62,7_Q,1o,33.45,1.04,65.5
63,5_9,2odifferent,33.45,3.25,63.3
64,7_K,1o,33.45,0.77,65.77
65,7_Q,1o,33.45,1.04,65.51
66,9_A,2osame,33.42,0.59,65.99
67,9_A,2osame,33.42,0.59,65.99
68,4_8,2odifferent,33.42,5.15,61.43
69,4_9,1o,33.4,3.31,63.29
70,5_Q,1o,33.4,1.09,65.51
71,4_J,1o,33.4,1.51,65.09
72,4_J,1o,33.39,1.51,65.1
73,4_9,1o,33.39,3.31,63.3
74,5_Q,1o,33.39,1.09,65.52
75,Q_K,1o,33.36,0.78,65.86
76,Q_K,1o,33.36,0.78,65.86
77,8_J,2odifferent,33.36,1.39,65.25
78,J_Q,2odifferent,33.34,0.97,65.69
79,5_J,1o,33.31,1.49,65.2
80,5_T,1o,33.31,2.13,64.56
81,9_J,2odifferent,33.31,1.36,65.33
82,4_T,1o,33.31,2.14,64.55
83,8_Q,1o,33.3,1.03,65.67
84,4_T,1o,33.3,2.14,64.56
85,8_Q,1o,33.3,1.03,65.67
86,5_J,1o,33.3,1.49,65.21
87,5_T,1o,33.3,2.13,64.57
88,7_A,1o,33.28,0.55,66.17
89,7_A,1o,33.28,0.55,66.17
90,J_K,1o,33.27,0.77,65.96
