,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_Q,2osame,77.48,1.84,20.68
1,3_Q,2osame,76.95,1.82,21.23
2,2_Q,1o,76.83,1.74,21.43
3,4_Q,2osame,76.43,1.81,21.77
4,3_Q,1o,76.31,1.73,21.97
5,2_Q,2odifferent,76.13,1.69,22.18
6,5_Q,2osame,75.91,1.79,22.3
7,7_Q,2osame,75.79,1.74,22.47
8,4_Q,1o,75.79,1.71,22.5
9,3_Q,2odifferent,75.62,1.66,22.72
10,6_Q,2osame,75.44,1.74,22.82
11,5_Q,1o,75.28,1.7,23.02
12,7_Q,1o,75.16,1.65,23.2
13,4_Q,2odifferent,75.11,1.63,23.26
14,6_Q,1o,74.82,1.65,23.53
15,9_Q,2osame,74.8,1.65,23.55
16,5_Q,2odifferent,74.61,1.61,23.78
17,8_Q,2osame,74.5,1.64,23.86
18,7_Q,2odifferent,74.48,1.55,23.97
19,9_Q,1o,74.19,1.56,24.26
20,Q_K,2osame,74.18,1.23,24.58
21,6_Q,2odifferent,74.15,1.56,24.29
22,8_Q,1o,73.89,1.54,24.56
23,Q_K,2odifferent,73.63,1.06,25.31
24,Q_K,1o,73.57,1.15,25.29
25,9_Q,2odifferent,73.52,1.46,25.02
26,8_Q,2odifferent,73.23,1.45,25.32
27,J_Q,2osame,73.02,1.58,25.41
28,T_Q,2osame,72.69,1.56,25.75
29,J_Q,1o,72.43,1.48,26.09
30,T_Q,1o,72.1,1.47,26.42
31,J_Q,2odifferent,71.78,1.39,26.83
32,2_Q,2s,71.67,1.64,26.69
33,T_Q,2odifferent,71.47,1.38,27.16
34,J_A,1o,71.31,5.8,22.9
35,J_A,2osame,71.25,5.91,22.84
36,3_Q,2s,71.19,1.62,27.19
37,9_A,1o,71.05,5.86,23.09
38,9_A,2osame,70.99,5.97,23.04
39,T_A,1o,70.98,5.78,23.23
40,T_A,2osame,70.92,5.89,23.18
41,6_A,1o,70.9,5.51,23.59
42,6_A,2osame,70.85,5.61,23.55
43,7_A,1o,70.84,5.91,23.25
44,7_A,2osame,70.78,6.01,23.21
45,2_A,1o,70.76,6.14,23.11
46,8_A,1o,70.72,5.88,23.4
47,4_Q,2s,70.71,1.61,27.68
48,2_A,2osame,70.69,6.25,23.06
49,J_A,2odifferent,70.69,5.69,23.62
50,8_A,2osame,70.66,5.98,23.35
51,J_A,1o,70.58,5.8,23.62
52,9_A,2odifferent,70.44,5.75,23.81
53,T_A,2odifferent,70.37,5.68,23.95
54,9_A,1o,70.32,5.86,23.82
55,3_A,1o,70.3,6.06,23.64
56,6_A,2odifferent,70.3,5.41,24.29
57,T_A,1o,70.26,5.79,23.96
58,5_Q,2s,70.24,1.6,28.16
59,7_A,2odifferent,70.23,5.8,23.97
60,3_A,2osame,70.23,6.16,23.6
61,6_A,1o,70.18,5.51,24.31
62,2_A,2odifferent,70.14,6.07,23.78
63,8_A,2odifferent,70.12,5.77,24.11
64,7_A,1o,70.12,5.91,23.97
65,7_Q,2s,70.08,1.55,28.36
66,2_A,1o,70.03,6.18,23.79
67,8_A,1o,70.0,5.88,24.12
68,4_A,1o,69.84,5.98,24.18
69,6_Q,2s,69.78,1.56,28.66
70,4_A,2osame,69.77,6.09,24.14
71,3_A,2odifferent,69.7,5.98,24.33
72,3_A,1o,69.58,6.08,24.34
73,5_A,1o,69.39,5.91,24.7
74,Q_K,2s,69.33,1.1,29.58
75,5_A,2osame,69.31,6.02,24.67
76,4_A,2odifferent,69.25,5.89,24.86
77,9_Q,2s,69.17,1.48,29.35
78,2_J,2osame,69.13,0.57,30.3
79,2_J,2osame,69.13,0.57,30.3
80,4_A,1o,69.12,6.0,24.88
81,8_Q,2s,68.91,1.47,29.62
82,5_A,2odifferent,68.8,5.81,25.38
83,2_T,2osame,68.78,0.56,30.67
84,2_T,2osame,68.78,0.56,30.66
85,3_J,2osame,68.73,0.55,30.71
86,3_J,2osame,68.72,0.55,30.72
87,5_A,1o,68.67,5.92,25.41
88,2_J,1o,68.58,0.53,30.89
89,2_J,1o,68.57,0.49,30.94
90,3_T,2osame,68.38,0.54,31.08
91,3_T,2osame,68.37,0.54,31.09
92,4_J,2osame,68.34,0.54,31.13
93,4_J,2osame,68.33,0.54,31.13
94,2_7,2osame,68.31,0.55,31.14
95,2_7,2osame,68.3,0.55,31.15
96,2_T,1o,68.23,0.48,31.29
97,2_T,1o,68.23,0.52,31.25
98,3_J,1o,68.18,0.5,31.32
99,3_J,1o,68.18,0.47,31.35
100,2_9,2osame,68.14,0.55,31.31
101,2_9,2osame,68.14,0.55,31.31
102,2_J,2odifferent,68.02,0.45,31.53
103,4_T,2osame,67.98,0.53,31.49
104,4_T,2osame,67.98,0.53,31.5
105,6_J,2osame,67.98,0.49,31.53
106,6_J,2osame,67.97,0.49,31.54
