,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,5_T,2osame,71.9,4.9,23.2
1,5_J,2osame,71.89,5.35,22.76
2,5_T,2odifferent,71.39,4.65,23.96
3,5_J,2odifferent,71.38,5.09,23.53
4,5_T,1o,71.32,4.78,23.9
5,5_J,1o,71.31,5.22,23.47
6,2_5,2osame,70.88,5.37,23.75
7,5_9,2osame,70.38,4.8,24.82
8,2_5,1o,70.32,5.24,24.44
9,5_9,2odifferent,69.91,4.55,25.54
10,5_9,1o,69.82,4.68,25.51
11,2_5,2odifferent,69.71,5.15,25.15
12,3_5,2osame,69.19,5.24,25.57
13,5_8,2osame,68.91,4.7,26.39
14,3_5,1o,68.66,5.11,26.24
15,5_8,2odifferent,68.49,4.45,27.06
16,5_8,1o,68.38,4.57,27.05
17,3_5,2odifferent,68.06,5.0,26.94
18,5_7,2osame,67.81,4.6,27.6
19,4_5,2osame,67.5,5.11,27.39
20,5_7,2odifferent,67.42,4.35,28.23
21,5_7,1o,67.29,4.47,28.24
22,5_T,2s,67.13,4.52,28.35
23,5_J,2s,67.12,4.92,27.96
24,4_5,1o,66.99,4.97,28.03
25,4_5,2odifferent,66.42,4.85,28.73
26,5_6,2osame,66.27,4.48,29.25
27,2_3,2osame,66.03,1.15,32.83
28,2_3,2osame,66.03,1.15,32.83
29,5_6,2odifferent,65.92,4.24,29.84
30,2_4,2osame,65.87,1.13,33.0
31,2_4,2osame,65.86,1.13,33.0
32,5_6,1o,65.77,4.36,29.87
33,5_9,2s,65.73,4.44,29.83
34,2_5,2s,65.57,4.98,29.45
35,2_3,1o,65.52,1.11,33.37
36,2_3,1o,65.52,1.09,33.39
37,2_4,1o,65.37,1.07,33.57
38,2_4,1o,65.37,1.1,33.54
39,2_3,2odifferent,65.01,1.05,33.94
40,2_7,2osame,64.92,1.09,33.99
41,2_4,2odifferent,64.85,1.03,34.12
42,2_J,2osame,64.47,1.08,34.45
43,2_7,1o,64.45,1.01,34.54
44,3_8,2osame,64.4,1.08,34.52
45,5_8,2s,64.4,4.36,31.24
46,3_4,2osame,64.37,1.13,34.51
47,3_4,2osame,64.36,1.13,34.51
48,3_J,2osame,64.34,1.06,34.59
49,2_7,2osame,64.25,1.08,34.67
50,4_J,2osame,64.22,1.05,34.72
51,2_8,2osame,64.17,1.08,34.75
52,4_9,2osame,64.15,1.07,34.78
53,2_9,2osame,64.09,1.08,34.83
54,2_T,2osame,64.03,1.08,34.89
55,3_5,2s,64.03,4.87,31.1
56,2_J,1o,64.0,1.0,35.01
57,3_9,2osame,63.96,1.07,34.97
58,2_7,2odifferent,63.96,0.98,35.06
59,3_8,1o,63.93,1.0,35.07
60,3_T,2osame,63.9,1.06,35.03
61,3_4,1o,63.89,1.06,35.05
62,3_4,1o,63.89,1.07,35.04
63,3_J,1o,63.87,0.98,35.15
64,2_J,2osame,63.8,1.07,35.13
65,4_T,2osame,63.78,1.05,35.16
66,2_7,1o,63.77,1.05,35.18
67,4_J,1o,63.75,0.97,35.28
68,3_8,2osame,63.73,1.07,35.2
69,2_8,1o,63.71,1.0,35.29
70,2_6,2osame,63.7,1.08,35.22
71,4_9,1o,63.69,0.99,35.33
72,3_J,2osame,63.67,1.06,35.27
73,2_9,1o,63.63,1.0,35.38
74,3_7,2osame,63.61,1.08,35.3
75,2_T,1o,63.56,1.0,35.44
76,4_J,2osame,63.54,1.05,35.41
