,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_6,2osame,73.59,4.31,22.1
1,6_Q,2osame,73.01,4.23,22.76
2,6_J,2osame,73.01,3.78,23.21
3,2_6,1o,73.0,4.18,22.82
4,6_J,2odifferent,72.48,3.55,23.98
5,6_Q,2odifferent,72.47,3.98,23.55
6,6_J,1o,72.42,3.66,23.92
7,6_Q,1o,72.41,4.11,23.48
8,2_6,2odifferent,72.35,4.1,23.55
9,3_6,2osame,71.89,4.18,23.93
10,6_T,2osame,71.45,3.67,24.89
11,3_6,1o,71.32,4.06,24.62
12,6_T,2odifferent,70.96,3.43,25.61
13,6_T,1o,70.88,3.55,25.57
14,3_6,2odifferent,70.7,3.96,25.35
15,4_6,2osame,70.2,4.06,25.75
16,6_9,2osame,69.98,3.56,26.46
17,4_6,1o,69.65,3.93,26.41
18,6_9,2odifferent,69.54,3.33,27.13
19,6_9,1o,69.43,3.45,27.12
20,4_6,2odifferent,69.05,3.82,27.13
21,6_8,2osame,68.87,3.46,27.68
22,5_6,2osame,68.51,3.93,27.56
23,6_8,2odifferent,68.46,3.23,28.31
24,6_8,1o,68.33,3.34,28.32
25,6_J,2s,68.17,3.45,28.39
26,6_Q,2s,68.16,3.85,27.99
27,2_6,2s,68.08,3.94,27.98
28,5_6,1o,67.99,3.81,28.2
29,5_6,2odifferent,67.41,3.69,28.9
30,6_7,2osame,67.32,3.35,29.34
31,6_7,2odifferent,66.96,3.12,29.92
32,6_7,1o,66.81,3.23,29.96
33,6_T,2s,66.75,3.36,29.89
34,3_6,2s,66.53,3.84,29.63
35,2_3,2osame,66.06,0.84,33.11
36,2_3,2osame,66.06,0.84,33.1
37,2_4,2osame,65.84,0.83,33.33
38,2_4,2osame,65.84,0.83,33.34
39,2_5,2osame,65.69,0.81,33.5
40,2_5,2osame,65.68,0.82,33.5
41,2_3,1o,65.55,0.8,33.65
42,2_3,1o,65.55,0.78,33.67
43,6_9,2s,65.41,3.28,31.31
44,2_4,1o,65.34,0.79,33.87
45,2_4,1o,65.34,0.76,33.9
46,2_5,1o,65.18,0.78,34.04
47,2_5,1o,65.18,0.74,34.07
48,2_3,2odifferent,65.04,0.75,34.22
49,4_6,2s,64.99,3.74,31.27
