,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,4_Q,2osame,73.34,3.85,22.81
1,4_J,2osame,72.96,3.84,23.21
2,4_Q,2odifferent,72.79,3.64,23.58
3,4_Q,1o,72.74,3.74,23.51
4,4_9,2osame,72.68,3.39,23.93
5,4_T,2osame,72.58,3.83,23.6
6,4_J,2odifferent,72.41,3.63,23.96
7,2_4,2osame,72.37,3.79,23.83
8,4_J,1o,72.36,3.73,23.91
9,4_9,2odifferent,72.15,3.19,24.66
10,4_9,1o,72.09,3.29,24.62
11,4_T,2odifferent,72.04,3.61,24.34
12,4_T,1o,71.99,3.72,24.29
13,2_4,1o,71.8,3.69,24.52
14,4_8,2osame,71.57,3.28,25.14
15,2_4,2odifferent,71.16,3.61,25.22
16,4_8,2odifferent,71.07,3.09,25.84
17,4_8,1o,71.0,3.18,25.82
18,3_4,2osame,70.67,3.67,25.66
19,3_4,1o,70.12,3.56,26.32
20,4_7,2osame,70.02,3.17,26.8
21,4_7,2odifferent,69.57,2.97,27.46
22,3_4,2odifferent,69.51,3.47,27.02
23,4_7,1o,69.47,3.07,27.45
24,4_6,2osame,68.88,3.07,28.05
25,4_6,2odifferent,68.46,2.88,28.66
26,4_Q,2s,68.45,3.52,28.03
27,4_6,1o,68.34,2.97,28.68
28,4_J,2s,68.1,3.51,28.39
29,4_9,2s,67.84,3.11,29.05
30,4_T,2s,67.76,3.5,28.74
31,4_5,2osame,67.32,3.44,29.24
32,2_4,2s,66.97,3.5,29.53
33,4_5,2odifferent,66.95,3.23,29.82
34,4_8,2s,66.82,3.03,30.15
35,4_5,1o,66.8,3.33,29.86
36,2_3,2osame,66.09,0.91,33.0
37,2_3,2osame,66.08,0.91,33.0
38,2_3,1o,65.59,0.87,33.54
39,2_3,1o,65.59,0.86,33.56
40,3_4,2s,65.43,3.4,31.17
41,4_7,2s,65.43,2.94,31.63
42,2_3,2odifferent,65.07,0.82,34.11
43,2_Q,2osame,64.6,0.85,34.55
44,3_Q,2osame,64.47,0.84,34.69
45,4_6,2s,64.4,2.86,32.74
46,2_7,2osame,64.36,0.84,34.8
47,2_J,2osame,64.25,0.84,34.91
48,3_8,2osame,64.23,0.84,34.93
49,2_Q,1o,64.13,0.77,35.1
50,3_J,2osame,64.13,0.83,35.05
51,2_8,2osame,64.05,0.84,35.11
52,3_Q,1o,64.0,0.76,35.24
53,2_Q,2osame,63.93,0.84,35.23
54,2_T,2osame,63.92,0.83,35.26
55,2_7,1o,63.9,0.76,35.34
56,3_Q,2osame,63.8,0.83,35.37
57,2_J,1o,63.79,0.76,35.45
58,3_T,2osame,63.79,0.81,35.4
59,3_8,1o,63.77,0.76,35.47
60,2_7,2osame,63.69,0.83,35.48
61,3_J,1o,63.66,0.75,35.59
62,2_Q,2odifferent,63.65,0.74,35.61
63,2_9,2osame,63.62,0.84,35.55
64,2_J,2osame,63.59,0.83,35.58
65,2_8,1o,63.59,0.76,35.65
66,3_8,2osame,63.57,0.82,35.61
67,3_Q,2odifferent,63.53,0.71,35.77
68,3_9,2osame,63.49,0.83,35.69
69,2_6,2osame,63.49,0.85,35.67
70,3_J,2osame,63.46,0.81,35.73
71,2_Q,1o,63.46,0.8,35.74
72,2_T,1o,63.46,0.74,35.8
73,2_7,2odifferent,63.42,0.72,35.85
74,2_8,2osame,63.39,0.82,35.79
75,3_Q,1o,63.34,0.77,35.89
76,3_T,1o,63.33,0.73,35.93
77,2_J,2odifferent,63.32,0.72,35.96
78,3_8,2odifferent,63.3,0.7,36.0
79,2_T,2osame,63.25,0.81,35.93
80,2_7,1o,63.23,0.79,35.98
