,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_7,2osame,73.04,6.45,20.51
1,2_7,1o,72.44,6.3,21.26
2,2_7,2odifferent,71.79,6.2,22.01
3,3_7,2osame,71.35,6.31,22.34
4,3_7,1o,70.78,6.16,23.06
5,3_7,2odifferent,70.16,6.04,23.81
6,7_T,2osame,69.84,5.64,24.52
7,4_7,2osame,69.67,6.17,24.16
8,7_T,2odifferent,69.39,5.36,25.25
9,7_T,1o,69.28,5.5,25.21
10,4_7,1o,69.13,6.02,24.85
11,4_7,2odifferent,68.53,5.88,25.59
12,7_9,2osame,68.37,5.49,26.15
13,6_7,2osame,68.37,5.95,25.68
14,5_7,2osame,68.0,6.02,25.97
15,7_9,2odifferent,67.96,5.21,26.83
16,6_7,1o,67.84,5.81,26.35
17,7_9,1o,67.83,5.35,26.82
18,5_7,1o,67.48,5.87,26.64
19,2_7,2s,67.48,5.97,26.55
20,6_7,2odifferent,67.25,5.66,27.08
21,2_6,2osame,67.12,1.45,31.42
22,2_6,2osame,67.12,1.45,31.43
23,5_7,2odifferent,66.9,5.74,27.36
24,7_8,2osame,66.9,5.38,27.72
25,2_6,1o,66.58,1.42,32.0
26,2_6,1o,66.58,1.38,32.04
27,7_8,2odifferent,66.54,5.11,28.36
28,7_8,1o,66.38,5.25,28.37
29,2_3,2osame,66.12,1.5,32.37
30,2_3,2osame,66.12,1.5,32.37
31,2_6,2odifferent,66.04,1.34,32.62
32,3_7,2s,65.95,5.86,28.2
33,2_4,2osame,65.6,1.49,32.91
34,2_3,1o,65.6,1.47,32.94
35,2_4,2osame,65.6,1.49,32.91
36,2_3,1o,65.6,1.45,32.95
37,3_6,2osame,65.59,1.44,32.97
38,3_6,2osame,65.58,1.45,32.97
39,2_5,2osame,65.39,1.48,33.13
40,2_5,2osame,65.38,1.48,33.14
41,7_T,2s,65.29,5.24,29.47
42,2_8,2osame,65.1,1.44,33.46
43,3_6,1o,65.08,1.39,33.53
44,2_4,1o,65.08,1.45,33.46
45,2_9,2osame,65.08,1.44,33.47
46,3_6,1o,65.08,1.37,33.56
47,2_4,1o,65.08,1.42,33.49
48,2_3,2odifferent,65.07,1.41,33.52
49,2_T,2osame,65.04,1.46,33.49
50,3_8,2osame,64.91,1.44,33.65
51,2_5,1o,64.88,1.4,33.72
52,2_5,1o,64.87,1.44,33.68
53,4_9,2osame,64.77,1.43,33.8
54,5_T,2osame,64.62,1.44,33.94
55,2_8,1o,64.61,1.36,34.02
56,2_9,1o,64.6,1.36,34.04
57,3_9,2osame,64.59,1.43,33.98
58,3_6,2odifferent,64.56,1.31,34.13
59,2_4,2odifferent,64.56,1.39,34.05
60,2_T,1o,64.55,1.38,34.06
61,3_T,2osame,64.55,1.45,34.0
62,4_7,2s,64.42,5.74,29.84
63,3_8,1o,64.42,1.36,34.21
64,2_8,2osame,64.42,1.44,34.14
65,2_9,2osame,64.4,1.44,34.16
66,4_T,2osame,64.37,1.44,34.19
67,2_5,2odifferent,64.36,1.37,34.27
68,2_T,2osame,64.36,1.46,34.17
69,4_9,1o,64.28,1.35,34.37
70,3_8,2osame,64.22,1.44,34.34
71,5_T,1o,64.13,1.36,34.51
72,2_8,2odifferent,64.12,1.33,34.55
73,3_9,1o,64.11,1.35,34.54
74,2_9,2odifferent,64.1,1.33,34.57
75,4_6,2osame,64.09,1.44,34.47
76,4_6,2osame,64.09,1.44,34.47
77,4_9,2osame,64.08,1.43,34.49
78,3_T,1o,64.07,1.37,34.56
79,3_4,2osame,64.06,1.48,34.45
80,2_T,2odifferent,64.06,1.35,34.59
81,3_4,2osame,64.06,1.48,34.46
82,7_9,2s,63.94,5.11,30.95
83,3_8,2odifferent,63.93,1.31,34.76
84,2_8,1o,63.93,1.41,34.66
85,5_T,2osame,63.93,1.44,34.63
86,2_9,1o,63.91,1.41,34.68
87,3_9,2osame,63.91,1.43,34.66
88,4_T,1o,63.89,1.36,34.75
89,2_T,1o,63.87,1.43,34.7
90,3_T,2osame,63.87,1.45,34.68
91,3_5,2osame,63.85,1.47,34.68
92,3_5,2osame,63.85,1.47,34.68
93,4_9,2odifferent,63.8,1.28,34.92
94,6_T,2osame,63.74,1.4,34.87
95,3_8,1o,63.74,1.39,34.88
96,4_T,2osame,63.69,1.44,34.87
97,5_T,2odifferent,63.64,1.29,35.07
98,3_9,2odifferent,63.63,1.3,35.08
99,4_6,1o,63.61,1.36,35.03
100,4_6,1o,63.61,1.37,35.02
101,4_8,2osame,63.6,1.43,34.96
102,4_9,1o,63.6,1.36,35.04
103,3_T,2odifferent,63.59,1.32,35.1
104,3_4,1o,63.58,1.41,35.01
105,3_4,1o,63.58,1.43,35.0
106,5_9,2osame,63.47,1.42,35.11
107,5_T,1o,63.45,1.37,35.18
108,3_9,1o,63.43,1.38,35.2
109,2_6,1s,63.42,1.38,35.2
110,4_T,2odifferent,63.41,1.3,35.29
