,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_8,2osame,71.59,8.05,20.36
1,3_8,2osame,71.49,8.02,20.49
2,2_8,1o,71.01,7.88,21.11
3,3_8,1o,70.91,7.84,21.24
4,2_8,2odifferent,70.38,7.75,21.86
5,3_8,2odifferent,70.29,7.7,22.02
6,4_8,2osame,69.82,7.87,22.31
7,5_8,2osame,69.73,7.83,22.44
8,2_7,2osame,69.27,2.04,28.69
9,4_8,1o,69.27,7.69,23.04
10,2_7,2osame,69.26,2.04,28.7
11,5_8,1o,69.18,7.66,23.16
12,2_7,1o,68.69,2.0,29.31
13,2_7,1o,68.69,1.96,29.36
14,4_8,2odifferent,68.66,7.54,23.8
15,5_8,2odifferent,68.58,7.49,23.93
16,8_9,2osame,68.31,7.16,24.53
17,6_8,2osame,68.19,7.66,24.15
18,2_7,2odifferent,68.11,1.92,29.97
19,8_9,2odifferent,67.9,6.84,25.26
20,3_7,2osame,67.85,2.04,30.12
21,3_7,2osame,67.84,2.04,30.12
22,7_8,2osame,67.82,7.58,24.6
23,8_9,1o,67.76,7.0,25.24
24,6_8,1o,67.65,7.49,24.85
25,2_6,2osame,67.49,2.03,30.48
26,2_6,2osame,67.49,2.03,30.49
27,3_7,1o,67.29,1.96,30.76
28,3_7,1o,67.29,1.98,30.73
29,7_8,1o,67.29,7.41,25.3
30,6_8,2odifferent,67.07,7.33,25.6
31,2_6,1o,66.94,1.99,31.07
32,2_6,1o,66.94,1.95,31.11
33,3_7,2odifferent,66.73,1.9,31.38
34,7_8,2odifferent,66.72,7.24,26.04
35,2_9,2osame,66.56,2.09,31.34
36,3_9,2osame,66.51,2.09,31.39
37,2_6,2odifferent,66.39,1.91,31.7
38,4_9,2osame,66.33,2.09,31.58
39,4_7,2osame,66.32,2.03,31.66
40,4_7,2osame,66.32,2.03,31.65
41,2_3,2osame,66.22,2.07,31.71
42,2_3,2osame,66.21,2.07,31.71
43,2_8,2s,66.14,7.47,26.39
44,3_6,2osame,66.13,2.03,31.85
45,3_6,2osame,66.13,2.03,31.85
46,2_9,1o,66.04,2.01,31.95
47,3_8,2s,66.04,7.44,26.52
48,3_9,1o,65.99,2.01,32.0
49,2_9,2osame,65.87,2.09,32.04
50,3_9,2osame,65.82,2.09,32.09
51,4_9,1o,65.8,2.01,32.19
52,4_7,1o,65.79,1.96,32.25
53,4_7,1o,65.78,1.95,32.27
54,2_4,2osame,65.69,2.06,32.25
55,2_4,2osame,65.69,2.06,32.25
56,2_3,1o,65.68,2.02,32.3
57,2_3,1o,65.68,2.03,32.28
58,2_5,2osame,65.65,2.06,32.29
59,2_5,2osame,65.64,2.06,32.3
60,4_9,2osame,65.63,2.09,32.28
61,3_6,1o,65.59,1.97,32.44
62,3_6,1o,65.59,1.95,32.46
63,2_9,2odifferent,65.52,1.97,32.51
64,3_9,2odifferent,65.47,1.95,32.58
65,2_7,1s,65.47,1.92,32.61
66,2_9,1o,65.35,2.05,32.6
67,3_9,1o,65.3,2.03,32.67
68,4_9,2odifferent,65.28,1.94,32.78
69,4_7,2odifferent,65.25,1.88,32.87
70,2_4,1o,65.17,1.99,32.84
71,2_4,1o,65.16,2.02,32.81
72,2_3,2odifferent,65.15,1.98,32.88
73,2_5,1o,65.12,1.98,32.89
74,2_5,1o,65.12,2.02,32.86
75,4_9,1o,65.11,2.02,32.86
76,5_7,2osame,65.07,2.03,32.91
77,5_7,2osame,65.06,2.03,32.91
78,3_6,2odifferent,65.06,1.89,33.05
79,5_9,2osame,65.03,2.09,32.88
80,2_4,2odifferent,64.64,1.95,33.41
81,3_4,2osame,64.63,2.06,33.31
82,3_4,2osame,64.63,2.06,33.31
83,4_6,2osame,64.6,2.02,33.38
84,4_6,2osame,64.6,2.02,33.39
85,2_5,2odifferent,64.59,1.95,33.46
86,3_5,2osame,64.59,2.06,33.35
87,3_5,2osame,64.59,2.06,33.35
88,5_7,1o,64.55,1.95,33.49
89,5_7,1o,64.55,1.95,33.5
