,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_6,2osame,69.94,8.31,21.75
1,2_6,1o,69.39,8.14,22.48
2,2_6,2odifferent,68.78,8.01,23.22
3,3_6,2osame,68.26,8.16,23.58
4,6_9,2osame,68.02,7.53,24.45
5,3_6,1o,67.73,7.99,24.28
6,6_9,2odifferent,67.62,7.2,25.18
7,6_9,1o,67.49,7.37,25.15
8,3_6,2odifferent,67.15,7.84,25.01
9,4_6,2osame,66.59,8.01,25.4
10,6_8,2osame,66.55,7.37,26.07
11,5_6,2osame,66.51,7.97,25.52
12,6_8,2odifferent,66.19,7.05,26.76
13,4_6,1o,66.09,7.84,26.08
14,6_8,1o,66.04,7.21,26.75
15,5_6,1o,66.0,7.8,26.2
16,4_6,2odifferent,65.53,7.68,26.8
17,5_6,2odifferent,65.44,7.64,26.92
18,2_3,2osame,65.35,2.14,32.51
19,2_3,2osame,65.34,2.14,32.51
20,2_4,2osame,65.13,2.13,32.74
21,2_4,2osame,65.12,2.13,32.75
22,2_5,2osame,65.09,2.13,32.79
23,6_7,2osame,65.09,7.27,27.64
24,2_5,2osame,65.08,2.13,32.79
25,2_3,1o,64.83,2.1,33.07
26,2_3,1o,64.83,2.08,33.08
27,2_7,2osame,64.79,2.09,33.11
28,6_7,2odifferent,64.77,6.95,28.28
29,3_8,2osame,64.64,2.08,33.28
30,2_4,1o,64.62,2.06,33.32
31,2_4,1o,64.62,2.09,33.29
32,2_6,2s,64.61,7.74,27.66
33,6_7,1o,64.6,7.11,28.29
34,2_5,1o,64.57,2.05,33.37
35,2_5,1o,64.57,2.09,33.34
36,4_9,2osame,64.48,2.09,33.43
37,2_8,2osame,64.47,2.08,33.45
38,2_9,2osame,64.43,2.1,33.47
39,2_3,2odifferent,64.31,2.04,33.65
40,2_7,1o,64.31,2.01,33.68
41,3_9,2osame,64.24,2.09,33.67
42,3_8,1o,64.15,2.0,33.85
43,2_7,2osame,64.11,2.09,33.8
44,2_4,2odifferent,64.1,2.02,33.88
45,2_5,2odifferent,64.05,2.01,33.93
46,4_9,1o,63.99,2.01,34.01
47,2_8,1o,63.99,2.0,34.01
48,3_8,2osame,63.96,2.08,33.96
49,2_9,1o,63.94,2.02,34.04
50,2_7,2odifferent,63.81,1.97,34.22
51,4_9,2osame,63.79,2.09,34.12
52,2_8,2osame,63.79,2.08,34.13
53,3_9,1o,63.76,2.01,34.24
54,2_9,2osame,63.74,2.1,34.16
55,3_8,2odifferent,63.66,1.94,34.4
56,3_4,2osame,63.63,2.12,34.25
57,3_4,2osame,63.63,2.12,34.25
58,2_7,1o,63.62,2.05,34.33
59,6_9,2s,63.58,7.01,29.41
60,3_5,2osame,63.58,2.12,34.3
61,3_5,2osame,63.58,2.12,34.3
62,3_9,2osame,63.56,2.09,34.35
63,4_9,2odifferent,63.5,1.94,34.57
64,2_8,2odifferent,63.5,1.96,34.54
65,3_7,2osame,63.49,2.08,34.43
66,3_8,1o,63.47,2.02,34.51
67,2_9,2odifferent,63.45,1.98,34.57
68,4_8,2osame,63.34,2.07,34.59
69,4_9,1o,63.31,2.02,34.67
70,2_8,1o,63.3,2.04,34.66
71,3_9,2odifferent,63.27,1.95,34.78
72,2_9,1o,63.26,2.06,34.68
73,5_9,2osame,63.18,2.09,34.73
74,3_4,1o,63.14,2.05,34.81
75,3_4,1o,63.14,2.06,34.79
76,3_5,1o,63.1,2.06,34.84
77,3_5,1o,63.1,2.04,34.86
78,3_6,2s,63.09,7.61,29.3
79,3_9,1o,63.08,2.03,34.89
80,3_7,1o,63.02,2.0,34.98
81,4_8,1o,62.87,1.99,35.14
82,3_7,2osame,62.8,2.08,35.12
83,5_9,1o,62.71,2.01,35.28
84,3_4,2odifferent,62.65,1.99,35.36
85,4_8,2osame,62.65,2.07,35.28
86,3_5,2odifferent,62.6,1.99,35.41
87,3_7,2odifferent,62.54,1.94,35.51
88,5_9,2osame,62.49,2.09,35.42
89,4_8,2odifferent,62.4,1.92,35.68
90,3_7,1o,62.33,2.02,35.65
91,6_8,2s,62.24,6.88,30.88
92,5_9,2odifferent,62.24,1.93,35.83
93,4_8,1o,62.19,2.0,35.81
94,4_7,2osame,62.18,2.07,35.74
95,4_5,2osame,62.09,2.11,35.8
96,4_5,2osame,62.09,2.11,35.8
97,5_8,2osame,62.05,2.07,35.88
98,5_9,1o,62.03,2.01,35.96
99,2_3,1s,61.74,2.02,36.25
100,4_7,1o,61.74,1.99,36.27
101,4_5,1o,61.63,2.03,36.33
102,4_5,1o,61.63,2.04,36.33
103,5_8,1o,61.6,1.99,36.41
104,4_6,2s,61.57,7.48,30.95
105,2_4,1s,61.53,2.01,36.47
106,4_7,2osame,61.49,2.07,36.44
107,5_6,2s,61.48,7.45,31.07
108,2_5,1s,61.48,2.0,36.51
109,5_8,2osame,61.35,2.07,36.58
110,4_7,2odifferent,61.28,1.92,36.8
111,4_5,2odifferent,61.16,1.97,36.88
112,5_8,2odifferent,61.14,1.91,36.95
113,4_7,1o,61.05,2.0,36.95
114,5_7,2osame,60.93,2.07,36.99
115,5_8,1o,60.91,1.99,37.1
116,6_7,2s,60.91,6.8,32.29
117,2_7,1s,60.65,1.97,37.38
118,3_8,1s,60.52,1.96,37.52
119,5_7,1o,60.51,1.99,37.5
120,4_9,1s,60.37,1.97,37.66
121,2_8,1s,60.36,1.96,37.68
122,2_3,2s,60.34,1.95,37.71
123,2_9,1s,60.33,1.98,37.69
124,5_7,2osame,60.24,2.07,37.69
125,3_9,1s,60.15,1.97,37.88
126,2_4,2s,60.15,1.93,37.92
127,2_5,2s,60.11,1.92,37.97
128,3_4,1s,60.08,2.0,37.92
129,5_7,2odifferent,60.06,1.92,38.02
130,3_5,1s,60.04,2.0,37.96
131,5_7,1o,59.81,2.0,38.19
132,2_7,2s,59.8,1.89,38.32
133,3_8,2s,59.67,1.88,38.46
134,4_9,2s,59.52,1.89,38.59
135,2_8,2s,59.51,1.88,38.62
136,2_9,2s,59.46,1.9,38.64
137,3_7,1s,59.39,1.96,38.65
138,3_9,2s,59.3,1.89,38.81
139,4_8,1s,59.27,1.95,38.78
140,5_9,1s,59.12,1.97,38.91
141,3_4,2s,58.8,1.92,39.27
142,3_5,2s,58.76,1.92,39.33
143,3_7,2s,58.62,1.88,39.5
144,4_5,1s,58.6,1.99,39.41
145,4_8,2s,58.5,1.87,39.63
146,5_9,2s,58.36,1.89,39.75
147,4_7,1s,58.14,1.95,39.91
148,5_8,1s,58.02,1.95,40.03
149,4_7,2s,57.46,1.87,40.67
150,4_5,2s,57.42,1.91,40.68
151,5_8,2s,57.34,1.87,40.79
152,5_7,1s,56.93,1.95,41.11
153,5_7,2s,56.33,1.87,41.8
154,7_8,2osame,55.79,2.02,42.19
155,7_8,2osame,55.78,2.02,42.2
156,7_8,2odifferent,55.78,1.86,42.36
157,7_8,1o,55.44,1.94,42.62
158,7_8,1o,55.44,1.94,42.62
159,7_8,1s,52.66,1.9,45.43
160,7_8,2s,52.22,1.82,45.95
161,7_9,2odifferent,52.19,6.38,41.43
162,7_9,2osame,52.16,6.61,41.23
163,7_9,2osame,52.16,6.61,41.23
164,7_9,1o,51.84,6.49,41.67
165,7_9,1o,51.83,6.49,41.67
166,7_9,1s,49.37,6.14,44.49
167,7_9,2s,48.89,6.02,45.09
168,8_9,2odifferent,48.68,4.06,47.26
169,8_9,2osame,48.57,4.26,47.17
170,8_9,2osame,48.57,4.26,47.17
171,8_9,1o,48.28,4.16,47.56
172,8_9,1o,48.28,4.16,47.56
173,2_2,2osame,47.96,1.86,50.17
174,2_2,1o,47.57,1.83,50.6
175,2_2,2odifferent,47.17,1.79,51.04
176,3_3,2osame,47.1,1.56,51.34
177,3_3,1o,46.71,1.51,51.78
178,3_3,2odifferent,46.32,1.45,52.23
179,4_4,2osame,46.27,1.29,52.43
180,8_9,1s,46.05,3.97,49.98
181,5_5,2osame,46.0,1.08,52.92
182,4_4,1o,45.9,1.22,52.88
183,5_5,1o,45.62,1.0,53.37
184,8_9,2s,45.61,3.87,50.52
185,4_4,2odifferent,45.51,1.16,53.33
186,5_5,2odifferent,45.24,0.93,53.83
187,2_T,1o,42.57,36.12,21.31
188,2_J,1o,42.55,2.88,54.57
189,2_A,1o,42.51,0.46,57.02
190,3_T,1o,42.46,35.99,21.54
191,2_K,1o,42.39,0.69,56.92
192,4_T,1o,42.37,35.92,21.71
193,5_T,1o,42.36,35.81,21.83
194,2_T,2odifferent,42.32,35.67,22.01
195,2_J,2odifferent,42.31,2.83,54.86
196,2_A,2odifferent,42.27,0.43,57.31
197,3_T,2odifferent,42.21,35.53,22.26
198,3_J,1o,42.2,2.91,54.88
199,2_T,2osame,42.17,36.59,21.23
200,2_K,2odifferent,42.14,0.66,57.2
201,4_T,2odifferent,42.12,35.44,22.44
202,2_J,2osame,42.11,2.97,54.91
203,2_J,2osame,42.11,2.97,54.92
204,5_T,2odifferent,42.1,35.33,22.57
205,2_A,2osame,42.08,0.54,57.37
206,2_A,2osame,42.08,0.54,57.37
207,3_A,1o,42.08,0.45,57.47
208,3_T,2osame,42.06,36.46,21.47
209,2_Q,1o,42.03,1.81,56.16
210,3_K,1o,42.0,0.68,57.33
211,3_J,2odifferent,41.97,2.85,55.19
212,4_T,2osame,41.97,36.39,21.65
213,2_K,2osame,41.96,0.77,57.27
214,5_T,2osame,41.95,36.28,21.77
215,2_K,2osame,41.95,0.77,57.28
216,2_J,1o,41.87,2.92,55.2
217,2_T,1o,41.86,36.15,21.99
218,2_A,1o,41.84,0.51,57.65
219,3_A,2odifferent,41.84,0.4,57.76
220,4_J,1o,41.81,2.95,55.24
221,2_Q,2odifferent,41.79,1.77,56.44
222,3_K,2odifferent,41.76,0.63,57.62
223,3_J,2osame,41.76,3.01,55.24
224,3_J,2osame,41.75,3.01,55.24
225,3_T,1o,41.75,36.01,22.24
226,2_K,1o,41.72,0.73,57.55
227,5_A,1o,41.69,0.44,57.87
228,4_A,1o,41.69,0.44,57.87
229,4_T,1o,41.66,35.92,22.42
230,5_T,1o,41.64,35.81,22.55
231,3_A,2osame,41.64,0.53,57.82
232,3_A,2osame,41.64,0.53,57.83
233,3_Q,1o,41.64,1.84,56.52
234,5_K,1o,41.61,0.67,57.73
235,4_K,1o,41.61,0.67,57.73
236,2_Q,2osame,41.6,1.89,56.51
237,2_Q,2osame,41.59,1.89,56.52
238,4_J,2odifferent,41.58,2.87,55.55
239,3_K,2osame,41.56,0.76,57.68
240,3_K,2osame,41.56,0.76,57.68
241,3_J,1o,41.53,2.94,55.53
242,4_A,2odifferent,41.46,0.37,58.17
243,5_A,2odifferent,41.46,0.37,58.18
244,3_A,1o,41.41,0.48,58.12
245,3_Q,2odifferent,41.4,1.78,56.82
246,5_K,2odifferent,41.37,0.59,58.03
247,4_K,2odifferent,41.37,0.6,58.03
248,4_J,2osame,41.36,3.04,55.6
249,4_J,2osame,41.36,3.04,55.6
250,2_Q,1o,41.36,1.85,56.79
251,3_K,1o,41.33,0.7,57.97
252,5_Q,1o,41.25,0.93,57.83
253,4_A,2osame,41.25,0.52,58.23
254,5_A,2osame,41.25,0.52,58.23
255,4_Q,1o,41.25,1.83,56.92
256,5_A,2osame,41.24,0.52,58.24
257,4_A,2osame,41.24,0.52,58.24
258,3_Q,2osame,41.2,1.93,56.88
259,3_Q,2osame,41.19,1.93,56.88
260,4_K,2osame,41.16,0.75,58.09
261,5_K,2osame,41.16,0.74,58.09
262,5_K,2osame,41.16,0.75,58.09
263,4_K,2osame,41.16,0.74,58.09
264,4_J,1o,41.14,2.96,55.9
265,5_A,1o,41.02,0.45,58.54
266,4_A,1o,41.02,0.45,58.53
267,4_Q,2odifferent,41.02,1.76,57.22
268,5_Q,2odifferent,41.02,0.85,58.13
269,3_Q,1o,40.97,1.86,57.17
270,5_K,1o,40.94,0.67,58.39
271,4_K,1o,40.94,0.68,58.39
272,5_J,1o,40.91,3.85,55.24
273,5_Q,2osame,40.8,1.0,58.2
274,4_Q,2osame,40.8,1.91,57.29
275,5_Q,2osame,40.8,1.0,58.2
276,4_Q,2osame,40.8,1.91,57.29
277,5_J,2odifferent,40.69,3.76,55.56
278,5_Q,1o,40.58,0.93,58.49
279,4_Q,1o,40.58,1.84,57.58
280,2_T,1s,40.56,34.24,25.19
281,3_T,1s,40.46,34.12,25.42
282,5_J,2osame,40.45,3.95,55.6
283,5_J,2osame,40.45,3.95,55.6
284,4_T,1s,40.37,34.04,25.6
285,5_T,1s,40.35,33.93,25.72
286,2_J,1s,40.27,2.78,56.95
287,5_J,1o,40.23,3.85,55.91
288,2_A,1s,40.21,0.52,59.27
289,2_K,1s,40.1,0.74,59.16
290,3_J,1s,39.94,2.81,57.25
291,3_A,1s,39.8,0.51,59.69
292,2_Q,1s,39.79,1.78,58.43
293,2_T,2s,39.77,33.69,26.53
294,3_K,1s,39.74,0.73,59.54
295,3_T,2s,39.69,33.57,26.74
296,2_J,2s,39.63,2.69,57.68
297,4_T,2s,39.62,33.49,26.89
298,5_T,2s,39.6,33.39,27.01
299,2_A,2s,39.57,0.44,60.0
300,4_J,1s,39.57,2.84,57.58
301,2_K,2s,39.46,0.65,59.89
302,4_A,1s,39.44,0.5,60.06
303,5_A,1s,39.43,0.5,60.07
304,3_Q,1s,39.42,1.81,58.77
305,5_K,1s,39.37,0.72,59.92
306,4_K,1s,39.37,0.72,59.91
307,3_J,2s,39.33,2.72,57.95
308,3_A,2s,39.19,0.43,60.39
309,2_Q,2s,39.15,1.69,59.16
310,3_K,2s,39.12,0.64,60.24
311,5_Q,1s,39.05,0.96,59.99
312,4_Q,1s,39.05,1.8,59.15
313,4_J,2s,38.99,2.75,58.26
314,5_A,2s,38.84,0.42,60.74
315,4_A,2s,38.84,0.42,60.74
316,3_Q,2s,38.81,1.72,59.47
317,5_K,2s,38.78,0.63,60.59
318,4_K,2s,38.78,0.63,60.59
319,5_J,1s,38.73,3.68,57.59
320,4_Q,2s,38.47,1.71,59.82
321,5_Q,2s,38.47,0.88,60.65
322,5_J,2s,38.16,3.58,58.26
323,9_A,2odifferent,37.93,0.32,61.75
324,8_A,2odifferent,37.65,0.31,62.05
325,7_A,2odifferent,37.65,0.31,62.04
326,9_A,2osame,37.59,0.47,61.93
327,8_K,2odifferent,37.58,0.55,61.87
328,9_A,1o,37.43,0.4,62.18
329,9_A,1o,37.42,0.39,62.19
330,7_K,2odifferent,37.29,0.54,62.17
331,7_A,2osame,37.29,0.47,62.25
332,8_A,2osame,37.29,0.46,62.25
333,7_Q,2odifferent,37.23,0.81,61.96
334,8_K,2osame,37.23,0.7,62.07
335,7_A,1o,37.13,0.39,62.48
336,8_A,1o,37.13,0.39,62.48
337,8_A,1o,37.12,0.38,62.49
338,7_A,1o,37.12,0.38,62.49
339,8_K,1o,37.07,0.62,62.31
340,8_K,1o,37.06,0.62,62.32
341,7_K,2osame,36.93,0.69,62.38
342,9_A,2osame,36.91,0.47,62.62
343,7_Q,2osame,36.86,0.96,62.18
344,7_K,1o,36.78,0.61,62.61
345,7_K,1o,36.76,0.61,62.62
346,7_Q,1o,36.71,0.88,62.4
347,7_Q,1o,36.7,0.88,62.42
348,9_K,2odifferent,36.69,0.55,62.76
349,7_A,2osame,36.61,0.46,62.93
350,8_A,2osame,36.61,0.46,62.93
351,8_K,2osame,36.54,0.7,62.76
352,8_Q,2odifferent,36.33,0.81,62.86
353,9_K,2osame,36.31,0.7,62.99
354,7_K,2osame,36.24,0.69,63.07
355,7_Q,2osame,36.17,0.96,62.87
356,9_K,1o,36.16,0.62,63.21
357,9_K,1o,36.15,0.62,63.22
358,7_J,2odifferent,35.97,1.24,62.79
359,9_A,1s,35.94,0.46,63.6
360,8_Q,2osame,35.94,0.96,63.1
361,8_Q,1o,35.8,0.88,63.32
362,8_Q,1o,35.79,0.88,63.33
363,8_A,1s,35.65,0.46,63.9
364,7_A,1s,35.63,0.46,63.92
365,9_K,2osame,35.62,0.7,63.68
366,8_K,1s,35.6,0.68,63.72
367,7_J,2osame,35.56,1.4,63.04
368,9_A,2s,35.49,0.38,64.13
369,9_Q,2odifferent,35.44,0.81,63.75
370,7_J,1o,35.43,1.32,63.25
371,7_J,1o,35.42,1.32,63.27
372,7_K,1s,35.31,0.67,64.02
373,7_Q,1s,35.27,0.92,63.81
374,8_Q,2osame,35.24,0.96,63.79
375,7_A,2s,35.23,0.37,64.4
376,8_A,2s,35.23,0.37,64.4
377,8_K,2s,35.18,0.6,64.22
378,8_J,2odifferent,35.07,1.24,63.69
379,9_Q,2osame,35.02,0.96,64.02
380,7_K,2s,34.91,0.59,64.5
381,9_Q,1o,34.89,0.89,64.22
382,9_Q,1o,34.88,0.89,64.23
383,7_Q,2s,34.87,0.84,64.29
384,7_J,2osame,34.87,1.4,63.74
385,9_K,1s,34.76,0.68,64.57
386,8_J,2osame,34.64,1.4,63.97
387,8_J,1o,34.52,1.32,64.17
388,8_J,1o,34.51,1.32,64.17
389,K_A,2odifferent,34.43,0.34,65.23
390,8_Q,1s,34.42,0.92,64.66
391,9_K,2s,34.34,0.6,65.06
392,9_Q,2osame,34.32,0.96,64.71
393,9_J,2odifferent,34.18,1.24,64.57
394,Q_A,2odifferent,34.11,0.33,65.57
395,7_J,1s,34.08,1.33,64.59
396,8_Q,2s,34.03,0.84,65.13
397,8_J,2osame,33.94,1.4,64.66
398,K_A,1o,33.84,0.41,65.74
399,K_A,1o,33.84,0.41,65.74
400,J_A,2odifferent,33.78,0.33,65.9
401,9_J,2osame,33.72,1.4,64.88
402,7_J,2s,33.7,1.25,65.04
403,9_J,1o,33.61,1.32,65.07
404,9_J,1o,33.6,1.32,65.08
405,9_Q,1s,33.57,0.93,65.51
406,Q_A,1o,33.52,0.4,66.08
407,Q_A,1o,33.52,0.4,66.08
408,K_A,2osame,33.25,0.49,66.26
409,K_A,2osame,33.25,0.49,66.26
410,8_J,1s,33.23,1.33,65.44
411,9_Q,2s,33.19,0.84,65.97
412,J_A,1o,33.18,0.41,66.42
413,J_A,1o,33.17,0.4,66.42
414,Q_K,2odifferent,33.04,0.56,66.4
415,9_J,2osame,33.02,1.4,65.58
416,Q_A,2osame,32.92,0.48,66.6
417,Q_A,2osame,32.91,0.48,66.6
418,8_J,2s,32.86,1.25,65.89
419,J_K,2odifferent,32.71,0.56,66.73
