,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,4_J,2osame,72.28,4.92,22.8
1,4_9,2osame,71.95,4.47,23.58
2,4_T,2osame,71.9,4.9,23.19
3,4_J,2odifferent,71.75,4.68,23.57
4,4_J,1o,71.69,4.8,23.51
5,4_9,2odifferent,71.43,4.24,24.32
6,4_T,2odifferent,71.38,4.67,23.95
7,4_9,1o,71.37,4.36,24.28
8,4_T,1o,71.32,4.79,23.89
9,2_4,2osame,71.27,4.95,23.79
10,2_4,1o,70.7,4.82,24.47
11,4_8,2osame,70.49,4.36,25.14
12,2_4,2odifferent,70.08,4.74,25.18
13,4_8,2odifferent,70.01,4.14,25.84
14,4_8,1o,69.93,4.25,25.82
15,3_4,2osame,69.58,4.81,25.61
16,4_7,2osame,69.39,4.26,26.35
17,3_4,1o,69.03,4.69,26.27
18,4_7,2odifferent,68.94,4.04,27.02
19,4_7,1o,68.84,4.15,27.01
20,3_4,2odifferent,68.43,4.59,26.98
21,4_6,2osame,67.84,4.15,28.01
22,4_J,2s,67.46,4.54,28.0
23,4_6,2odifferent,67.45,3.93,28.62
24,4_6,1o,67.32,4.04,28.64
25,4_9,2s,67.15,4.13,28.72
26,4_T,2s,67.12,4.53,28.35
27,4_5,2osame,66.28,4.52,29.2
28,4_5,2odifferent,65.94,4.28,29.78
29,2_4,2s,65.92,4.6,29.48
30,2_3,2osame,65.92,1.17,32.91
31,2_3,2osame,65.92,1.17,32.92
32,4_8,2s,65.82,4.05,30.13
33,4_5,1o,65.78,4.4,29.82
34,2_3,1o,65.42,1.13,33.45
35,2_3,1o,65.42,1.11,33.47
36,2_3,2odifferent,64.9,1.08,34.02
37,4_7,2s,64.8,3.97,31.23
38,2_7,2osame,64.54,1.11,34.35
39,3_4,2s,64.38,4.49,31.13
40,2_J,2osame,64.36,1.1,34.54
41,3_J,2osame,64.23,1.09,34.68
42,2_7,1o,64.07,1.03,34.9
43,2_T,2osame,64.02,1.08,34.89
44,3_8,2osame,63.97,1.1,34.93
45,3_T,2osame,63.9,1.07,35.03
46,2_J,1o,63.89,1.02,35.09
47,2_7,2osame,63.87,1.1,35.03
48,2_8,2osame,63.79,1.1,35.11
49,3_J,1o,63.76,1.01,35.23
50,2_J,2osame,63.69,1.09,35.22
51,2_9,2osame,63.66,1.1,35.24
52,2_7,2odifferent,63.59,0.99,35.42
53,2_T,1o,63.56,1.0,35.44
54,3_J,2osame,63.56,1.07,35.36
55,3_9,2osame,63.54,1.08,35.38
56,3_8,1o,63.51,1.02,35.47
57,3_T,1o,63.43,0.99,35.58
58,4_6,2s,63.42,3.88,32.7
59,2_J,2odifferent,63.41,0.98,35.61
