,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,3_8,2osame,69.58,7.27,23.15
1,3_9,2osame,69.47,7.76,22.77
2,3_8,2odifferent,69.1,7.01,23.89
3,3_8,1o,69.02,7.14,23.84
4,3_9,2odifferent,69.0,7.48,23.52
5,3_9,1o,68.91,7.62,23.46
6,2_3,2osame,68.35,7.91,23.74
7,3_7,2osame,68.07,7.17,24.76
8,2_3,1o,67.82,7.76,24.42
9,3_7,2odifferent,67.64,6.91,25.46
10,3_7,1o,67.53,7.04,25.43
11,2_3,2odifferent,67.23,7.64,25.13
12,3_6,2osame,66.62,7.07,26.31
13,3_6,2odifferent,66.23,6.81,26.96
14,3_6,1o,66.1,6.94,26.96
15,3_4,2osame,65.15,7.44,27.4
16,3_5,2osame,65.1,7.43,27.46
17,3_8,2s,64.9,6.8,28.31
18,3_4,2odifferent,64.81,7.17,28.02
19,3_9,2s,64.81,7.24,27.95
20,3_5,2odifferent,64.76,7.16,28.08
21,3_4,1o,64.66,7.3,28.03
22,3_5,1o,64.61,7.29,28.09
23,3_7,2s,63.52,6.71,29.77
24,2_7,2osame,63.38,2.17,34.45
25,2_9,2osame,63.32,2.17,34.51
26,2_3,2s,63.15,7.41,29.43
27,2_8,2osame,63.0,2.16,34.85
28,2_7,1o,62.91,2.09,35.0
29,2_9,1o,62.85,2.08,35.06
30,2_7,2osame,62.72,2.14,35.13
31,2_9,2osame,62.67,2.14,35.19
32,2_8,1o,62.53,2.07,35.39
33,2_7,2odifferent,62.44,2.05,35.51
34,2_9,2odifferent,62.38,2.05,35.57
35,2_8,2osame,62.34,2.13,35.53
36,2_6,2osame,62.34,2.17,35.49
37,2_7,1o,62.26,2.11,35.64
38,3_6,2s,62.2,6.64,31.17
39,2_9,1o,62.2,2.1,35.7
40,2_8,2odifferent,62.06,2.04,35.9
41,2_6,1o,61.89,2.09,36.02
42,2_8,1o,61.87,2.09,36.03
43,2_6,2osame,61.68,2.15,36.17
44,2_6,2odifferent,61.43,2.05,36.52
45,2_4,2osame,61.26,2.21,36.53
46,2_6,1o,61.23,2.11,36.66
47,2_5,2osame,61.21,2.21,36.58
48,3_4,2s,60.87,6.98,32.14
49,2_4,1o,60.83,2.14,37.03
50,3_5,2s,60.82,6.97,32.2
51,2_5,1o,60.78,2.13,37.09
52,2_4,2osame,60.59,2.2,37.21
53,2_5,2osame,60.54,2.19,37.27
54,2_4,2odifferent,60.39,2.1,37.51
55,2_5,2odifferent,60.34,2.09,37.57
56,2_4,1o,60.16,2.16,37.68
57,2_5,1o,60.11,2.15,37.74
58,2_7,1s,59.34,2.02,38.64
59,2_9,1s,59.3,2.02,38.68
60,2_8,1s,58.98,2.01,39.0
61,4_9,2osame,58.9,2.14,38.96
62,4_9,2osame,58.9,2.13,38.97
63,4_9,2odifferent,58.77,2.0,39.23
64,4_9,1o,58.51,2.06,39.43
65,4_9,1o,58.5,2.06,39.44
66,2_7,2s,58.46,1.96,39.58
67,2_9,2s,58.42,1.96,39.62
68,2_6,1s,58.32,2.02,39.65
69,2_8,2s,58.11,1.95,39.93
70,2_6,2s,57.52,1.96,40.51
71,4_8,2osame,57.31,2.12,40.57
72,4_8,2osame,57.31,2.13,40.56
73,2_4,1s,57.26,2.07,40.67
74,4_8,2odifferent,57.22,1.99,40.78
75,2_5,1s,57.21,2.06,40.73
76,4_8,1o,56.94,2.05,41.01
77,4_8,1o,56.94,2.05,41.01
78,4_7,2osame,56.62,2.12,41.25
79,4_7,2osame,56.62,2.14,41.24
80,5_9,2osame,56.57,3.09,40.35
81,4_7,2odifferent,56.56,2.0,41.44
82,2_4,2s,56.56,2.01,41.43
83,5_9,2osame,56.56,3.08,40.35
84,2_5,2s,56.51,2.0,41.49
