,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_8,2osame,69.54,10.37,20.1
1,3_8,2osame,69.45,10.32,20.23
2,4_8,2osame,69.36,10.28,20.36
3,2_7,2osame,69.26,3.06,27.68
4,2_7,2osame,69.26,3.06,27.68
5,2_8,1o,68.99,10.16,20.86
6,3_8,1o,68.9,10.11,20.99
7,4_8,1o,68.81,10.07,21.12
8,2_7,1o,68.67,3.01,28.31
9,2_7,1o,68.67,2.97,28.36
10,2_8,2odifferent,68.38,10.0,21.62
11,3_8,2odifferent,68.29,9.94,21.77
12,4_8,2odifferent,68.21,9.88,21.91
13,2_7,2odifferent,68.08,2.93,28.99
14,3_7,2osame,67.84,3.06,29.1
15,3_7,2osame,67.84,3.06,29.1
16,2_6,2osame,67.5,2.99,29.51
17,2_6,2osame,67.5,2.99,29.51
18,5_8,2osame,67.36,10.15,22.49
19,3_7,1o,67.27,2.97,29.76
20,3_7,1o,67.27,2.99,29.73
21,6_8,2osame,67.06,9.99,22.95
22,2_6,1o,66.94,2.95,30.12
23,2_6,1o,66.94,2.91,30.16
24,7_8,2osame,66.93,10.02,23.04
25,5_8,1o,66.84,9.94,23.22
26,3_7,2odifferent,66.7,2.91,30.39
27,4_7,2osame,66.54,3.06,30.41
28,4_7,2osame,66.54,3.06,30.41
29,6_8,1o,66.53,9.79,23.67
30,7_8,1o,66.41,9.82,23.77
31,2_6,2odifferent,66.37,2.86,30.76
32,5_8,2odifferent,66.27,9.75,23.98
33,3_6,2osame,66.13,2.99,30.87
34,3_6,2osame,66.13,2.99,30.87
35,4_7,1o,65.99,2.98,31.03
36,4_7,1o,65.99,2.97,31.04
37,6_8,2odifferent,65.97,9.59,24.43
38,7_8,2odifferent,65.85,9.62,24.53
39,2_3,2osame,65.68,3.03,31.29
40,2_3,2osame,65.68,3.03,31.3
41,2_4,2osame,65.63,3.03,31.35
42,2_4,2osame,65.63,3.03,31.35
43,3_6,1o,65.59,2.93,31.48
44,3_6,1o,65.59,2.91,31.5
45,3_4,2osame,65.58,3.02,31.4
46,3_4,2osame,65.57,3.02,31.4
47,2_7,1s,65.51,2.87,31.63
48,4_7,2odifferent,65.44,2.9,31.67
49,2_5,2osame,65.39,3.02,31.6
50,2_5,2osame,65.38,3.02,31.6
51,5_7,2osame,65.15,3.05,31.8
52,5_7,2osame,65.15,3.05,31.8
53,2_3,1o,65.14,2.98,31.87
54,2_3,1o,65.14,2.96,31.89
55,2_4,1o,65.09,2.98,31.93
56,2_4,1o,65.09,2.95,31.96
57,3_4,1o,65.04,2.95,32.01
58,3_4,1o,65.04,2.96,32.0
59,3_6,2odifferent,65.04,2.84,32.11
60,4_6,2osame,64.87,2.99,32.14
61,4_6,2osame,64.87,2.99,32.14
62,2_5,1o,64.86,2.94,32.21
63,2_5,1o,64.85,2.97,32.17
64,5_7,1o,64.63,2.97,32.4
65,5_7,1o,64.62,2.96,32.41
66,2_3,2odifferent,64.61,2.92,32.47
67,2_4,2odifferent,64.56,2.91,32.54
68,3_4,2odifferent,64.51,2.89,32.61
69,6_7,2osame,64.41,3.0,32.59
70,6_7,2osame,64.41,3.0,32.59
71,4_6,1o,64.35,2.92,32.73
72,4_6,1o,64.35,2.91,32.74
73,3_5,2osame,64.33,3.02,32.66
74,3_5,2osame,64.33,3.02,32.66
75,2_5,2odifferent,64.32,2.89,32.79
76,2_8,2s,64.23,9.63,26.14
77,3_7,1s,64.19,2.87,32.94
78,3_8,2s,64.14,9.59,26.28
79,5_7,2odifferent,64.1,2.88,33.02
80,4_8,2s,64.05,9.54,26.4
81,2_7,2s,63.98,2.78,33.24
82,6_7,1o,63.9,2.91,33.19
83,6_7,1o,63.9,2.92,33.18
84,2_6,1s,63.84,2.81,33.35
85,4_6,2odifferent,63.82,2.83,33.34
86,3_5,1o,63.81,2.95,33.24
87,3_5,1o,63.81,2.93,33.25
88,5_6,2osame,63.49,2.98,33.53
89,5_6,2osame,63.49,2.98,33.53
90,6_7,2odifferent,63.38,2.83,33.79
91,4_5,2osame,63.34,3.02,33.65
92,4_5,2osame,63.34,3.02,33.65
93,3_5,2odifferent,63.29,2.87,33.84
94,5_6,1o,62.99,2.9,34.11
95,5_6,1o,62.99,2.9,34.11
96,4_7,1s,62.94,2.87,34.2
97,4_5,1o,62.84,2.93,34.23
98,4_5,1o,62.83,2.94,34.23
99,3_7,2s,62.7,2.78,34.53
100,3_6,1s,62.58,2.81,34.61
101,5_6,2odifferent,62.48,2.82,34.7
102,2_6,2s,62.36,2.72,34.93
103,4_5,2odifferent,62.33,2.86,34.81
104,5_8,2s,62.29,9.43,28.27
105,2_3,1s,62.12,2.84,35.04
106,2_4,1s,62.07,2.84,35.09
