,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_9,2osame,73.46,6.14,20.4
1,3_9,2osame,72.95,6.1,20.94
2,2_9,1o,72.85,5.99,21.15
3,4_9,2osame,72.85,6.08,21.07
4,3_9,1o,72.36,5.95,21.69
5,4_9,1o,72.26,5.93,21.82
6,2_9,2odifferent,72.2,5.89,21.91
7,3_9,2odifferent,71.71,5.83,22.45
8,4_9,2odifferent,71.61,5.8,22.59
9,6_9,2osame,71.54,5.86,22.59
10,5_9,2osame,71.18,5.93,22.89
11,6_9,1o,70.97,5.72,23.32
12,5_9,1o,70.61,5.79,23.61
13,6_9,2odifferent,70.34,5.57,24.09
14,9_T,2osame,70.13,5.28,24.59
15,5_9,2odifferent,69.99,5.65,24.36
16,7_9,2osame,69.94,5.76,24.3
17,9_T,2odifferent,69.68,5.0,25.32
18,8_9,2osame,69.57,5.68,24.75
19,9_T,1o,69.56,5.14,25.3
20,2_8,2osame,69.42,1.41,29.17
21,2_8,2osame,69.41,1.41,29.18
22,7_9,1o,69.38,5.62,25.0
23,3_8,2osame,69.36,1.41,29.23
24,3_8,2osame,69.36,1.41,29.22
25,8_9,1o,69.02,5.54,25.44
26,2_7,2osame,69.01,1.41,29.58
27,2_7,2osame,69.0,1.41,29.59
28,2_8,1o,68.84,1.33,29.83
29,2_8,1o,68.84,1.38,29.78
30,3_8,1o,68.79,1.33,29.88
31,3_8,1o,68.79,1.36,29.85
32,7_9,2odifferent,68.77,5.47,25.75
33,2_7,1o,68.44,1.33,30.23
34,2_7,1o,68.44,1.38,30.18
35,8_9,2odifferent,68.42,5.4,26.19
36,2_8,2odifferent,68.27,1.3,30.44
37,3_8,2odifferent,68.22,1.28,30.51
38,4_8,2osame,67.95,1.41,30.64
39,4_8,2osame,67.95,1.41,30.64
40,2_9,2s,67.89,5.68,26.43
41,2_7,2odifferent,67.87,1.3,30.83
42,3_7,2osame,67.58,1.4,31.02
43,3_7,2osame,67.57,1.4,31.02
44,2_6,2osame,67.55,1.41,31.04
45,2_6,2osame,67.55,1.41,31.04
46,3_9,2s,67.43,5.65,26.92
47,4_8,1o,67.4,1.34,31.26
48,4_8,1o,67.39,1.33,31.28
49,4_9,2s,67.33,5.62,27.05
50,2_T,2osame,67.09,1.46,31.45
51,3_7,1o,67.03,1.32,31.65
52,3_7,1o,67.03,1.35,31.62
53,2_6,1o,67.01,1.33,31.66
54,2_6,1o,67.0,1.38,31.62
55,4_8,2odifferent,66.84,1.27,31.9
56,3_T,2osame,66.69,1.45,31.87
57,4_T,2osame,66.64,1.44,31.91
58,2_T,1o,66.56,1.38,32.06
59,3_7,2odifferent,66.48,1.27,32.25
60,2_6,2odifferent,66.46,1.3,32.24
61,5_T,2osame,66.46,1.44,32.09
62,5_8,2osame,66.43,1.4,32.17
63,5_8,2osame,66.42,1.4,32.17
64,2_T,2osame,66.4,1.46,32.14
65,2_3,2osame,66.39,1.45,32.16
66,2_3,2osame,66.39,1.45,32.16
67,2_4,2osame,66.34,1.45,32.22
68,2_4,2osame,66.33,1.45,32.22
69,4_7,2osame,66.22,1.4,32.38
70,4_7,2osame,66.22,1.4,32.38
71,3_T,1o,66.17,1.37,32.47
72,6_9,2s,66.13,5.44,28.44
73,3_6,2osame,66.13,1.4,32.47
74,4_T,1o,66.12,1.37,32.51
75,3_6,2osame,66.12,1.4,32.47
76,2_T,2odifferent,66.04,1.34,32.62
77,3_T,2osame,65.99,1.45,32.56
78,4_T,2osame,65.95,1.45,32.61
79,5_T,1o,65.94,1.36,32.69
80,5_8,1o,65.9,1.33,32.77
81,5_8,1o,65.9,1.32,32.78
82,2_T,1o,65.87,1.42,32.7
83,2_3,1o,65.86,1.41,32.73
84,2_3,1o,65.86,1.39,32.75
85,2_5,2osame,65.82,1.44,32.75
86,2_4,1o,65.81,1.41,32.78
87,2_5,2osame,65.81,1.44,32.75
88,5_9,2s,65.81,5.5,28.69
89,2_4,1o,65.81,1.38,32.81
90,5_T,2osame,65.77,1.44,32.79
91,4_7,1o,65.7,1.33,32.97
92,4_7,1o,65.69,1.32,32.98
93,9_T,2s,65.66,4.92,29.42
94,3_T,2odifferent,65.65,1.31,33.04
95,4_T,2odifferent,65.61,1.3,33.1
96,2_8,1s,65.61,1.34,33.05
97,3_6,1o,65.6,1.35,33.05
98,3_6,1o,65.6,1.32,33.08
99,6_8,2osame,65.59,1.36,33.05
100,6_8,2osame,65.59,1.36,33.05
101,6_T,2osame,65.58,1.4,33.02
102,3_8,1s,65.56,1.34,33.1
103,3_T,1o,65.48,1.39,33.13
104,5_T,2odifferent,65.43,1.29,33.28
105,4_T,1o,65.43,1.38,33.19
106,5_8,2odifferent,65.37,1.25,33.38
107,2_3,2odifferent,65.33,1.36,33.31
108,2_5,1o,65.3,1.36,33.34
109,2_5,1o,65.29,1.4,33.31
110,2_4,2odifferent,65.28,1.34,33.38
111,5_T,1o,65.26,1.37,33.37
112,2_7,1s,65.21,1.34,33.45
113,4_7,2odifferent,65.16,1.26,33.58
114,6_8,1o,65.08,1.28,33.64
115,6_T,1o,65.08,1.32,33.6
116,6_8,1o,65.07,1.28,33.65
117,3_6,2odifferent,65.07,1.27,33.66
118,4_6,2osame,65.07,1.4,33.53
119,4_6,2osame,65.07,1.4,33.53
120,3_4,2osame,64.91,1.44,33.65
121,3_4,2osame,64.91,1.44,33.65
122,6_T,2osame,64.88,1.4,33.72
123,2_5,2odifferent,64.78,1.33,33.9
124,7_9,2s,64.72,5.35,29.93
125,5_7,2osame,64.7,1.39,33.91
126,5_7,2osame,64.7,1.39,33.91
127,7_8,2osame,64.6,1.37,34.03
128,7_8,2osame,64.6,1.37,34.03
129,7_T,2osame,64.6,1.41,33.99
130,6_T,2odifferent,64.57,1.24,34.18
131,6_8,2odifferent,64.56,1.2,34.24
132,4_6,1o,64.56,1.33,34.1
133,4_6,1o,64.56,1.32,34.11
134,8_9,2s,64.43,5.29,30.27
135,3_4,1o,64.4,1.37,34.23
136,3_4,1o,64.4,1.38,34.22
137,6_T,1o,64.39,1.32,34.29
138,3_5,2osame,64.39,1.43,34.18
139,3_5,2osame,64.39,1.43,34.19
140,4_8,1s,64.25,1.34,34.41
141,5_7,1o,64.2,1.32,34.48
142,5_7,1o,64.2,1.31,34.49
143,6_7,2osame,64.13,1.35,34.52
144,6_7,2osame,64.13,1.35,34.52
145,7_T,1o,64.12,1.33,34.56
146,7_8,1o,64.11,1.29,34.61
147,2_8,2s,64.11,1.26,34.63
148,7_8,1o,64.1,1.29,34.61
149,3_8,2s,64.06,1.26,34.69
150,4_6,2odifferent,64.05,1.26,34.69
151,7_T,2osame,63.9,1.41,34.69
152,3_5,1o,63.89,1.35,34.76
153,3_5,1o,63.89,1.37,34.74
154,3_4,2odifferent,63.89,1.31,34.79
155,3_7,1s,63.88,1.33,34.79
156,2_6,1s,63.84,1.34,34.81
157,2_7,2s,63.7,1.26,35.04
158,5_7,2odifferent,63.69,1.24,35.07
159,8_T,2osame,63.64,1.41,34.95
160,6_7,1o,63.64,1.27,35.09
161,6_7,1o,63.64,1.27,35.09
162,7_T,2odifferent,63.63,1.25,35.12
163,7_8,2odifferent,63.6,1.21,35.19
164,5_6,2osame,63.55,1.39,35.06
165,5_6,2osame,63.55,1.39,35.06
166,7_T,1o,63.42,1.33,35.25
167,3_5,2odifferent,63.39,1.3,35.31
168,4_5,2osame,63.34,1.43,35.24
169,4_5,2osame,63.34,1.43,35.24
170,2_J,1o,63.25,15.55,21.2
171,8_T,1o,63.17,1.34,35.5
172,6_7,2odifferent,63.14,1.19,35.67
173,2_J,2osame,63.12,15.75,21.13
174,5_6,1o,63.07,1.32,35.61
175,5_6,1o,63.07,1.31,35.62
176,8_T,2osame,62.94,1.41,35.64
177,2_T,1s,62.86,1.39,35.75
178,4_5,1o,62.86,1.35,35.79
179,4_5,1o,62.85,1.36,35.79
180,3_J,1o,62.82,15.44,21.74
181,5_8,1s,62.79,1.33,35.88
182,4_J,1o,62.78,15.35,21.87
183,4_8,2s,62.78,1.26,35.96
184,2_3,1s,62.77,1.38,35.86
185,2_J,2odifferent,62.72,15.38,21.91
186,2_4,1s,62.71,1.38,35.91
187,6_J,1o,62.7,15.15,22.15
188,8_T,2odifferent,62.69,1.26,36.05
189,3_J,2osame,62.68,15.64,21.67
190,4_J,2osame,62.64,15.56,21.8
191,4_7,1s,62.62,1.33,36.04
192,7_J,1o,62.61,15.12,22.26
193,5_6,2odifferent,62.58,1.24,36.18
194,6_J,2osame,62.56,15.35,22.09
195,2_J,1o,62.53,15.59,21.88
196,3_6,1s,62.51,1.33,36.16
197,3_T,1s,62.49,1.38,36.13
198,8_T,1o,62.48,1.34,36.19
199,7_J,2osame,62.46,15.33,22.21
200,4_T,1s,62.45,1.38,36.17
201,3_7,2s,62.42,1.25,36.34
202,4_5,2odifferent,62.37,1.28,36.35
203,2_6,2s,62.35,1.26,36.39
204,8_J,1o,62.33,15.36,22.3
205,5_J,1o,62.3,15.26,22.44
206,3_J,2odifferent,62.29,15.25,22.45
207,5_T,1s,62.29,1.37,36.33
208,4_J,2odifferent,62.25,15.15,22.59
209,2_5,1s,62.23,1.37,36.4
210,8_J,2osame,62.18,15.58,22.24
211,6_J,2odifferent,62.18,14.94,22.88
212,5_J,2osame,62.15,15.47,22.38
213,3_J,1o,62.1,15.46,22.44
214,7_J,2odifferent,62.09,14.92,23.0
215,4_J,1o,62.06,15.36,22.58
216,6_J,1o,61.99,15.14,22.87
217,2_T,2s,61.96,1.3,36.73
218,6_8,1s,61.96,1.29,36.75
219,7_J,1o,61.89,15.12,22.99
220,8_J,2odifferent,61.8,15.16,23.04
221,5_J,2odifferent,61.79,15.06,23.16
222,8_J,1o,61.61,15.37,23.03
223,3_T,2s,61.6,1.29,37.11
224,5_J,1o,61.58,15.27,23.15
225,4_T,2s,61.55,1.29,37.15
226,4_6,1s,61.54,1.33,37.13
227,6_T,1s,61.42,1.33,37.25
228,5_8,2s,61.41,1.25,37.34
229,5_T,2s,61.4,1.29,37.31
230,3_4,1s,61.38,1.37,37.25
231,2_3,2s,61.31,1.31,37.38
232,2_4,2s,61.26,1.3,37.44
233,4_7,2s,61.19,1.25,37.56
234,5_7,1s,61.16,1.32,37.52
235,3_6,2s,61.07,1.25,37.68
236,7_8,1s,61.01,1.3,37.69
237,3_5,1s,60.9,1.36,37.74
238,2_5,2s,60.8,1.28,37.91
239,6_8,2s,60.66,1.21,38.13
240,6_T,2s,60.61,1.25,38.14
241,6_7,1s,60.59,1.28,38.13
242,7_T,1s,60.48,1.34,38.19
243,4_6,2s,60.12,1.25,38.63
244,5_6,1s,60.07,1.32,38.6
245,2_J,1s,60.02,14.91,25.07
246,3_4,2s,59.97,1.29,38.74
247,4_5,1s,59.93,1.36,38.72
248,5_7,2s,59.83,1.24,38.94
249,7_8,2s,59.77,1.21,39.02
250,7_T,2s,59.73,1.25,39.02
251,3_J,1s,59.62,14.8,25.58
252,4_J,1s,59.58,14.72,25.71
253,8_T,1s,59.55,1.34,39.11
254,3_5,2s,59.52,1.27,39.21
255,6_J,1s,59.5,14.51,25.99
256,7_J,1s,59.39,14.49,26.13
257,6_7,2s,59.31,1.2,39.49
258,5_J,1s,59.13,14.63,26.25
259,8_J,1s,59.1,14.71,26.19
260,2_J,2s,58.96,14.61,26.43
261,8_T,2s,58.86,1.26,39.88
262,5_6,2s,58.75,1.24,40.01
263,4_5,2s,58.57,1.27,40.16
264,3_J,2s,58.56,14.51,26.92
265,4_J,2s,58.52,14.43,27.05
266,6_J,2s,58.47,14.23,27.31
267,7_J,2s,58.43,14.21,27.36
268,8_J,2s,58.21,14.45,27.34
269,5_J,2s,58.1,14.34,27.56
270,2_Q,1o,50.65,2.8,46.55
271,3_Q,1o,50.48,2.78,46.74
272,4_Q,1o,50.48,2.78,46.74
273,2_Q,2odifferent,50.33,2.75,46.92
274,2_Q,2osame,50.3,2.89,46.81
275,2_Q,2osame,50.29,2.89,46.81
276,6_Q,1o,50.22,2.73,47.05
277,4_Q,2odifferent,50.16,2.7,47.14
278,3_Q,2odifferent,50.16,2.72,47.13
279,4_Q,2osame,50.12,2.88,47.01
280,3_Q,2osame,50.12,2.88,47.01
281,3_Q,2osame,50.12,2.88,47.0
282,4_Q,2osame,50.12,2.88,47.01
283,2_2,2osame,50.06,1.5,48.44
284,5_Q,1o,50.04,2.77,47.19
285,2_Q,1o,49.97,2.84,47.18
286,6_Q,2odifferent,49.9,2.64,47.46
287,7_Q,1o,49.86,3.01,47.13
288,6_Q,2osame,49.85,2.82,47.33
289,6_Q,2osame,49.85,2.82,47.33
290,4_Q,1o,49.8,2.8,47.4
291,3_Q,1o,49.8,2.81,47.39
292,5_Q,2odifferent,49.73,2.69,47.58
293,5_Q,2osame,49.68,2.87,47.46
294,5_Q,2osame,49.67,2.86,47.46
295,2_2,1o,49.64,1.46,48.9
296,3_3,2osame,49.56,1.25,49.19
297,7_Q,2odifferent,49.55,2.91,47.54
298,6_Q,1o,49.54,2.73,47.73
299,7_Q,2osame,49.49,3.1,47.4
300,7_Q,2osame,49.49,3.1,47.4
301,5_Q,1o,49.37,2.78,47.86
302,2_2,2odifferent,49.22,1.42,49.36
303,4_4,2osame,49.19,1.06,49.74
304,7_Q,1o,49.18,3.01,47.81
305,3_3,1o,49.15,1.2,49.66
306,2_K,1o,48.86,2.69,48.45
307,4_4,1o,48.78,1.0,50.22
308,3_3,2odifferent,48.73,1.14,50.13
309,4_K,1o,48.68,2.67,48.65
310,3_K,1o,48.68,2.67,48.65
311,2_K,2odifferent,48.55,2.64,48.81
312,2_K,2osame,48.49,2.78,48.73
313,2_K,2osame,48.48,2.78,48.73
314,6_K,1o,48.42,2.62,48.96
315,4_K,2odifferent,48.38,2.59,49.03
316,3_K,2odifferent,48.38,2.61,49.02
317,4_4,2odifferent,48.36,0.93,50.71
318,4_K,2osame,48.31,2.77,48.93
319,3_K,2osame,48.31,2.77,48.92
320,3_K,2osame,48.31,2.77,48.93
