vs_Hand,Highest_Card_Wins,Pair_Wins,Two_Pair_Wins,Three_of_a_Kind_Wins,Straight_Wins,Flush_Wins,Full_House_Wins,Four_of_a_Kind_Wins,Straight_Flush_Wins,Royal_Flush_Wins,Draws,Loses
2_2,0,285120,342353,44082,57954,33794,39246,2390,129,88,9717,897431
2_3,86400,491336,335878,66920,59604,36638,38328,2349,129,88,9044,585590
2_4,83520,488408,335014,66920,59604,36638,38328,2349,129,88,8583,592723
2_5,80640,485480,334258,66920,59604,36638,38328,2349,129,88,8206,599664
2_6,77760,499856,344072,68316,55522,36634,38328,2349,129,88,7476,581774
2_7,87360,511438,344801,68694,61229,36634,38328,2349,129,88,7430,553824
2_8,87360,506932,342990,68508,59448,36634,38328,2349,129,88,7227,562311
2_9,90240,509860,342666,68508,59448,36634,38328,2349,129,88,7452,556602
2_T,106560,520074,338279,68606,47825,36634,38324,2349,129,88,7548,545888
2_J,109440,523002,338279,68606,47825,36634,38324,2349,129,88,7777,539851
2_Q,208320,599924,330358,58474,47314,36859,20676,1400,129,88,29006,379756
2_K,108480,486494,323527,68792,49846,36634,37634,2349,129,88,8173,590158
2_A,193920,588116,257866,53740,49095,36859,20277,990,129,88,104017,407207
3_3,0,283680,331985,44082,57954,33794,39198,2390,129,88,8377,910627
3_4,77760,474528,331502,66356,59604,36638,38328,2349,129,88,8071,616951
3_5,74880,471600,330746,66356,59604,36638,38328,2349,129,88,7694,623892
3_6,72000,485976,340560,67752,55522,36634,38328,2349,129,88,6964,606002
3_7,81600,497558,341289,68130,61229,36634,38328,2349,129,88,6918,578052
3_8,87360,506932,342126,68508,59448,36634,38328,2349,129,88,6893,563509
3_9,87360,506932,341802,68508,59448,36634,38328,2349,129,88,6878,563848
3_T,103680,517146,337415,68606,47825,36634,38324,2349,129,88,6974,553134
3_J,106560,520074,337415,68606,47825,36634,38324,2349,129,88,7203,547097
3_Q,204480,597236,328117,58474,47314,36859,20676,1400,129,88,28414,389117
3_K,105600,483566,322663,68792,49846,36634,37634,2349,129,88,7599,597404
3_A,190080,585428,256738,53740,49095,36859,20277,990,129,88,102312,416568
4_4,0,282240,322769,44082,57954,33794,39150,2390,129,88,7263,922445
4_5,69120,457720,327342,65792,59604,36638,38328,2349,129,88,7295,647899
4_6,66240,472096,337156,67188,55522,36634,38328,2349,129,88,6565,630009
4_7,75840,483678,337885,67566,61229,36634,38328,2349,129,88,6519,602059
4_8,81600,493052,338722,67944,59448,36634,38328,2349,129,88,6494,587516
4_9,87360,506932,341046,68508,59448,36634,38328,2349,129,88,6657,564825
4_T,100800,514218,336659,68606,47825,36634,38324,2349,129,88,6513,560159
4_J,103680,517146,336659,68606,47825,36634,38324,2349,129,88,6742,554122
4_Q,200640,594548,325984,58474,47314,36859,20676,1400,129,88,27935,398257
4_K,102720,480638,321907,68792,49846,36634,37634,2349,129,88,7138,604429
4_A,186240,582740,255610,53740,49095,36859,20277,990,129,88,100828,425708
5_5,0,280800,314705,44082,57954,33794,39102,2390,129,88,6317,932943
5_6,60480,458216,333860,66624,55522,36634,38328,2349,129,88,6250,653824
5_7,70080,469798,334589,67002,61229,36634,38328,2349,129,88,6204,625874
5_8,75840,479172,335426,67380,59448,36634,38328,2349,129,88,6179,611331
5_9,81600,493052,337750,67944,59448,36634,38328,2349,129,88,6342,588640
5_T,100800,514218,336011,68606,47825,36634,38324,2349,129,88,6376,560944
5_J,100800,514218,336011,68606,47825,36634,38324,2349,129,88,6365,560955
5_Q,196800,591860,323959,58474,47314,36859,20676,1400,129,88,27540,407205
5_K,99840,477710,321259,68792,49846,36634,37634,2349,129,88,6761,611262
5_A,182400,580052,254482,53740,49095,36859,20277,990,129,88,99536,434656
6_6,0,283680,309172,44268,54710,33784,39054,2390,129,88,5121,939908
6_7,64320,461144,332780,66624,55522,36634,38328,2349,129,88,5404,648982
6_8,70080,470518,333617,67002,53741,36634,38328,2349,129,88,5379,634439
6_9,75840,484398,335941,67566,53741,36634,38328,2349,129,88,5542,611748
6_T,95040,505564,334202,68228,42118,36634,38324,2349,129,88,5576,584052
6_J,100800,519444,336850,68792,42118,36634,38324,2349,129,88,5743,561033
6_Q,192960,594034,323243,58660,41607,36859,20676,1400,129,88,26660,415988
6_K,96960,480008,322098,68978,44139,36634,37634,2349,129,88,5899,617388
6_A,192960,594034,255113,54180,49095,36859,20277,990,129,88,92592,415987
7_7,0,283680,303412,44268,62198,33784,39006,2390,129,88,5077,938272
7_8,64320,461144,331916,66624,61229,36634,38328,2349,129,88,5333,644210
7_9,70080,475024,334240,67188,61229,36634,38328,2349,129,88,5496,621519
7_T,85440,493982,332501,67850,49606,36634,38324,2349,129,88,5530,599871
7_J,91200,507862,335149,68414,49606,36634,38324,2349,129,88,5697,576852
7_Q,192960,594034,321434,58660,49095,36859,20676,1400,129,88,26596,410373
7_K,96960,480008,321666,68978,51627,36634,37634,2349,129,88,5853,610378
7_A,192960,594034,253985,54180,49095,36859,20277,990,129,88,99335,410372
8_8,0,281520,297425,44082,57954,33794,38958,2390,129,88,4959,951005
8_9,72960,465332,324833,65978,59604,36638,38328,2349,129,88,5579,640486
8_T,88320,484290,323094,66640,47981,36638,38324,2349,129,88,5613,618838
8_J,94080,498170,325742,67204,47981,36638,38324,2349,129,88,5780,595819
8_Q,187200,582740,317542,58220,49095,36859,20676,1400,129,88,24834,433521
8_K,99840,482394,321342,68978,49784,36634,37634,2349,129,88,6068,607064
8_A,196800,592580,251656,53994,47314,36859,20277,990,129,88,98781,412836
9_9,0,282960,293969,44082,57954,33804,38910,2390,129,88,5217,952801
9_T,91200,473166,317328,65384,47981,36642,38324,2349,129,88,5838,633875
9_J,96960,487046,319976,65948,47981,36642,38324,2349,129,88,6005,610856
9_Q,191040,585428,315949,58220,49095,36859,20676,1400,129,88,25041,428379
9_K,102720,471270,315576,67722,49784,36638,37634,2349,129,88,6293,622101
9_A,200640,595268,250528,53994,47314,36859,20277,990,129,88,98523,407694
T_T,0,289440,288720,44268,29996,33822,38854,2390,129,88,5217,979380
T_J,99840,493768,299278,65876,37196,36650,38320,2349,129,88,6135,632675
T_Q,194880,569202,304579,56778,39134,36862,20673,1400,129,88,23596,464983
T_K,105600,477992,295037,67650,38999,36646,37630,2349,129,88,6423,643761
T_A,223680,592818,240091,52678,37353,36862,20274,990,129,88,97263,410078
J_J,0,290880,287568,44268,29996,33822,38806,2390,129,88,5483,978874
J_Q,198720,571890,303451,56778,39134,36862,20673,1400,129,88,23807,459372
J_K,108480,480920,295037,67650,38999,36646,37630,2349,129,88,6652,637724
J_A,227520,595506,238963,52678,37353,36862,20274,990,129,88,97474,404467
Q_Q,0,230400,143208,30504,48624,35518,16182,1441,129,88,21155,1185055
Q_K,212160,588560,304514,57218,39134,36862,20664,1400,129,88,18130,433445
Q_A,0,0,0,0,0,36994,0,0,129,88,1637882,37211
K_K,0,149760,184484,44454,34720,33812,33370,2389,129,88,5855,1223243
K_A,0,130320,151672,26992,39374,36862,19197,990,129,88,78598,1228082
A_A,0,0,0,30504,48624,35518,8040,990,129,88,21208,1567203
