type,vs_Hand,Highest_Card_Wins,Pair_Wins,Two_Pair_Wins,Three_of_a_Kind_Wins,Straight_Wins,Flush_Wins,Full_House_Wins,Four_of_a_Kind_Wins,Straight_Flush_Wins,Royal_Flush_Wins,Draws,Loses,Equity_%,Draws_%,Loses_%
1s,2_3,0,444408,537732,193588,37480,25698,147060,15454,344,88,10351,300101,81.87,0.6,17.53
1s,2_4,0,439384,536340,193106,37480,25656,147048,15454,344,88,10162,307242,81.46,0.59,17.94
1s,2_5,0,439384,536340,193106,37480,25656,147036,15454,344,88,10162,307254,81.46,0.59,17.94
1s,2_6,0,457868,545925,193588,36002,25899,147051,15455,301,88,9503,280624,83.06,0.55,16.39
1s,2_7,0,474740,555510,193588,34524,26141,147066,15456,258,88,9556,255377,84.53,0.56,14.91
1s,2_8,0,476392,556074,190430,33046,26184,147054,15456,215,88,9448,257917,84.39,0.55,15.06
1s,2_9,0,483068,558030,187754,31568,26269,147042,15456,172,88,9529,253328,84.65,0.56,14.79
1s,2_J,0,357984,437400,187754,31568,18212,141360,15179,216,44,8851,513736,69.48,0.52,30.0
1s,2_Q,0,352772,436008,190912,33046,18212,141360,15179,259,44,8560,515952,69.37,0.5,30.13
1s,2_K,0,347560,434616,194070,34524,18212,141360,15179,302,44,8377,518060,69.26,0.49,30.26
1s,2_A,0,329788,425031,194070,36002,18212,141333,15178,345,44,8141,544160,67.75,0.48,31.78
1s,3_4,0,423264,527319,189948,37480,25456,147009,15453,344,88,10001,335942,79.8,0.58,19.62
1s,3_5,0,423264,527319,189948,37480,25456,146997,15453,344,88,10001,335954,79.8,0.58,19.62
1s,3_6,0,441748,536904,190430,36002,25699,147012,15454,301,88,9342,309324,81.39,0.55,18.06
1s,3_7,0,458620,546489,190430,34524,25941,147027,15455,258,88,9395,284077,82.86,0.55,16.59
1s,3_8,0,476392,556074,190430,33046,26184,147042,15456,215,88,9448,257929,84.38,0.55,15.06
1s,3_9,0,478044,556638,187272,31568,26227,147030,15456,172,88,9340,260469,84.24,0.55,15.21
1s,3_J,0,353672,436008,187272,31568,18212,141348,15179,216,44,8662,520123,69.12,0.51,30.38
1s,3_Q,0,348460,434616,190430,33046,18212,141348,15179,259,44,8371,522339,69.01,0.49,30.51
1s,3_K,0,343248,433224,193588,34524,18212,141348,15179,302,44,8188,524447,68.89,0.48,30.63
1s,3_A,0,325476,423639,193588,36002,18212,141321,15178,345,44,7952,550547,67.38,0.46,32.15
1s,4_5,0,407144,518298,186790,37480,25256,146958,15452,344,88,9840,364654,78.13,0.57,21.3
