,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,3_T,2o,72.41,5.47,22.11
1,3_8,2o,72.24,5.03,22.73
2,3_9,2o,72.17,5.43,22.4
3,3_T,1o,71.95,5.63,22.42
4,3_8,1o,71.74,5.18,23.08
5,3_9,1o,71.69,5.58,22.73
6,3_7,2o,70.93,4.93,24.14
7,2_3,2o,70.92,5.57,23.52
8,3_7,1o,70.4,5.1,24.51
9,2_3,1o,70.4,5.71,23.88
10,3_6,2o,69.94,4.84,25.23
11,3_6,1o,69.38,5.01,25.61
12,3_4,2o,68.56,5.17,26.27
13,3_5,2o,68.16,5.15,26.69
14,3_T,sdifferent,68.16,5.3,26.54
15,3_4,1o,67.98,5.36,26.65
16,3_8,sdifferent,67.98,4.89,27.14
17,3_9,sdifferent,67.92,5.25,26.82
18,3_5,1o,67.57,5.35,27.08
19,2_3,sdifferent,66.77,5.41,27.82
20,3_7,sdifferent,66.75,4.81,28.44
21,3_6,sdifferent,65.81,4.74,29.45
22,2_T,2o,65.25,1.4,33.35
23,2_7,2o,65.17,1.4,33.43
24,2_9,2o,65.06,1.38,33.57
25,2_T,1o,64.78,1.44,33.78
26,2_8,2o,64.76,1.38,33.85
27,2_7,1o,64.71,1.43,33.86
28,2_T,1o,64.7,1.48,33.82
29,2_9,1o,64.59,1.41,34.0
30,2_7,1o,64.59,1.48,33.93
31,3_4,sdifferent,64.55,5.06,30.39
32,2_9,1o,64.49,1.46,34.05
33,2_6,2o,64.47,1.4,34.12
34,2_T,ssame,64.42,1.52,34.06
35,2_7,ssame,64.31,1.52,34.16
36,2_8,1o,64.29,1.42,34.29
37,2_9,ssame,64.21,1.5,34.29
38,2_8,1o,64.17,1.47,34.36
39,3_5,sdifferent,64.17,5.04,30.78
40,2_6,1o,63.99,1.44,34.57
41,2_6,1o,63.88,1.49,34.64
42,2_8,ssame,63.88,1.51,34.61
43,2_6,ssame,63.58,1.52,34.9
44,2_4,2o,63.36,1.45,35.19
45,2_5,2o,62.99,1.43,35.58
46,2_4,1o,62.84,1.49,35.67
47,2_4,1o,62.76,1.52,35.71
48,2_5,1o,62.47,1.47,36.06
49,2_4,ssame,62.42,1.56,36.02
50,2_5,1o,62.39,1.51,36.1
51,2_5,ssame,62.04,1.55,36.41
52,4_9,2o,61.56,1.33,37.11
53,4_T,2o,61.43,1.34,37.22
54,2_T,sdifferent,61.25,1.35,37.39
55,2_7,sdifferent,61.16,1.35,37.49
56,2_9,sdifferent,61.07,1.33,37.6
57,4_9,1o,60.92,1.4,37.67
58,4_9,1o,60.91,1.42,37.67
59,4_T,1o,60.8,1.43,37.77
60,4_T,1o,60.79,1.42,37.79
61,2_8,sdifferent,60.78,1.34,37.88
62,5_T,2o,60.52,2.21,37.27
63,2_6,sdifferent,60.51,1.35,38.14
64,4_9,ssame,60.46,1.49,38.04
65,4_T,ssame,60.35,1.5,38.15
66,5_9,2o,60.32,1.32,38.37
67,4_8,2o,60.12,1.34,38.54
68,5_T,1o,59.88,2.3,37.82
69,5_T,1o,59.87,2.29,37.84
70,5_9,1o,59.65,1.4,38.95
71,5_9,1o,59.65,1.39,38.95
72,4_7,2o,59.52,1.35,39.14
73,2_4,sdifferent,59.49,1.4,39.11
74,4_8,1o,59.44,1.41,39.15
75,4_8,1o,59.43,1.43,39.14
76,5_T,ssame,59.42,2.39,38.19
77,2_5,sdifferent,59.15,1.38,39.46
78,5_9,ssame,59.13,1.48,39.39
79,4_6,2o,58.99,1.35,39.66
80,4_8,ssame,58.89,1.5,39.61
81,5_8,2o,58.87,1.32,39.8
82,4_7,1o,58.84,1.42,39.74
83,4_7,1o,58.82,1.43,39.75
84,4_6,1o,58.31,1.42,40.27
85,6_9,2o,58.29,2.11,39.6
86,4_6,1o,58.29,1.44,40.28
87,4_7,ssame,58.28,1.5,40.22
88,5_7,2o,58.27,1.33,40.4
89,5_8,1o,58.17,1.41,40.42
90,5_8,1o,58.16,1.41,40.42
91,6_T,2o,57.95,2.72,39.33
92,5_6,2o,57.75,1.33,40.92
93,4_6,ssame,57.73,1.51,40.77
94,6_8,2o,57.73,1.29,40.98
95,4_5,2o,57.72,1.38,40.9
96,4_9,sdifferent,57.71,1.32,40.97
97,4_T,sdifferent,57.6,1.33,41.06
98,6_9,1o,57.6,2.2,40.19
99,5_7,1o,57.58,1.41,41.02
100,6_9,1o,57.58,2.2,40.22
101,5_7,1o,57.55,1.42,41.03
102,5_8,ssame,57.55,1.49,40.96
103,6_7,2o,57.41,1.29,41.3
104,6_T,1o,57.28,2.82,39.9
105,6_T,1o,57.25,2.81,39.94
106,5_6,1o,57.04,1.41,41.54
107,5_6,1o,57.02,1.42,41.56
108,4_5,1o,57.01,1.45,41.54
109,4_5,1o,57.01,1.46,41.53
110,6_8,1o,57.01,1.38,41.62
111,6_8,1o,56.99,1.37,41.64
112,6_9,ssame,56.98,2.29,40.73
113,5_7,ssame,56.94,1.49,41.57
114,5_T,sdifferent,56.76,2.14,41.1
115,6_T,ssame,56.72,2.91,40.37
116,6_7,1o,56.68,1.38,41.95
117,6_7,1o,56.68,1.38,41.94
118,5_9,sdifferent,56.56,1.31,42.12
119,4_5,ssame,56.42,1.53,42.05
120,5_6,ssame,56.39,1.5,42.11
121,4_8,sdifferent,56.35,1.33,42.31
122,6_8,ssame,56.3,1.46,42.24
123,6_7,ssame,55.98,1.46,42.56
124,4_7,sdifferent,55.81,1.33,42.85
125,7_9,2o,55.62,2.62,41.76
126,7_8,2o,55.53,2.08,42.39
127,4_6,sdifferent,55.33,1.34,43.33
128,5_8,sdifferent,55.21,1.32,43.47
129,7_T,2o,54.93,3.03,42.04
130,7_9,1o,54.89,2.72,42.39
131,7_9,1o,54.87,2.71,42.42
132,7_8,1o,54.77,2.17,43.06
133,7_8,1o,54.75,2.17,43.08
134,6_9,sdifferent,54.68,2.05,43.27
135,5_7,sdifferent,54.67,1.32,44.0
136,6_T,sdifferent,54.37,2.61,43.01
137,7_T,1o,54.22,3.13,42.65
138,7_9,ssame,54.21,2.81,42.98
139,5_6,sdifferent,54.19,1.33,44.48
140,7_T,1o,54.18,3.12,42.7
141,4_5,sdifferent,54.17,1.36,44.46
142,6_8,sdifferent,54.15,1.29,44.56
143,7_8,ssame,54.01,2.26,43.73
144,6_7,sdifferent,53.86,1.29,44.85
145,7_T,ssame,53.6,3.22,43.18
146,8_9,2o,52.66,2.84,44.49
147,7_9,sdifferent,52.2,2.52,45.28
148,7_8,sdifferent,52.1,2.02,45.88
149,8_9,1o,51.88,2.94,45.18
150,8_9,1o,51.86,2.94,45.2
151,8_T,2o,51.8,3.04,45.17
152,7_T,sdifferent,51.57,2.9,45.53
153,8_9,ssame,51.14,3.04,45.82
154,8_T,1o,51.03,3.14,45.83
155,8_T,1o,50.99,3.14,45.87
156,8_T,ssame,50.35,3.24,46.42
157,8_9,sdifferent,49.45,2.73,47.83
158,9_T,2o,48.94,3.1,47.97
159,8_T,sdifferent,48.65,2.91,48.44
