,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,4_K,2o,75.82,2.39,21.79
1,2_4,2o,75.47,2.34,22.19
2,4_Q,2o,75.47,2.38,22.15
3,4_K,1o,75.37,2.51,22.13
4,4_9,2o,75.26,1.96,22.78
5,4_J,2o,75.12,2.37,22.51
6,2_4,1o,75.08,2.44,22.48
7,4_Q,1o,75.0,2.5,22.5
8,4_T,2o,74.77,2.36,22.87
9,4_9,1o,74.77,2.08,23.15
10,4_J,1o,74.65,2.49,22.87
11,4_T,1o,74.29,2.48,23.23
12,3_4,2o,73.92,2.21,23.87
13,4_8,2o,73.84,1.85,24.31
14,3_4,1o,73.5,2.34,24.16
15,4_8,1o,73.33,1.99,24.68
16,4_7,2o,72.78,1.76,25.46
17,4_7,1o,72.26,1.91,25.83
18,4_5,2o,71.43,2.05,26.53
19,4_K,sdifferent,71.43,2.31,26.27
20,4_6,2o,71.38,1.76,26.87
21,2_4,sdifferent,71.2,2.26,26.54
22,4_Q,sdifferent,71.1,2.3,26.6
23,4_5,1o,70.95,2.22,26.83
24,4_9,sdifferent,70.89,1.92,27.19
25,4_6,1o,70.82,1.92,27.26
26,4_J,sdifferent,70.78,2.29,26.93
27,4_T,sdifferent,70.46,2.28,27.26
28,3_4,sdifferent,69.75,2.17,28.07
29,4_8,sdifferent,69.58,1.83,28.59
30,2_3,2o,68.79,0.63,30.59
31,4_7,sdifferent,68.6,1.76,29.64
32,2_3,1o,68.43,0.69,30.89
33,2_3,1o,68.41,0.67,30.92
34,2_3,ssame,68.2,0.72,31.08
35,4_5,sdifferent,67.4,2.05,30.55
36,4_6,sdifferent,67.29,1.77,30.94
37,2_K,2o,67.15,0.56,32.3
38,3_K,2o,67.02,0.53,32.45
39,2_7,2o,66.86,0.53,32.61
40,2_Q,2o,66.83,0.54,32.63
41,2_K,1o,66.76,0.59,32.65
42,3_Q,2o,66.7,0.51,32.78
43,3_K,1o,66.64,0.58,32.77
44,2_K,1o,66.58,0.64,32.78
45,2_J,2o,66.52,0.53,32.95
46,2_7,1o,66.47,0.57,32.96
47,3_K,1o,66.45,0.61,32.94
48,2_Q,1o,66.44,0.58,32.98
49,3_8,2o,66.44,0.5,33.07
50,3_J,2o,66.39,0.5,33.11
51,2_K,ssame,66.37,0.68,32.95
52,3_Q,1o,66.32,0.57,33.11
53,2_7,1o,66.3,0.62,33.08
54,2_9,2o,66.29,0.53,33.18
55,2_8,2o,66.27,0.52,33.21
56,2_Q,1o,66.25,0.63,33.12
57,3_K,ssame,66.25,0.67,33.08
58,2_T,2o,66.21,0.52,33.27
59,3_9,2o,66.17,0.5,33.34
60,2_J,1o,66.12,0.57,33.31
61,3_Q,1o,66.12,0.6,33.28
62,2_7,ssame,66.09,0.66,33.25
63,3_T,2o,66.09,0.49,33.42
64,3_8,1o,66.05,0.55,33.4
65,2_Q,ssame,66.04,0.67,33.29
66,3_J,1o,66.0,0.56,33.44
67,2_6,2o,65.99,0.55,33.46
68,2_J,1o,65.93,0.62,33.45
69,3_Q,ssame,65.92,0.66,33.42
70,2_9,1o,65.89,0.56,33.55
71,2_8,1o,65.86,0.55,33.58
72,3_8,1o,65.85,0.59,33.56
73,2_T,1o,65.81,0.56,33.64
74,3_J,1o,65.81,0.59,33.61
75,3_9,1o,65.77,0.55,33.67
76,2_J,ssame,65.72,0.66,33.63
77,3_T,1o,65.69,0.55,33.76
78,2_8,1o,65.68,0.61,33.71
79,2_9,1o,65.68,0.62,33.7
80,3_8,ssame,65.64,0.65,33.71
81,3_7,2o,65.63,0.51,33.86
82,2_T,1o,65.62,0.61,33.77
83,3_J,ssame,65.6,0.65,33.76
84,2_6,1o,65.57,0.58,33.84
85,3_9,1o,65.56,0.59,33.86
