,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_7,2o,73.42,6.04,20.54
1,2_7,1o,72.96,6.16,20.88
2,3_7,2o,71.88,5.88,22.24
3,3_7,1o,71.38,6.04,22.58
4,7_T,2o,71.03,5.24,23.73
5,7_T,1o,70.61,5.4,23.99
6,4_7,2o,70.34,5.74,23.92
7,4_7,1o,69.82,5.92,24.26
8,7_9,2o,69.7,5.1,25.2
9,7_9,1o,69.25,5.27,25.49
10,6_7,2o,69.13,5.52,25.34
11,2_7,sdifferent,69.1,5.82,25.08
12,5_7,2o,68.81,5.59,25.6
13,6_7,1o,68.59,5.73,25.68
14,7_8,2o,68.38,5.0,26.62
15,2_6,2o,68.31,1.35,30.34
16,5_7,1o,68.26,5.8,25.94
17,2_6,1o,67.94,1.43,30.63
18,2_6,1o,67.9,1.39,30.71
19,7_8,1o,67.88,5.19,26.93
20,3_7,sdifferent,67.67,5.7,26.63
21,2_6,ssame,67.66,1.47,30.87
22,2_3,2o,67.42,1.42,31.17
23,2_3,1o,67.01,1.48,31.51
24,2_3,1o,67.0,1.46,31.55
25,2_4,2o,66.93,1.39,31.68
26,7_T,sdifferent,66.93,5.12,27.95
27,3_6,2o,66.87,1.32,31.81
28,2_5,2o,66.72,1.38,31.91
29,2_3,ssame,66.67,1.51,31.81
30,2_4,1o,66.52,1.47,32.01
31,2_4,1o,66.5,1.43,32.07
32,3_6,1o,66.46,1.4,32.13
33,3_6,1o,66.43,1.38,32.19
34,2_8,2o,66.37,1.34,32.29
35,2_9,2o,66.36,1.34,32.31
36,2_5,1o,66.32,1.46,32.22
37,2_T,2o,66.32,1.35,32.33
38,2_5,1o,66.28,1.41,32.3
39,4_7,sdifferent,66.24,5.59,28.17
40,3_8,2o,66.19,1.32,32.49
41,2_4,ssame,66.17,1.5,32.32
42,3_6,ssame,66.16,1.46,32.38
43,4_9,2o,66.05,1.29,32.66
44,2_5,ssame,65.97,1.49,32.54
45,2_8,1o,65.91,1.42,32.67
46,2_8,1o,65.91,1.37,32.72
47,3_9,2o,65.9,1.31,32.8
48,2_9,1o,65.89,1.37,32.74
49,2_9,1o,65.89,1.42,32.69
50,5_T,2o,65.89,1.29,32.82
51,3_T,2o,65.86,1.33,32.82
52,2_T,1o,65.85,1.44,32.71
53,2_T,1o,65.85,1.39,32.76
54,3_8,1o,65.74,1.37,32.89
55,3_8,1o,65.73,1.4,32.87
56,7_9,sdifferent,65.69,5.0,29.32
57,4_T,2o,65.68,1.3,33.02
58,2_8,ssame,65.63,1.46,32.92
59,2_9,ssame,65.61,1.46,32.94
60,4_9,1o,65.6,1.36,33.04
61,4_9,1o,65.58,1.38,33.04
62,2_T,ssame,65.57,1.48,32.96
63,3_4,2o,65.49,1.37,33.15
64,4_6,2o,65.46,1.3,33.23
65,5_T,1o,65.45,1.37,33.18
66,3_8,ssame,65.45,1.46,33.09
67,3_9,1o,65.43,1.36,33.2
68,5_T,1o,65.42,1.38,33.2
69,3_9,1o,65.42,1.39,33.19
70,3_T,1o,65.39,1.38,33.23
71,3_T,1o,65.38,1.41,33.21
72,4_9,ssame,65.31,1.45,33.24
73,3_5,2o,65.28,1.35,33.37
74,4_T,1o,65.22,1.37,33.4
75,4_T,1o,65.2,1.39,33.41
76,5_T,ssame,65.16,1.46,33.38
77,3_9,ssame,65.14,1.45,33.41
78,6_7,sdifferent,65.11,5.42,29.48
79,3_T,ssame,65.1,1.47,33.43
80,3_4,1o,65.05,1.44,33.51
81,6_T,2o,65.04,1.25,33.7
82,3_4,1o,65.03,1.43,33.54
83,4_6,1o,65.02,1.38,33.59
84,4_6,1o,65.01,1.37,33.62
85,4_8,2o,64.97,1.3,33.74
86,4_T,ssame,64.93,1.46,33.62
87,3_5,1o,64.85,1.43,33.73
88,5_9,2o,64.83,1.28,33.9
89,3_5,1o,64.82,1.41,33.78
90,5_7,sdifferent,64.81,5.48,29.71
91,4_6,ssame,64.69,1.45,33.86
92,3_4,ssame,64.67,1.5,33.84
93,6_T,1o,64.59,1.33,34.08
94,6_T,1o,64.56,1.33,34.11
95,4_8,1o,64.49,1.37,34.14
96,4_8,1o,64.48,1.38,34.14
97,3_5,ssame,64.46,1.49,34.05
98,7_8,sdifferent,64.45,4.92,30.63
99,5_9,1o,64.36,1.36,34.28
100,5_9,1o,64.33,1.36,34.31
101,6_T,ssame,64.28,1.41,34.31
102,2_6,sdifferent,64.21,1.31,34.48
103,4_8,ssame,64.17,1.45,34.38
104,5_6,2o,64.07,1.29,34.65
105,5_9,ssame,64.04,1.44,34.52
106,6_9,2o,63.98,1.23,34.78
107,4_5,2o,63.87,1.33,34.8
108,5_8,2o,63.74,1.28,34.98
109,5_6,1o,63.59,1.36,35.05
110,5_6,1o,63.59,1.37,35.04
111,6_9,1o,63.5,1.31,35.19
112,6_9,1o,63.47,1.32,35.21
113,4_5,1o,63.41,1.41,35.18
114,4_5,1o,63.39,1.4,35.21
115,2_3,sdifferent,63.38,1.36,35.25
116,5_8,1o,63.25,1.36,35.39
117,5_6,ssame,63.23,1.44,35.33
118,5_8,1o,63.23,1.36,35.41
119,6_9,ssame,63.16,1.4,35.44
120,4_5,ssame,62.99,1.48,35.53
121,6_8,2o,62.94,1.24,35.82
122,2_4,sdifferent,62.94,1.35,35.71
123,5_8,ssame,62.9,1.44,35.66
124,3_6,sdifferent,62.88,1.3,35.82
125,2_5,sdifferent,62.76,1.33,35.91
126,6_8,1o,62.43,1.32,36.26
127,6_8,1o,62.41,1.32,36.27
128,2_8,sdifferent,62.32,1.3,36.38
129,2_9,sdifferent,62.31,1.29,36.4
130,2_T,sdifferent,62.27,1.31,36.42
131,3_8,sdifferent,62.17,1.29,36.54
132,6_8,ssame,62.06,1.4,36.54
133,4_9,sdifferent,62.04,1.29,36.67
134,5_T,sdifferent,61.91,1.29,36.8
135,3_9,sdifferent,61.89,1.29,36.82
136,3_T,sdifferent,61.86,1.3,36.84
137,4_T,sdifferent,61.7,1.3,37.0
138,3_4,sdifferent,61.6,1.34,37.06
139,4_6,sdifferent,61.58,1.29,37.13
140,3_5,sdifferent,61.42,1.32,37.26
141,6_T,sdifferent,61.13,1.26,37.62
142,4_8,sdifferent,61.04,1.29,37.68
143,5_9,sdifferent,60.92,1.28,37.8
144,5_6,sdifferent,60.28,1.28,38.44
145,6_9,sdifferent,60.14,1.24,38.62
146,4_5,sdifferent,60.12,1.32,38.56
147,5_8,sdifferent,59.91,1.28,38.81
148,6_8,sdifferent,59.17,1.24,39.59
149,8_9,2o,58.74,1.24,40.02
150,8_9,1o,58.09,1.32,40.59
151,8_9,1o,58.09,1.32,40.59
152,8_9,ssame,57.58,1.4,41.02
153,8_9,sdifferent,55.15,1.25,43.61
154,8_T,2o,53.53,7.35,39.12
155,2_J,2o,53.08,26.38,20.54
156,8_T,1o,52.84,7.49,39.67
157,8_T,1o,52.84,7.49,39.67
158,6_J,2o,52.79,25.93,21.28
159,3_J,2o,52.64,26.24,21.11
160,4_J,2o,52.52,26.13,21.36
161,5_J,2o,52.41,26.06,21.54
162,2_J,1o,52.37,26.75,20.88
163,8_T,ssame,52.31,7.62,40.07
