,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_6,2o,72.02,6.02,21.95
1,2_6,1o,71.52,6.16,22.31
2,6_T,2o,70.97,5.4,23.63
3,6_T,1o,70.49,5.55,23.96
4,3_6,2o,70.48,5.87,23.65
5,3_6,1o,69.95,6.04,24.0
6,6_9,2o,69.64,5.25,25.1
7,6_9,1o,69.13,5.42,25.45
8,4_6,2o,68.95,5.72,25.33
9,4_6,1o,68.39,5.92,25.69
10,6_8,2o,68.33,5.16,26.52
11,2_6,sdifferent,67.8,5.82,26.39
12,6_8,1o,67.77,5.34,26.89
13,5_6,2o,67.42,5.58,27.0
14,6_7,2o,67.33,5.06,27.61
15,5_6,1o,66.83,5.81,27.37
16,6_T,sdifferent,66.82,5.25,27.92
17,2_3,2o,66.79,1.42,31.79
18,6_7,1o,66.74,5.26,28.0
19,2_4,2o,66.58,1.4,32.02
20,2_5,2o,66.42,1.38,32.2
21,2_3,1o,66.37,1.48,32.15
22,3_6,sdifferent,66.36,5.71,27.93
23,2_3,1o,66.35,1.46,32.19
24,2_4,1o,66.16,1.47,32.37
25,2_4,1o,66.13,1.44,32.43
26,2_3,ssame,66.05,1.52,32.43
27,2_5,1o,66.01,1.46,32.53
28,2_5,1o,65.97,1.42,32.61
29,2_4,ssame,65.84,1.51,32.66
30,2_5,ssame,65.69,1.5,32.82
31,6_9,sdifferent,65.58,5.13,29.29
32,2_7,2o,65.56,1.35,33.09
33,3_8,2o,65.36,1.32,33.33
34,4_9,2o,65.21,1.29,33.5
35,2_8,2o,65.21,1.34,33.46
36,2_9,2o,65.19,1.34,33.48
37,3_4,2o,65.17,1.37,33.46
38,2_T,2o,65.15,1.35,33.5
39,2_7,1o,65.08,1.38,33.53
40,5_T,2o,65.05,1.29,33.66
41,2_7,1o,65.02,1.43,33.55
42,3_5,2o,65.01,1.35,33.63
43,3_9,2o,65.0,1.31,33.69
44,3_T,2o,64.96,1.32,33.71
45,4_6,sdifferent,64.93,5.59,29.47
46,3_8,1o,64.89,1.37,33.74
47,4_T,2o,64.84,1.3,33.86
48,3_8,1o,64.81,1.4,33.79
49,4_9,1o,64.75,1.36,33.89
50,2_7,ssame,64.73,1.47,33.8
51,2_8,1o,64.72,1.37,33.9
52,3_4,1o,64.72,1.44,33.84
53,2_9,1o,64.7,1.37,33.93
54,3_4,1o,64.7,1.43,33.87
55,4_9,1o,64.66,1.38,33.96
56,2_T,1o,64.66,1.39,33.95
57,2_8,1o,64.66,1.42,33.92
58,2_9,1o,64.64,1.42,33.94
59,5_T,1o,64.6,1.37,34.03
60,2_T,1o,64.6,1.44,33.96
61,3_5,1o,64.57,1.43,34.0
62,3_5,1o,64.54,1.41,34.05
63,3_8,ssame,64.53,1.46,34.01
64,3_9,1o,64.53,1.36,34.11
65,5_T,1o,64.5,1.38,34.12
66,3_T,1o,64.49,1.38,34.13
67,3_9,1o,64.45,1.39,34.16
68,3_T,1o,64.41,1.41,34.18
69,4_9,ssame,64.39,1.45,34.16
70,2_8,ssame,64.37,1.46,34.18
71,4_T,1o,64.37,1.37,34.26
72,3_4,ssame,64.36,1.5,34.14
73,6_8,sdifferent,64.35,5.05,30.6
74,2_9,ssame,64.34,1.46,34.2
75,3_7,2o,64.33,1.32,34.35
76,2_T,ssame,64.3,1.48,34.22
77,4_T,1o,64.28,1.39,34.33
78,5_T,ssame,64.24,1.46,34.31
79,3_5,ssame,64.21,1.49,34.3
80,3_9,ssame,64.16,1.45,34.39
81,4_8,2o,64.13,1.3,34.57
82,3_T,ssame,64.12,1.47,34.41
83,4_T,ssame,64.0,1.46,34.54
84,5_9,2o,63.99,1.28,34.74
85,3_7,1o,63.83,1.38,34.79
86,3_7,1o,63.76,1.4,34.83
87,4_8,1o,63.64,1.36,34.99
88,4_5,2o,63.61,1.33,35.06
89,4_8,1o,63.56,1.38,35.06
90,5_9,1o,63.51,1.35,35.14
91,5_6,sdifferent,63.51,5.48,31.01
92,3_7,ssame,63.45,1.46,35.09
93,5_9,1o,63.41,1.36,35.23
94,6_7,sdifferent,63.41,4.98,31.61
95,4_8,ssame,63.26,1.45,35.3
96,4_5,1o,63.13,1.41,35.46
97,5_9,ssame,63.12,1.44,35.44
98,4_5,1o,63.11,1.4,35.48
99,4_7,2o,63.1,1.3,35.6
100,5_8,2o,62.91,1.28,35.81
101,2_3,sdifferent,62.79,1.37,35.84
102,4_5,ssame,62.74,1.48,35.78
103,2_4,sdifferent,62.6,1.35,36.05
104,4_7,1o,62.58,1.37,36.05
105,4_7,1o,62.51,1.38,36.11
106,2_5,sdifferent,62.47,1.33,36.2
107,5_8,1o,62.4,1.36,36.24
108,5_8,1o,62.31,1.36,36.32
109,4_7,ssame,62.17,1.45,36.38
110,5_8,ssame,61.98,1.44,36.58
111,5_7,2o,61.88,1.28,36.84
112,2_7,sdifferent,61.53,1.3,37.16
113,5_7,1o,61.35,1.36,37.29
114,3_8,sdifferent,61.35,1.29,37.35
115,3_4,sdifferent,61.3,1.34,37.36
116,5_7,1o,61.26,1.37,37.37
117,4_9,sdifferent,61.22,1.28,37.49
118,2_8,sdifferent,61.21,1.29,37.5
119,2_9,sdifferent,61.19,1.29,37.52
120,3_5,sdifferent,61.16,1.33,37.51
121,2_T,sdifferent,61.15,1.31,37.54
122,5_T,sdifferent,61.09,1.29,37.62
123,3_9,sdifferent,61.03,1.29,37.69
124,3_T,sdifferent,60.99,1.3,37.71
125,5_7,ssame,60.9,1.44,37.66
126,4_T,sdifferent,60.88,1.3,37.82
127,3_7,sdifferent,60.39,1.3,38.31
128,4_8,sdifferent,60.22,1.29,38.49
129,5_9,sdifferent,60.1,1.28,38.62
130,4_5,sdifferent,59.86,1.32,38.82
131,4_7,sdifferent,59.26,1.29,39.45
132,5_8,sdifferent,59.1,1.28,39.62
133,7_9,2o,58.85,1.23,39.91
134,7_9,1o,58.17,1.31,40.52
135,7_9,1o,58.17,1.32,40.52
136,5_7,sdifferent,58.14,1.28,40.58
137,7_8,2o,57.99,1.23,40.77
138,7_9,ssame,57.65,1.4,40.95
139,7_8,1o,57.29,1.32,41.39
140,7_8,1o,57.29,1.32,41.4
