,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_2,2o,48.6,3.5,47.89
1,2_4,2o,48.37,19.91,31.72
2,2_2,1o,48.33,3.54,48.13
3,2_4,1o,47.84,20.14,32.03
4,2_4,1o,47.82,20.17,32.02
5,2_4,ssame,47.4,20.4,32.21
6,2_K,2o,46.63,0.81,52.56
7,2_Q,2o,46.54,1.05,52.4
8,2_J,2o,46.46,1.43,52.11
9,2_9,2o,46.12,3.09,50.78
10,2_7,2o,46.06,7.76,46.19
11,2_T,2o,46.06,2.02,51.92
12,2_K,1o,46.06,0.85,53.09
13,2_Q,1o,45.98,1.09,52.93
14,2_J,1o,45.9,1.46,52.64
15,2_8,2o,45.88,4.85,49.27
16,2_4,sdifferent,45.85,18.41,35.74
17,2_3,2o,45.74,33.76,20.5
18,2_A,2o,45.73,0.6,53.67
19,2_9,1o,45.55,3.14,51.31
20,2_7,1o,45.49,7.84,46.67
21,2_T,1o,45.48,2.06,52.46
22,2_K,1o,45.31,0.89,53.8
23,2_8,1o,45.3,4.91,49.79
24,2_Q,1o,45.23,1.14,53.64
25,2_6,2o,45.16,12.47,42.37
26,2_J,1o,45.14,1.51,53.34
27,2_A,1o,45.13,0.63,54.23
28,2_3,1o,45.03,34.29,20.68
29,3_4,2o,44.91,33.36,21.73
30,2_7,1o,44.81,7.9,47.29
31,2_9,1o,44.81,3.2,51.99
32,2_T,1o,44.73,2.11,53.16
33,2_6,1o,44.56,12.61,42.83
34,2_8,1o,44.56,4.96,50.47
35,2_A,1o,44.43,0.67,54.9
36,3_4,1o,44.26,33.9,21.84
37,2_K,sdifferent,43.96,0.8,55.23
38,2_6,1o,43.93,12.66,43.41
39,2_Q,sdifferent,43.89,1.03,55.08
40,2_J,sdifferent,43.81,1.38,54.8
41,2_7,sdifferent,43.52,7.24,49.24
42,2_9,sdifferent,43.51,2.94,53.55
43,2_T,sdifferent,43.44,1.94,54.62
44,2_8,sdifferent,43.29,4.56,52.15
45,2_3,sdifferent,43.24,31.86,24.9
46,2_A,sdifferent,43.15,0.6,56.25
47,4_K,2o,42.89,0.76,56.34
48,4_Q,2o,42.81,1.0,56.18
49,4_J,2o,42.73,1.37,55.89
50,2_6,sdifferent,42.71,11.58,45.71
51,4_9,2o,42.68,3.05,54.26
52,3_4,sdifferent,42.52,31.48,26.0
53,4_T,2o,42.33,1.97,55.7
54,4_K,1o,42.25,0.83,56.92
55,4_Q,1o,42.16,1.07,56.77
56,4_J,1o,42.08,1.44,56.48
57,4_9,1o,42.03,3.13,54.84
58,4_A,2o,41.79,0.55,57.66
59,4_T,1o,41.67,2.04,56.29
60,4_8,2o,41.55,4.81,53.64
61,4_K,1o,41.5,0.84,57.66
62,2_K,ssame,41.49,0.93,57.58
63,4_Q,1o,41.42,1.09,57.5
64,2_Q,ssame,41.41,1.17,57.42
65,4_J,1o,41.33,1.46,57.21
66,2_J,ssame,41.32,1.55,57.13
67,4_9,1o,41.3,3.16,55.55
68,4_A,1o,41.1,0.62,58.29
69,2_9,ssame,40.98,3.24,55.77
70,2_7,ssame,40.95,7.99,51.07
71,4_T,1o,40.92,2.06,57.02
72,2_T,ssame,40.9,2.15,56.95
73,4_8,1o,40.87,4.9,54.23
74,2_8,ssame,40.73,5.02,54.25
75,2_A,ssame,40.57,0.71,58.72
76,4_7,2o,40.49,7.71,51.8
77,4_K,sdifferent,40.46,0.79,58.76
78,4_A,1o,40.41,0.62,58.97
79,9_A,2o,40.38,0.47,59.15
80,K_A,2o,40.38,0.5,59.12
81,4_Q,sdifferent,40.38,1.02,58.6
82,4_J,sdifferent,40.31,1.37,58.33
83,8_K,2o,40.31,0.69,59.0
84,Q_A,2o,40.3,0.48,59.22
85,4_9,sdifferent,40.28,2.93,56.8
86,J_A,2o,40.22,0.47,59.31
87,9_K,2o,40.16,0.68,59.16
88,4_8,1o,40.14,4.92,54.93
89,7_K,2o,40.14,0.69,59.17
90,7_Q,2o,40.14,0.94,58.92
91,6_A,2o,40.1,0.49,59.41
92,8_A,2o,40.06,0.47,59.47
93,2_6,ssame,40.02,12.8,47.18
94,Q_K,2o,40.02,0.69,59.29
95,7_A,2o,39.97,0.48,59.55
96,6_K,2o,39.97,0.69,59.33
97,J_K,2o,39.94,0.68,59.38
98,4_T,sdifferent,39.93,1.92,58.14
99,6_Q,2o,39.89,0.93,59.17
100,6_J,2o,39.89,1.32,58.79
101,8_Q,2o,39.83,0.94,59.23
102,T_A,2o,39.81,0.47,59.72
103,4_7,1o,39.77,7.83,52.4
104,9_Q,2o,39.68,0.92,59.4
105,7_J,2o,39.67,1.32,59.02
106,T_K,2o,39.53,0.67,59.79
107,J_Q,2o,39.46,0.9,59.63
108,4_A,sdifferent,39.44,0.59,59.97
