,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_9,2o,74.71,4.56,20.72
1,2_9,1o,74.28,4.67,21.05
2,3_9,2o,74.25,4.51,21.24
3,4_9,2o,74.15,4.48,21.37
4,3_9,1o,73.8,4.64,21.56
5,4_9,1o,73.69,4.62,21.69
6,5_9,2o,72.61,4.35,23.04
7,9_J,2o,72.42,3.77,23.82
8,5_9,1o,72.12,4.51,23.37
9,9_J,1o,72.05,3.91,24.04
10,7_9,2o,71.76,4.17,24.07
11,6_9,2o,71.48,4.18,24.34
12,7_9,1o,71.25,4.35,24.4
13,9_T,2o,70.98,3.66,25.36
14,6_9,1o,70.98,4.35,24.67
15,9_T,1o,70.59,3.82,25.59
16,2_9,sdifferent,70.37,4.39,25.24
17,8_9,2o,70.22,4.08,25.7
18,3_9,sdifferent,69.93,4.36,25.7
19,4_9,sdifferent,69.83,4.35,25.82
20,2_8,2o,69.77,0.94,29.29
21,8_9,1o,69.75,4.26,25.99
22,3_8,2o,69.73,0.92,29.35
23,2_7,2o,69.68,0.95,29.37
24,2_8,1o,69.47,1.02,29.51
25,3_8,1o,69.43,1.0,29.57
26,2_8,1o,69.39,0.98,29.63
27,3_8,1o,69.34,0.98,29.68
28,2_7,1o,69.32,1.03,29.65
29,2_7,1o,69.3,0.99,29.71
30,2_8,ssame,69.27,1.06,29.67
31,3_8,ssame,69.22,1.06,29.72
32,2_7,ssame,69.13,1.07,29.8
33,2_6,2o,68.45,0.94,30.61
34,4_8,2o,68.44,0.91,30.65
35,5_9,sdifferent,68.4,4.24,27.36
36,3_7,2o,68.37,0.92,30.71
37,9_J,sdifferent,68.29,3.71,28.0
38,4_8,1o,68.12,0.99,30.89
39,2_6,1o,68.06,1.02,30.91
40,2_6,1o,68.05,0.98,30.98
41,4_8,1o,68.03,0.98,30.99
42,3_7,1o,67.99,1.0,31.01
43,3_7,1o,67.96,0.98,31.06
44,4_8,ssame,67.83,1.06,31.11
45,2_6,ssame,67.8,1.06,31.14
46,3_7,ssame,67.72,1.06,31.22
47,7_9,sdifferent,67.59,4.09,28.31
48,2_3,2o,67.56,1.01,31.44
49,2_4,2o,67.51,0.99,31.5
50,2_J,2o,67.47,0.96,31.58
51,2_T,2o,67.39,0.95,31.67
52,6_9,sdifferent,67.35,4.1,28.55
53,6_J,2o,67.15,0.85,32.0
54,3_6,2o,67.14,0.91,31.95
55,2_3,1o,67.14,1.05,31.81
56,2_3,1o,67.14,1.07,31.79
57,4_7,2o,67.14,0.91,31.96
58,3_J,2o,67.1,0.93,31.97
59,2_4,1o,67.09,1.03,31.87
60,2_4,1o,67.09,1.07,31.84
61,2_J,1o,67.06,1.04,31.9
62,4_J,2o,67.06,0.91,32.03
63,2_5,2o,67.02,0.98,32.0
64,3_T,2o,67.02,0.92,32.06
65,2_J,1o,67.02,1.0,31.98
66,5_8,2o,67.01,0.89,32.1
67,2_T,1o,66.99,1.03,31.97
68,4_T,2o,66.98,0.9,32.12
69,9_T,sdifferent,66.96,3.63,29.41
70,2_T,1o,66.94,0.99,32.07
71,5_T,2o,66.81,0.89,32.29
72,2_3,ssame,66.81,1.11,32.08
73,2_J,ssame,66.79,1.08,32.13
74,2_4,ssame,66.76,1.11,32.14
75,4_7,1o,66.74,0.99,32.27
76,6_J,1o,66.74,0.93,32.33
77,3_6,1o,66.73,0.99,32.27
78,6_J,1o,66.72,0.93,32.35
79,2_T,ssame,66.72,1.07,32.21
80,4_7,1o,66.71,0.98,32.32
81,3_6,1o,66.71,0.97,32.32
82,3_J,1o,66.69,1.01,32.3
83,5_8,1o,66.66,0.97,32.37
84,3_J,1o,66.65,0.99,32.36
85,4_J,1o,66.65,0.99,32.36
86,3_T,1o,66.63,1.0,32.38
87,5_J,2o,66.61,0.89,32.49
88,2_5,1o,66.6,1.06,32.34
89,4_J,1o,66.6,0.99,32.41
90,2_5,1o,66.6,1.02,32.38
91,4_T,1o,66.59,0.98,32.43
92,5_8,1o,66.58,0.97,32.45
93,3_T,1o,66.57,0.98,32.46
94,4_T,1o,66.52,0.98,32.5
95,6_J,ssame,66.48,1.01,32.5
96,5_T,1o,66.42,0.98,32.61
97,3_J,ssame,66.41,1.07,32.52
98,4_7,ssame,66.39,1.06,32.55
99,3_6,ssame,66.39,1.05,32.56
100,4_J,ssame,66.37,1.07,32.56
101,5_T,1o,66.36,0.98,32.66
102,3_T,ssame,66.34,1.06,32.6
103,5_8,ssame,66.34,1.05,32.61
104,4_T,ssame,66.3,1.06,32.64
105,2_5,ssame,66.27,1.1,32.64
106,7_J,2o,66.26,0.86,32.88
107,8_9,sdifferent,66.21,4.02,29.77
108,3_4,2o,66.2,0.97,32.83
109,5_J,1o,66.2,0.98,32.83
110,5_J,1o,66.16,0.98,32.87
111,5_T,ssame,66.14,1.06,32.8
112,6_8,2o,65.99,0.84,33.17
113,6_T,2o,65.97,0.84,33.19
114,5_J,ssame,65.91,1.06,33.03
115,4_6,2o,65.9,0.9,33.2
116,7_J,1o,65.83,0.94,33.23
117,7_J,1o,65.81,0.94,33.25
