,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,5_T,2o,73.04,4.52,22.45
1,5_J,2o,73.03,4.92,22.05
2,5_T,1o,72.56,4.66,22.77
3,5_J,1o,72.55,5.08,22.37
4,5_9,2o,71.66,4.42,23.92
5,2_5,2o,71.52,4.98,23.5
6,5_9,1o,71.15,4.58,24.27
7,2_5,1o,71.01,5.13,23.86
8,5_8,2o,70.35,4.32,25.33
9,3_5,2o,69.97,4.83,25.2
10,5_8,1o,69.8,4.5,25.7
11,3_5,1o,69.43,5.02,25.55
12,5_7,2o,69.35,4.22,26.43
13,5_T,sdifferent,68.78,4.38,26.84
14,5_J,sdifferent,68.77,4.75,26.48
15,5_7,1o,68.77,4.42,26.81
16,4_5,2o,68.43,4.69,26.88
17,5_6,2o,67.94,4.12,27.94
18,4_5,1o,67.85,4.91,27.24
19,5_9,sdifferent,67.49,4.3,28.21
20,2_5,sdifferent,67.39,4.81,27.8
21,5_6,1o,67.34,4.33,28.33
22,2_3,2o,67.25,1.08,31.68
23,2_4,2o,67.08,1.05,31.86
24,2_3,1o,66.82,1.14,32.04
25,2_3,1o,66.81,1.12,32.08
26,2_4,1o,66.67,1.13,32.2
27,2_4,1o,66.64,1.09,32.27
28,2_3,ssame,66.56,1.17,32.27
29,2_4,ssame,66.4,1.16,32.44
30,5_8,sdifferent,66.26,4.23,29.52
31,2_7,2o,66.25,1.0,32.75
32,3_5,sdifferent,65.94,4.71,29.35
33,2_J,2o,65.82,0.99,33.19
34,2_7,1o,65.8,1.04,33.17
35,3_8,2o,65.76,0.97,33.27
36,2_7,1o,65.7,1.09,33.22
37,3_J,2o,65.69,0.96,33.35
38,3_4,2o,65.67,1.03,33.3
39,2_8,2o,65.56,0.99,33.45
40,4_J,2o,65.56,0.94,33.5
41,4_9,2o,65.52,0.94,33.53
42,2_9,2o,65.48,0.99,33.53
43,2_7,ssame,65.44,1.12,33.44
44,2_T,2o,65.43,0.99,33.59
45,2_J,1o,65.36,1.03,33.61
46,3_9,2o,65.35,0.96,33.69
47,5_7,sdifferent,65.32,4.15,30.53
48,3_8,1o,65.31,1.03,33.66
49,3_T,2o,65.29,0.96,33.75
50,2_J,1o,65.26,1.07,33.67
51,3_J,1o,65.24,1.02,33.74
52,3_4,1o,65.22,1.1,33.68
53,3_4,1o,65.21,1.09,33.71
54,3_8,1o,65.2,1.06,33.75
55,4_T,2o,65.17,0.93,33.9
56,3_J,1o,65.13,1.04,33.83
57,4_J,1o,65.12,1.01,33.87
58,2_6,2o,65.1,1.0,33.91
59,2_8,1o,65.1,1.03,33.88
