,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_9,2o,75.44,3.57,20.99
1,2_9,1o,74.99,3.67,21.34
2,3_9,2o,74.96,3.53,21.5
3,4_9,2o,74.85,3.51,21.64
4,3_9,1o,74.51,3.64,21.85
5,4_9,1o,74.39,3.63,21.98
6,9_Q,2o,73.38,2.91,23.71
7,5_9,2o,73.31,3.38,23.31
8,9_Q,1o,72.95,3.03,24.01
9,5_9,1o,72.81,3.53,23.66
10,6_9,2o,72.17,3.22,24.6
11,9_J,2o,71.95,2.8,25.25
12,6_9,1o,71.66,3.39,24.96
13,9_J,1o,71.5,2.94,25.56
14,8_9,2o,71.26,3.12,25.62
15,2_9,sdifferent,71.07,3.43,25.5
16,7_9,2o,71.0,3.11,25.89
17,8_9,1o,70.73,3.3,25.98
18,3_9,sdifferent,70.63,3.41,25.96
19,4_9,sdifferent,70.52,3.4,26.08
20,9_T,2o,70.51,2.69,26.8
21,7_9,1o,70.46,3.3,26.25
22,9_T,1o,70.04,2.85,27.11
23,2_7,2o,69.36,0.7,29.94
24,2_8,2o,69.34,0.7,29.97
25,3_8,2o,69.29,0.68,30.03
26,9_Q,sdifferent,69.17,2.86,27.97
27,5_9,sdifferent,69.08,3.3,27.62
28,2_7,1o,68.99,0.79,30.23
29,2_8,1o,68.96,0.78,30.25
30,2_7,1o,68.95,0.74,30.31
31,2_8,1o,68.93,0.74,30.33
32,3_8,1o,68.92,0.76,30.32
33,3_8,1o,68.87,0.74,30.39
34,2_7,ssame,68.77,0.82,30.41
35,2_8,ssame,68.74,0.82,30.44
36,3_8,ssame,68.69,0.82,30.49
37,2_6,2o,68.24,0.7,31.06
38,3_7,2o,68.05,0.67,31.28
39,6_9,sdifferent,68.02,3.17,28.81
40,4_8,2o,68.0,0.67,31.33
41,9_J,sdifferent,67.84,2.77,29.39
42,2_6,1o,67.83,0.79,31.38
43,2_6,1o,67.81,0.74,31.45
44,3_7,1o,67.65,0.76,31.59
45,3_7,1o,67.61,0.73,31.66
46,4_8,1o,67.61,0.75,31.64
47,4_8,1o,67.56,0.74,31.7
48,2_6,ssame,67.55,0.82,31.63
49,3_7,ssame,67.36,0.81,31.83
50,2_3,2o,67.35,0.77,31.88
51,4_8,ssame,67.31,0.82,31.87
52,2_4,2o,67.3,0.76,31.94
53,8_9,sdifferent,67.16,3.09,29.75
54,3_6,2o,66.93,0.67,32.4
55,7_9,sdifferent,66.92,3.09,29.99
56,2_3,1o,66.91,0.81,32.28
57,2_3,1o,66.91,0.83,32.26
58,2_4,1o,66.86,0.83,32.31
59,2_4,1o,66.86,0.8,32.34
60,2_5,2o,66.82,0.74,32.44
61,4_7,2o,66.76,0.66,32.58
62,2_Q,2o,66.64,0.72,32.64
63,5_8,2o,66.57,0.65,32.78
64,2_J,2o,66.56,0.71,32.73
65,2_3,ssame,66.55,0.87,32.58
66,7_Q,2o,66.53,0.61,32.86
67,9_T,sdifferent,66.51,2.69,30.8
68,3_6,1o,66.5,0.76,32.74
69,2_4,ssame,66.5,0.87,32.63
70,2_T,2o,66.48,0.7,32.82
71,3_6,1o,66.48,0.73,32.79
72,2_5,1o,66.37,0.82,32.81
73,2_5,1o,66.37,0.78,32.85
74,4_7,1o,66.35,0.74,32.91
75,4_7,1o,66.3,0.73,32.97
76,3_Q,2o,66.28,0.69,33.04
77,6_J,2o,66.24,0.6,33.15
78,4_Q,2o,66.24,0.67,33.09
79,3_J,2o,66.2,0.68,33.13
80,2_Q,1o,66.17,0.76,33.07
81,4_J,2o,66.16,0.66,33.18
82,5_8,1o,66.15,0.73,33.12
83,3_6,ssame,66.14,0.81,33.05
84,2_Q,1o,66.13,0.8,33.07
85,3_T,2o,66.12,0.67,33.22
86,5_8,1o,66.11,0.73,33.16
87,7_Q,1o,66.09,0.7,33.22
88,4_T,2o,66.08,0.66,33.27
89,2_J,1o,66.08,0.75,33.17
90,2_J,1o,66.07,0.79,33.14
91,7_Q,1o,66.02,0.69,33.28
92,2_5,ssame,66.01,0.86,33.13
93,2_T,1o,66.0,0.74,33.26
94,2_T,1o,66.0,0.78,33.21
95,3_4,2o,65.99,0.73,33.28
96,6_Q,2o,65.99,0.6,33.41
97,4_7,ssame,65.97,0.81,33.22
98,5_T,2o,65.91,0.65,33.45
99,2_Q,ssame,65.84,0.84,33.32
100,5_8,ssame,65.81,0.81,33.38
101,5_Q,2o,65.79,0.66,33.56
102,3_Q,1o,65.79,0.75,33.46
103,6_J,1o,65.78,0.69,33.54
104,2_J,ssame,65.77,0.83,33.39
105,7_Q,ssame,65.76,0.78,33.46
106,3_Q,1o,65.76,0.77,33.47
107,4_Q,1o,65.75,0.75,33.51
108,6_J,1o,65.75,0.68,33.57
109,4_Q,1o,65.72,0.76,33.52
110,5_J,2o,65.71,0.65,33.65
111,3_J,1o,65.71,0.74,33.55
112,2_T,ssame,65.7,0.82,33.47
113,3_J,1o,65.7,0.76,33.54
114,4_6,2o,65.69,0.66,33.64
115,4_J,1o,65.66,0.75,33.59
116,4_J,1o,65.66,0.74,33.6
117,8_Q,2o,65.65,0.63,33.73
118,3_T,1o,65.63,0.75,33.61
119,3_T,1o,65.62,0.73,33.65
120,4_T,1o,65.59,0.74,33.67
121,4_T,1o,65.58,0.73,33.69
122,6_8,2o,65.55,0.6,33.85
123,3_4,1o,65.52,0.8,33.67
124,3_4,1o,65.52,0.79,33.69
125,6_Q,1o,65.52,0.69,33.79
126,3_5,2o,65.51,0.71,33.78
127,6_Q,1o,65.47,0.68,33.84
128,3_Q,ssame,65.46,0.83,33.71
129,6_J,ssame,65.46,0.77,33.77
130,5_T,1o,65.42,0.73,33.85
131,5_T,1o,65.42,0.73,33.85
132,4_Q,ssame,65.42,0.83,33.75
133,3_J,ssame,65.39,0.82,33.79
134,7_J,2o,65.35,0.61,34.04
135,4_J,ssame,65.35,0.82,33.83
136,5_7,2o,65.33,0.64,34.02
137,3_T,ssame,65.32,0.81,33.86
138,5_Q,1o,65.3,0.74,33.96
139,4_T,ssame,65.28,0.81,33.91
140,5_Q,1o,65.27,0.74,33.99
141,4_6,1o,65.25,0.74,34.01
142,4_6,1o,65.22,0.73,34.05
143,5_J,1o,65.22,0.73,34.05
144,5_J,1o,65.2,0.73,34.07
145,6_Q,ssame,65.19,0.77,34.05
146,2_7,sdifferent,65.18,0.7,34.12
147,8_Q,1o,65.18,0.71,34.11
148,2_8,sdifferent,65.16,0.7,34.14
149,8_Q,1o,65.12,0.71,34.17
150,5_T,ssame,65.12,0.81,34.07
151,3_8,sdifferent,65.11,0.7,34.19
152,3_4,ssame,65.09,0.86,34.05
153,6_8,1o,65.09,0.68,34.22
154,6_8,1o,65.08,0.68,34.24
155,6_T,2o,65.06,0.6,34.34
156,3_5,1o,65.04,0.79,34.17
157,3_5,1o,65.03,0.77,34.2
158,5_Q,ssame,64.96,0.82,34.22
159,5_J,ssame,64.9,0.81,34.29
160,7_J,1o,64.88,0.69,34.44
161,5_7,1o,64.88,0.73,34.39
162,5_7,1o,64.85,0.72,34.43
163,8_Q,ssame,64.84,0.79,34.37
164,7_J,1o,64.83,0.69,34.48
165,4_6,ssame,64.81,0.81,34.38
166,6_8,ssame,64.74,0.76,34.5
167,3_5,ssame,64.6,0.85,34.55
168,6_T,1o,64.57,0.68,34.76
169,6_T,1o,64.56,0.68,34.76
170,4_5,2o,64.55,0.7,34.75
171,7_J,ssame,64.54,0.77,34.69
172,7_8,2o,64.48,0.6,34.92
173,5_7,ssame,64.48,0.8,34.72
174,2_K,2o,64.47,14.54,20.99
175,8_J,2o,64.46,0.62,34.92
176,8_K,2o,64.39,14.05,21.56
177,6_7,2o,64.31,0.59,35.1
178,5_6,2o,64.27,0.65,35.09
179,6_T,ssame,64.24,0.76,35.0
180,7_T,2o,64.17,0.6,35.23
181,2_6,sdifferent,64.14,0.7,35.15
182,7_K,2o,64.08,14.09,21.83
183,3_K,2o,64.08,14.42,21.5
184,4_5,1o,64.07,0.78,35.15
185,4_5,1o,64.05,0.77,35.18
186,4_K,2o,64.04,14.33,21.64
187,7_8,1o,64.0,0.69,35.32
188,7_8,1o,63.99,0.68,35.32
189,8_J,1o,63.97,0.7,35.33
190,3_7,sdifferent,63.97,0.69,35.33
191,4_8,sdifferent,63.93,0.7,35.37
192,8_J,1o,63.93,0.7,35.37
193,2_K,1o,63.92,14.74,21.34
194,8_K,1o,63.88,14.26,21.85
195,6_K,2o,63.85,14.11,22.04
