,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,3_K,2o,76.18,2.01,21.81
1,2_3,2o,75.82,1.96,22.22
2,3_Q,2o,75.82,2.0,22.18
3,3_K,1o,75.73,2.12,22.15
4,3_J,2o,75.47,1.99,22.54
5,2_3,1o,75.44,2.05,22.51
6,3_Q,1o,75.36,2.11,22.53
7,3_8,2o,75.28,1.57,23.15
8,3_9,2o,75.26,1.97,22.77
9,3_T,2o,75.13,1.98,22.9
10,3_J,1o,75.01,2.1,22.89
11,3_8,1o,74.79,1.68,23.53
12,3_9,1o,74.77,2.09,23.14
13,3_T,1o,74.66,2.09,23.25
14,3_7,2o,74.22,1.47,24.3
15,3_7,1o,73.72,1.6,24.68
16,3_4,2o,73.27,1.78,24.95
17,3_5,2o,72.87,1.76,25.37
18,3_4,1o,72.83,1.92,25.25
19,3_6,2o,72.82,1.47,25.71
20,3_5,1o,72.41,1.91,25.68
21,3_6,1o,72.28,1.61,26.11
22,3_K,sdifferent,71.75,1.94,26.3
23,2_3,sdifferent,71.53,1.91,26.56
24,3_Q,sdifferent,71.43,1.93,26.64
25,3_J,sdifferent,71.1,1.93,26.97
26,3_8,sdifferent,70.92,1.54,27.54
27,3_9,sdifferent,70.89,1.92,27.19
28,3_T,sdifferent,70.79,1.92,27.3
29,3_7,sdifferent,69.94,1.47,28.59
30,3_4,sdifferent,69.11,1.78,29.11
31,3_5,sdifferent,68.74,1.76,29.5
32,3_6,sdifferent,68.62,1.48,29.9
33,2_K,2o,67.06,0.57,32.37
34,2_Q,2o,66.74,0.56,32.7
35,2_K,1o,66.67,0.61,32.73
36,2_7,2o,66.5,0.54,32.96
37,2_K,1o,66.48,0.65,32.87
38,2_J,2o,66.43,0.54,33.03
39,2_Q,1o,66.34,0.59,33.06
40,2_9,2o,66.29,0.53,33.18
41,2_K,ssame,66.27,0.69,33.04
42,2_Q,1o,66.16,0.64,33.2
43,2_T,2o,66.12,0.53,33.35
44,2_7,1o,66.1,0.58,33.32
45,2_J,1o,66.03,0.58,33.39
46,2_Q,ssame,65.94,0.68,33.38
47,2_7,1o,65.92,0.63,33.45
48,2_8,2o,65.91,0.53,33.56
