,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_6,2o,68.2,10.34,21.46
1,2_6,1o,67.68,10.55,21.78
2,6_8,2o,66.81,9.45,23.73
3,3_6,2o,66.68,10.17,23.15
4,4_6,2o,66.6,10.12,23.29
5,6_8,1o,66.39,9.68,23.93
6,3_6,1o,66.12,10.41,23.47
7,2_7,2o,66.07,3.02,30.91
8,4_6,1o,66.04,10.37,23.59
9,2_3,2o,65.95,3.08,30.97
10,2_5,2o,65.92,3.05,31.03
11,3_8,2o,65.9,3.01,31.1
12,2_4,2o,65.9,3.07,31.03
13,2_8,2o,65.75,3.03,31.23
14,2_7,1o,65.69,3.11,31.2
15,2_7,1o,65.65,3.06,31.28
16,2_5,1o,65.58,3.14,31.28
17,2_3,1o,65.56,3.15,31.3
18,2_3,1o,65.54,3.13,31.33
19,3_8,1o,65.51,3.1,31.39
20,2_5,1o,65.51,3.1,31.39
21,2_4,1o,65.51,3.14,31.35
22,3_8,1o,65.49,3.07,31.44
23,2_4,1o,65.49,3.11,31.39
24,6_7,2o,65.49,9.31,25.2
25,2_7,ssame,65.45,3.15,31.4
26,2_8,1o,65.36,3.12,31.52
27,2_8,1o,65.32,3.07,31.6
28,2_5,ssame,65.29,3.18,31.53
29,3_8,ssame,65.28,3.16,31.56
30,2_3,ssame,65.27,3.19,31.53
31,2_4,ssame,65.22,3.19,31.59
32,2_8,ssame,65.11,3.16,31.73
33,6_7,1o,65.03,9.55,25.42
34,3_7,2o,64.84,2.99,32.17
35,5_6,2o,64.71,9.98,25.3
36,4_8,2o,64.67,2.99,32.33
37,3_5,2o,64.51,3.02,32.46
38,3_4,2o,64.49,3.04,32.47
39,3_7,1o,64.43,3.08,32.49
40,3_7,1o,64.4,3.06,32.54
41,4_8,1o,64.27,3.09,32.65
42,4_8,1o,64.23,3.07,32.7
43,5_6,1o,64.18,10.24,25.58
44,3_7,ssame,64.16,3.14,32.69
45,3_5,1o,64.14,3.11,32.75
46,2_6,sdifferent,64.14,9.96,25.91
47,3_5,1o,64.08,3.09,32.83
48,3_4,1o,64.06,3.12,32.82
49,3_4,1o,64.06,3.1,32.83
50,4_8,ssame,64.0,3.16,32.84
51,3_5,ssame,63.82,3.17,33.01
52,3_4,ssame,63.75,3.18,33.07
53,4_7,2o,63.61,2.98,33.41
54,4_5,2o,63.58,3.01,33.41
55,5_8,2o,63.41,2.98,33.61
56,4_7,1o,63.19,3.07,33.74
57,4_5,1o,63.19,3.1,33.71
58,4_7,1o,63.15,3.05,33.8
59,4_5,1o,63.12,3.09,33.79
60,5_8,1o,62.99,3.06,33.95
61,5_8,1o,62.96,3.07,33.97
62,6_8,sdifferent,62.94,9.16,27.9
63,4_7,ssame,62.89,3.14,33.97
64,4_5,ssame,62.84,3.17,33.98
65,3_6,sdifferent,62.72,9.83,27.45
66,5_8,ssame,62.68,3.16,34.16
67,4_6,sdifferent,62.64,9.79,27.57
68,5_7,2o,62.35,2.96,34.68
69,2_7,sdifferent,62.11,2.85,35.04
70,2_5,sdifferent,62.06,2.88,35.06
71,2_3,sdifferent,62.04,2.91,35.05
72,2_4,sdifferent,62.0,2.9,35.11
73,3_8,sdifferent,61.95,2.86,35.18
74,5_7,1o,61.9,3.05,35.05
75,5_7,1o,61.88,3.05,35.07
76,2_8,sdifferent,61.81,2.86,35.33
77,6_7,sdifferent,61.7,9.04,29.26
78,5_7,ssame,61.57,3.14,35.29
79,3_7,sdifferent,60.97,2.85,36.18
80,5_6,sdifferent,60.94,9.68,29.38
81,4_8,sdifferent,60.82,2.86,36.32
82,3_5,sdifferent,60.75,2.87,36.37
