,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_7,2o,76.57,2.94,20.5
1,2_7,1o,76.14,3.02,20.84
2,7_Q,2o,75.21,2.39,22.4
3,7_K,2o,75.21,2.8,21.99
4,3_7,2o,75.0,2.8,22.2
5,7_Q,1o,74.73,2.51,22.76
6,7_K,1o,74.73,2.93,22.34
7,3_7,1o,74.54,2.92,22.53
8,7_J,2o,73.78,2.29,23.94
9,4_7,2o,73.44,2.68,23.88
10,7_J,1o,73.27,2.42,24.31
11,4_7,1o,72.95,2.83,24.22
12,7_T,2o,72.35,2.18,25.48
13,2_7,sdifferent,72.17,2.79,25.04
14,5_7,2o,71.89,2.56,25.55
15,7_T,1o,71.82,2.33,25.85
16,7_9,2o,71.39,2.08,26.53
17,5_7,1o,71.37,2.73,25.9
18,7_Q,sdifferent,70.85,2.33,26.83
19,7_K,sdifferent,70.85,2.7,26.45
20,7_9,1o,70.83,2.25,26.92
21,3_7,sdifferent,70.71,2.7,26.59
22,6_7,2o,70.39,2.42,27.2
23,7_8,2o,69.97,1.97,28.06
24,6_7,1o,69.82,2.61,27.57
25,7_J,sdifferent,69.52,2.24,28.24
26,7_8,1o,69.39,2.16,28.45
27,4_7,sdifferent,69.26,2.61,28.13
28,2_6,2o,68.51,0.5,30.99
29,7_T,sdifferent,68.2,2.16,29.65
30,2_6,1o,68.13,0.58,31.29
31,2_6,1o,68.08,0.53,31.39
32,2_3,2o,67.92,0.58,31.5
33,2_6,ssame,67.83,0.61,31.56
34,5_7,sdifferent,67.81,2.52,29.66
35,2_3,1o,67.5,0.63,31.87
36,2_3,1o,67.48,0.61,31.9
37,2_4,2o,67.43,0.55,32.02
38,7_9,sdifferent,67.29,2.08,30.62
39,2_5,2o,67.22,0.53,32.24
40,2_3,ssame,67.19,0.67,32.14
41,3_6,2o,67.07,0.47,32.46
42,2_4,1o,67.01,0.62,32.37
43,2_4,1o,66.98,0.59,32.43
44,2_5,1o,66.81,0.61,32.58
45,2_5,1o,66.77,0.57,32.66
46,2_4,ssame,66.69,0.66,32.65
47,3_6,1o,66.65,0.55,32.79
48,3_6,1o,66.61,0.52,32.86
49,2_5,ssame,66.48,0.65,32.87
50,2_K,2o,66.48,0.5,33.02
51,6_7,sdifferent,66.4,2.41,31.19
52,2_9,2o,66.36,0.48,33.16
53,3_6,ssame,66.32,0.6,33.08
54,2_8,2o,66.3,0.47,33.23
55,3_8,2o,66.12,0.45,33.43
56,2_Q,2o,66.08,0.5,33.42
57,4_9,2o,66.06,0.44,33.51
58,2_J,2o,66.04,0.49,33.48
59,3_K,2o,66.02,0.47,33.51
60,2_K,1o,66.01,0.53,33.45
61,3_4,2o,65.99,0.53,33.48
62,7_8,sdifferent,65.98,2.0,32.02
63,2_T,2o,65.96,0.48,33.56
64,3_9,2o,65.9,0.45,33.65
65,2_K,1o,65.89,0.58,33.53
66,2_9,1o,65.89,0.51,33.6
67,4_K,2o,65.85,0.45,33.71
68,2_8,1o,65.82,0.5,33.67
69,2_9,1o,65.8,0.56,33.64
70,3_5,2o,65.78,0.51,33.71
71,2_8,1o,65.75,0.55,33.69
72,5_K,2o,65.73,0.43,33.85
73,6_K,2o,65.69,0.38,33.93
74,4_6,2o,65.67,0.45,33.88
75,3_8,1o,65.65,0.5,33.85
76,3_Q,2o,65.62,0.47,33.91
77,2_K,ssame,65.61,0.62,33.77
78,2_Q,1o,65.6,0.53,33.87
79,4_9,1o,65.6,0.5,33.9
80,3_J,2o,65.58,0.46,33.97
81,3_8,1o,65.57,0.54,33.89
82,3_K,1o,65.56,0.52,33.92
83,2_J,1o,65.56,0.52,33.92
84,5_T,2o,65.54,0.42,34.05
85,6_J,2o,65.54,0.38,34.08
86,3_4,1o,65.53,0.59,33.87
87,3_4,1o,65.52,0.58,33.9
88,2_9,ssame,65.51,0.6,33.89
89,3_T,2o,65.5,0.45,34.05
90,4_9,1o,65.49,0.52,33.99
91,2_T,1o,65.48,0.51,34.0
92,2_Q,1o,65.48,0.58,33.94
93,2_8,ssame,65.46,0.59,33.95
94,2_J,1o,65.45,0.57,33.98
95,4_Q,2o,65.44,0.44,34.12
96,3_9,1o,65.43,0.5,34.07
97,3_K,1o,65.43,0.55,34.03
98,4_J,2o,65.4,0.43,34.17
99,4_K,1o,65.39,0.51,34.1
100,2_T,1o,65.39,0.56,34.05
101,3_5,1o,65.33,0.58,34.08
102,4_T,2o,65.33,0.42,34.25
103,3_9,1o,65.33,0.53,34.14
104,5_Q,2o,65.32,0.43,34.25
105,3_5,1o,65.3,0.56,34.13
106,6_Q,2o,65.29,0.38,34.33
107,3_8,ssame,65.29,0.59,34.12
108,5_J,2o,65.28,0.42,34.31
109,5_K,1o,65.28,0.5,34.22
110,4_K,1o,65.24,0.53,34.23
111,6_K,1o,65.24,0.46,34.3
112,4_6,1o,65.22,0.53,34.25
113,4_9,ssame,65.22,0.59,34.19
114,4_6,1o,65.19,0.52,34.3
115,2_Q,ssame,65.19,0.62,34.19
116,3_4,ssame,65.18,0.65,34.17
117,2_J,ssame,65.16,0.61,34.23
118,3_K,ssame,65.15,0.61,34.25
119,3_Q,1o,65.14,0.52,34.34
120,5_K,1o,65.12,0.51,34.37
121,2_T,ssame,65.1,0.6,34.3
122,3_J,1o,65.1,0.51,34.39
123,6_K,1o,65.09,0.46,34.45
124,5_T,1o,65.08,0.49,34.42
125,6_J,1o,65.08,0.46,34.46
126,3_9,ssame,65.05,0.59,34.36
127,3_T,1o,65.02,0.5,34.47
128,3_Q,1o,65.01,0.55,34.44
129,3_J,1o,64.98,0.54,34.48
130,4_K,ssame,64.97,0.6,34.43
131,4_Q,1o,64.97,0.51,34.51
132,3_5,ssame,64.97,0.64,34.39
133,5_T,1o,64.96,0.5,34.54
134,6_J,1o,64.94,0.46,34.59
135,4_J,1o,64.93,0.5,34.57
136,3_T,1o,64.92,0.53,34.54
137,4_8,2o,64.89,0.43,34.68
138,5_K,ssame,64.86,0.59,34.55
139,5_Q,1o,64.86,0.5,34.64
140,4_T,1o,64.85,0.49,34.65
141,4_6,ssame,64.85,0.6,34.55
142,5_9,2o,64.84,0.42,34.75
143,4_Q,1o,64.83,0.53,34.64
144,6_Q,1o,64.82,0.46,34.71
145,6_K,ssame,64.82,0.54,34.63
146,5_J,1o,64.82,0.49,34.69
147,4_J,1o,64.8,0.52,34.68
148,4_T,1o,64.74,0.51,34.75
149,3_Q,ssame,64.72,0.61,34.67
150,5_Q,1o,64.71,0.51,34.79
151,3_J,ssame,64.7,0.6,34.71
152,5_T,ssame,64.69,0.58,34.73
153,5_J,1o,64.68,0.5,34.82
154,6_Q,1o,64.67,0.46,34.87
155,6_J,ssame,64.67,0.55,34.78
156,3_T,ssame,64.63,0.59,34.78
157,4_Q,ssame,64.55,0.6,34.85
158,4_J,ssame,64.52,0.59,34.89
159,4_T,ssame,64.46,0.58,34.96
160,5_Q,ssame,64.44,0.59,34.98
161,5_J,ssame,64.41,0.58,35.01
162,6_Q,ssame,64.4,0.55,35.06
163,6_T,2o,64.4,0.37,35.23
164,2_6,sdifferent,64.4,0.51,35.09
165,4_8,1o,64.4,0.5,35.1
166,4_5,2o,64.38,0.49,35.14
167,5_9,1o,64.36,0.5,35.14
168,4_8,1o,64.32,0.51,35.17
169,5_6,2o,64.27,0.43,35.29
170,5_9,1o,64.24,0.5,35.25
171,4_8,ssame,64.01,0.58,35.41
172,5_9,ssame,63.95,0.58,35.47
173,6_T,1o,63.92,0.46,35.63
174,4_5,1o,63.9,0.56,35.54
175,4_5,1o,63.88,0.56,35.57
176,2_3,sdifferent,63.84,0.58,35.58
177,6_T,1o,63.8,0.46,35.74
178,5_6,1o,63.78,0.52,35.7
179,5_6,1o,63.77,0.51,35.72
180,6_9,2o,63.7,0.38,35.92
181,5_8,2o,63.67,0.41,35.92
182,4_5,ssame,63.51,0.63,35.86
183,6_T,ssame,63.49,0.54,35.97
184,2_4,sdifferent,63.4,0.56,36.04
185,5_6,ssame,63.39,0.59,36.02
186,2_5,sdifferent,63.21,0.54,36.24
187,6_9,1o,63.19,0.46,36.35
188,5_8,1o,63.17,0.49,36.35
189,6_9,1o,63.08,0.46,36.46
190,5_8,1o,63.07,0.5,36.43
191,3_6,sdifferent,63.07,0.5,36.43
192,6_9,ssame,62.75,0.54,36.71
193,5_8,ssame,62.74,0.57,36.69
194,6_8,2o,62.54,0.37,37.09
195,2_K,sdifferent,62.35,0.51,37.14
196,2_9,sdifferent,62.26,0.49,37.24
197,2_8,sdifferent,62.22,0.49,37.29
198,3_4,sdifferent,62.06,0.55,37.39
