,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_T,2o,76.87,2.49,20.64
1,2_T,1o,76.47,2.56,20.97
2,3_T,2o,76.39,2.45,21.15
3,3_T,1o,75.97,2.55,21.47
4,4_T,2o,75.92,2.43,21.66
5,5_T,2o,75.8,2.42,21.78
6,4_T,1o,75.49,2.54,21.98
7,5_T,1o,75.37,2.54,22.1
8,T_K,2o,74.44,1.89,23.67
9,6_T,2o,74.31,2.27,23.42
10,T_K,1o,74.02,2.0,23.98
11,6_T,1o,73.82,2.41,23.77
12,7_T,2o,73.17,2.16,24.67
13,T_Q,2o,73.0,1.78,25.22
14,7_T,1o,72.66,2.32,25.02
15,T_Q,1o,72.56,1.91,25.53
16,2_T,sdifferent,72.47,2.37,25.16
17,9_T,2o,72.25,2.07,25.67
18,3_T,sdifferent,72.02,2.36,25.62
19,8_T,2o,71.99,2.06,25.95
20,9_T,1o,71.73,2.24,26.03
21,4_T,sdifferent,71.57,2.35,26.08
22,T_J,2o,71.56,1.67,26.77
23,8_T,1o,71.46,2.23,26.31
24,5_T,sdifferent,71.46,2.35,26.2
25,T_J,1o,71.09,1.82,27.09
26,T_K,sdifferent,70.19,1.87,27.94
27,6_T,sdifferent,70.05,2.23,27.72
28,2_9,2o,69.82,0.48,29.7
29,2_7,2o,69.66,0.48,29.86
30,2_8,2o,69.52,0.46,30.01
31,3_8,2o,69.47,0.45,30.08
32,3_9,2o,69.46,0.44,30.1
33,2_9,1o,69.45,0.56,29.99
34,2_9,1o,69.44,0.52,30.05
35,4_9,2o,69.42,0.43,30.15
36,2_7,1o,69.27,0.51,30.21
37,2_7,1o,69.27,0.56,30.17
38,2_9,ssame,69.25,0.6,30.15
39,2_8,1o,69.15,0.55,30.3
40,2_8,1o,69.13,0.5,30.37
41,3_8,1o,69.1,0.53,30.37
42,3_9,1o,69.08,0.53,30.39
43,3_8,1o,69.08,0.5,30.42
44,2_7,ssame,69.07,0.6,30.33
45,3_9,1o,69.06,0.5,30.44
46,4_9,1o,69.04,0.51,30.44
47,4_9,1o,69.01,0.5,30.48
48,7_T,sdifferent,68.99,2.14,28.87
49,2_8,ssame,68.94,0.59,30.47
50,3_8,ssame,68.89,0.59,30.52
51,3_9,ssame,68.87,0.59,30.54
52,T_Q,sdifferent,68.86,1.78,29.36
53,4_9,ssame,68.83,0.59,30.59
54,3_7,2o,68.35,0.45,31.2
55,9_A,2o,68.31,10.07,21.61
56,2_6,2o,68.3,0.49,31.21
57,4_8,2o,68.17,0.42,31.41
58,5_9,2o,68.13,0.42,31.44
59,9_T,sdifferent,68.12,2.07,29.81
60,8_A,2o,68.01,10.1,21.89
61,3_7,1o,67.94,0.5,31.56
62,3_7,1o,67.94,0.53,31.53
63,6_A,2o,67.93,9.77,22.3
64,2_6,1o,67.88,0.52,31.6
65,2_6,1o,67.88,0.58,31.55
66,8_T,sdifferent,67.88,2.06,30.05
67,9_A,1o,67.85,10.24,21.91
68,7_A,2o,67.79,10.11,22.1
69,4_8,1o,67.77,0.51,31.72
70,4_8,1o,67.75,0.49,31.76
71,2_3,2o,67.74,0.56,31.7
72,5_9,1o,67.74,0.51,31.75
73,5_9,1o,67.71,0.5,31.79
74,3_7,ssame,67.66,0.59,31.75
75,2_6,ssame,67.59,0.61,31.8
76,8_A,1o,67.54,10.27,22.19
77,T_J,sdifferent,67.53,1.7,30.78
78,4_8,ssame,67.49,0.58,31.94
79,2_K,2o,67.46,0.51,32.03
80,5_9,ssame,67.45,0.59,31.96
81,2_A,2o,67.43,10.44,22.13
82,6_A,1o,67.43,9.94,22.63
83,2_Q,2o,67.38,0.5,32.12
84,2_4,2o,67.38,0.53,32.09
85,2_5,2o,67.34,0.53,32.14
86,2_3,1o,67.31,0.62,32.07
87,2_3,1o,67.31,0.6,32.09
88,7_A,1o,67.3,10.28,22.42
89,2_J,2o,67.29,0.49,32.22
90,8_K,2o,67.14,0.4,32.47
91,3_K,2o,67.1,0.48,32.42
92,4_7,2o,67.05,0.42,32.53
93,3_A,2o,67.02,10.33,22.65
94,2_K,1o,67.02,0.55,32.43
95,3_Q,2o,67.02,0.47,32.52
96,2_3,ssame,67.01,0.66,32.33
97,3_6,2o,66.99,0.46,32.55
98,2_K,1o,66.97,0.59,32.44
99,2_4,1o,66.95,0.57,32.48
100,2_4,1o,66.94,0.61,32.46
101,3_J,2o,66.93,0.46,32.61
102,2_Q,1o,66.93,0.54,32.53
103,2_5,1o,66.91,0.56,32.53
104,2_A,1o,66.91,10.61,22.48
105,2_Q,1o,66.9,0.58,32.52
106,2_5,1o,66.89,0.61,32.5
107,5_8,2o,66.89,0.41,32.7
108,2_J,1o,66.84,0.53,32.63
109,7_Q,2o,66.84,0.39,32.78
110,2_J,1o,66.83,0.57,32.6
111,6_9,2o,66.79,0.38,32.83
112,4_K,2o,66.74,0.45,32.81
113,5_K,2o,66.71,0.44,32.85
114,2_K,ssame,66.71,0.63,32.66
115,8_K,1o,66.7,0.48,32.81
116,4_Q,2o,66.66,0.44,32.9
117,3_K,1o,66.65,0.54,32.82
118,8_K,1o,66.64,0.48,32.88
119,2_Q,ssame,66.63,0.62,32.75
120,2_4,ssame,66.63,0.64,32.72
121,4_A,2o,66.62,10.23,23.15
122,5_Q,2o,66.62,0.43,32.94
123,4_7,1o,66.61,0.51,32.88
124,3_K,1o,66.6,0.56,32.84
125,4_7,1o,66.6,0.5,32.9
126,7_K,2o,66.59,0.39,33.02
127,2_5,ssame,66.59,0.64,32.77
128,4_J,2o,66.57,0.43,33.0
129,5_A,2o,66.57,10.16,23.27
130,3_Q,1o,66.56,0.53,32.92
131,2_J,ssame,66.56,0.61,32.83
132,3_6,1o,66.55,0.55,32.91
133,3_6,1o,66.54,0.52,32.94
134,5_J,2o,66.54,0.42,33.04
135,3_Q,1o,66.53,0.55,32.92
136,3_A,1o,66.5,10.51,22.99
137,3_J,1o,66.47,0.52,33.01
138,5_8,1o,66.47,0.5,33.03
139,3_J,1o,66.46,0.54,33.0
140,6_J,2o,66.46,0.39,33.16
141,5_8,1o,66.44,0.49,33.06
142,8_K,ssame,66.39,0.56,33.05
143,7_Q,1o,66.38,0.47,33.15
144,6_9,1o,66.36,0.46,33.17
145,7_Q,1o,66.35,0.47,33.18
146,6_K,2o,66.35,0.4,33.26
147,6_9,1o,66.33,0.47,33.21
148,3_K,ssame,66.33,0.62,33.05
149,4_K,1o,66.28,0.52,33.2
150,6_Q,2o,66.26,0.39,33.35
151,9_K,2o,66.26,0.41,33.33
152,4_7,ssame,66.26,0.58,33.16
153,3_Q,ssame,66.25,0.61,33.14
154,4_K,1o,66.24,0.53,33.23
155,5_K,1o,66.24,0.52,33.24
156,5_K,1o,66.2,0.52,33.27
157,4_Q,1o,66.19,0.51,33.3
158,3_6,ssame,66.18,0.6,33.22
159,3_J,ssame,66.18,0.6,33.22
160,4_Q,1o,66.17,0.52,33.31
161,5_Q,1o,66.15,0.51,33.34
162,5_Q,1o,66.13,0.51,33.35
163,7_K,1o,66.13,0.47,33.4
164,5_8,ssame,66.11,0.58,33.31
165,4_J,1o,66.1,0.5,33.39
166,4_J,1o,66.1,0.51,33.39
167,7_K,1o,66.09,0.47,33.45
168,7_Q,ssame,66.08,0.55,33.37
