,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_9,2o,76.57,2.53,20.91
1,2_9,1o,76.14,2.6,21.25
2,3_9,2o,76.09,2.49,21.42
3,4_9,2o,75.97,2.48,21.55
4,3_9,1o,75.65,2.59,21.76
5,4_9,1o,75.52,2.59,21.89
6,9_K,2o,74.43,2.01,23.56
7,5_9,2o,74.41,2.36,23.23
8,9_K,1o,73.94,2.12,23.94
9,5_9,1o,73.93,2.49,23.57
10,9_Q,2o,72.99,1.9,25.11
11,6_9,2o,72.91,2.21,24.87
12,9_Q,1o,72.47,2.03,25.5
13,6_9,1o,72.39,2.37,25.24
14,2_9,sdifferent,72.17,2.41,25.42
15,7_9,2o,71.78,2.1,26.12
16,3_9,sdifferent,71.72,2.4,25.88
17,4_9,sdifferent,71.6,2.4,26.0
18,9_J,2o,71.55,1.8,26.65
19,7_9,1o,71.23,2.27,26.5
20,9_J,1o,71.01,1.94,27.05
21,8_9,2o,70.6,2.0,27.4
22,5_9,sdifferent,70.15,2.31,27.54
23,9_T,2o,70.12,1.69,28.19
24,9_K,sdifferent,70.12,1.97,27.91
25,8_9,1o,70.03,2.19,27.78
26,9_T,1o,69.56,1.85,28.59
27,2_7,2o,69.42,0.48,30.1
28,2_8,2o,69.28,0.47,30.25
29,3_8,2o,69.23,0.45,30.32
30,2_7,1o,69.03,0.56,30.41
31,2_7,1o,69.01,0.51,30.48
32,2_8,1o,68.9,0.55,30.55
33,2_8,1o,68.87,0.51,30.63
34,3_8,1o,68.85,0.53,30.62
35,3_8,1o,68.81,0.5,30.68
36,2_7,ssame,68.8,0.6,30.6
37,9_Q,sdifferent,68.78,1.89,29.33
38,6_9,sdifferent,68.74,2.19,29.07
39,2_8,ssame,68.67,0.59,30.74
40,3_8,ssame,68.62,0.59,30.79
41,3_7,2o,68.11,0.45,31.44
42,2_6,2o,68.01,0.49,31.5
43,4_8,2o,67.94,0.43,31.62
44,3_7,1o,67.69,0.53,31.77
45,7_9,sdifferent,67.68,2.1,30.22
46,3_7,1o,67.67,0.51,31.82
47,2_6,1o,67.58,0.58,31.85
48,2_6,1o,67.56,0.53,31.91
49,4_8,1o,67.55,0.52,31.93
50,4_8,1o,67.5,0.5,31.99
51,9_J,sdifferent,67.46,1.8,30.74
52,3_7,ssame,67.39,0.59,32.02
53,2_3,2o,67.3,0.56,32.14
54,2_6,ssame,67.27,0.61,32.12
55,2_4,2o,67.25,0.55,32.2
56,4_8,ssame,67.24,0.59,32.17
57,2_3,1o,66.85,0.6,32.56
58,2_3,1o,66.84,0.62,32.54
59,4_7,2o,66.82,0.44,32.74
60,2_4,1o,66.8,0.58,32.62
61,2_4,1o,66.79,0.62,32.59
62,2_5,2o,66.77,0.53,32.7
63,3_6,2o,66.7,0.46,32.84
64,8_9,sdifferent,66.58,2.03,31.4
65,2_3,ssame,66.52,0.66,32.82
66,5_8,2o,66.52,0.42,33.07
67,2_4,ssame,66.47,0.66,32.87
68,4_7,1o,66.39,0.52,33.09
69,4_7,1o,66.36,0.51,33.13
70,2_5,1o,66.31,0.61,33.08
71,2_5,1o,66.31,0.57,33.13
72,3_6,1o,66.25,0.55,33.21
73,3_6,1o,66.22,0.52,33.26
74,9_T,sdifferent,66.13,1.72,32.15
75,5_8,1o,66.08,0.5,33.41
76,2_K,2o,66.08,0.51,33.42
77,5_8,1o,66.05,0.5,33.45
78,4_7,ssame,66.01,0.59,33.4
79,2_Q,2o,65.99,0.5,33.51
80,2_5,ssame,65.98,0.64,33.38
81,8_K,2o,65.98,0.4,33.62
82,3_4,2o,65.94,0.52,33.54
83,2_J,2o,65.91,0.49,33.6
84,3_6,ssame,65.86,0.6,33.54
85,2_T,2o,65.84,0.48,33.69
86,5_8,ssame,65.74,0.58,33.68
87,3_K,2o,65.71,0.47,33.81
88,7_Q,2o,65.68,0.39,33.93
89,4_K,2o,65.67,0.46,33.87
90,3_Q,2o,65.63,0.46,33.91
91,4_Q,2o,65.59,0.45,33.96
92,2_K,1o,65.59,0.54,33.86
93,3_J,2o,65.55,0.45,34.0
94,8_K,1o,65.53,0.48,33.99
95,2_Q,1o,65.51,0.53,33.96
96,4_J,2o,65.51,0.44,34.05
97,2_K,1o,65.48,0.59,33.94
98,3_T,2o,65.47,0.44,34.08
99,4_6,2o,65.46,0.45,34.09
100,3_4,1o,65.46,0.59,33.95
101,3_4,1o,65.46,0.58,33.96
102,3_5,2o,65.46,0.5,34.04
103,4_T,2o,65.43,0.43,34.14
104,7_K,2o,65.43,0.39,34.18
105,2_J,1o,65.42,0.52,34.05
106,2_Q,1o,65.4,0.58,34.02
107,5_7,2o,65.39,0.42,34.19
108,8_K,1o,65.38,0.48,34.14
109,2_T,1o,65.35,0.51,34.14
