,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_3,2o,52.83,23.9,23.28
1,2_4,2o,52.68,23.87,23.45
2,2_5,2o,52.54,23.9,23.56
3,2_3,1o,52.14,24.28,23.58
4,2_4,1o,52.0,24.27,23.73
5,2_5,1o,51.87,24.31,23.82
6,2_3,sdifferent,49.73,22.68,27.6
7,2_4,sdifferent,49.6,22.66,27.74
8,2_5,sdifferent,49.48,22.69,27.83
9,3_4,2o,48.67,12.46,38.87
10,3_5,2o,48.52,12.47,39.02
11,3_4,1o,47.93,12.63,39.44
12,3_4,1o,47.91,12.62,39.47
13,3_5,1o,47.79,12.64,39.57
14,3_5,1o,47.76,12.62,39.62
15,3_4,ssame,47.32,12.79,39.89
16,3_5,ssame,47.18,12.8,40.02
17,4_5,2o,47.09,12.44,40.48
18,4_5,1o,46.32,12.62,41.07
19,4_5,1o,46.3,12.61,41.09
20,3_4,sdifferent,45.84,11.58,42.58
21,3_5,sdifferent,45.71,11.58,42.71
22,4_5,ssame,45.68,12.79,41.54
23,4_5,sdifferent,44.38,11.57,44.05
24,3_K,2o,41.01,0.75,58.23
25,3_Q,2o,40.93,0.99,58.07
26,4_K,2o,40.67,0.73,58.6
27,4_Q,2o,40.59,0.97,58.44
28,3_J,2o,40.53,1.38,58.09
29,3_T,2o,40.51,1.96,57.52
30,5_K,2o,40.33,0.71,58.96
31,3_8,2o,40.32,4.79,54.89
32,3_9,2o,40.3,3.04,56.66
33,5_Q,2o,40.25,0.95,58.8
34,4_9,2o,40.24,3.03,56.73
35,4_J,2o,40.19,1.35,58.46
36,4_T,2o,40.17,1.94,57.89
37,3_K,1o,40.17,0.81,59.02
38,3_A,2o,40.17,0.54,59.29
39,5_T,2o,40.12,1.93,57.95
40,3_Q,1o,40.08,1.05,58.87
41,4_K,1o,39.84,0.8,59.36
42,5_J,2o,39.84,1.34,58.82
43,4_A,2o,39.78,0.52,59.7
44,4_Q,1o,39.75,1.04,59.21
45,3_J,1o,39.67,1.43,58.9
46,3_T,1o,39.65,2.02,58.32
47,3_K,1o,39.53,0.84,59.64
48,5_K,1o,39.5,0.79,59.71
49,3_8,1o,39.46,4.87,55.67
50,3_Q,1o,39.45,1.08,59.47
