,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_6,2o,70.53,7.78,21.69
1,2_6,1o,70.03,7.95,22.02
2,6_9,2o,69.32,7.01,23.67
3,3_6,2o,69.0,7.62,23.38
4,6_9,1o,68.88,7.19,23.93
5,3_6,1o,68.46,7.82,23.71
6,6_8,2o,68.0,6.87,25.13
7,6_8,1o,67.52,7.06,25.42
8,4_6,2o,67.47,7.47,25.07
9,5_6,2o,67.39,7.42,25.19
10,4_6,1o,66.91,7.69,25.4
11,5_6,1o,66.82,7.66,25.52
12,6_7,2o,66.68,6.77,26.55
13,2_3,2o,66.65,2.01,31.34
14,2_4,2o,66.43,1.99,31.58
15,2_5,2o,66.39,1.98,31.63
16,2_6,sdifferent,66.36,7.51,26.13
17,2_3,1o,66.24,2.07,31.69
18,2_3,1o,66.23,2.05,31.72
19,6_7,1o,66.16,6.98,26.85
20,2_7,2o,66.07,1.94,31.99
21,2_4,1o,66.04,2.06,31.9
22,2_4,1o,66.01,2.03,31.96
23,2_5,1o,65.99,2.06,31.95
24,2_5,1o,65.97,2.02,32.01
25,2_3,ssame,65.95,2.11,31.94
26,3_8,2o,65.92,1.91,32.17
27,2_8,2o,65.77,1.93,32.3
28,4_9,2o,65.75,1.9,32.35
29,2_4,ssame,65.74,2.1,32.16
30,2_9,2o,65.73,1.95,32.33
31,2_5,ssame,65.69,2.1,32.21
32,2_7,1o,65.63,1.98,32.39
33,2_7,1o,65.62,2.03,32.36
34,3_9,2o,65.54,1.92,32.54
35,3_8,1o,65.48,1.97,32.55
36,3_8,1o,65.46,2.0,32.55
37,2_7,ssame,65.36,2.06,32.58
38,4_9,1o,65.32,1.98,32.7
39,2_8,1o,65.32,1.97,32.71
40,2_8,1o,65.31,2.01,32.68
41,4_9,1o,65.28,1.99,32.72
42,6_9,sdifferent,65.28,6.82,27.9
43,2_9,1o,65.28,1.99,32.74
44,2_9,1o,65.26,2.03,32.71
45,3_8,ssame,65.2,2.05,32.74
46,3_9,1o,65.1,1.98,32.92
47,3_9,1o,65.07,2.0,32.92
48,2_8,ssame,65.04,2.05,32.91
49,4_9,ssame,65.04,2.06,32.9
50,3_4,2o,65.02,1.96,33.02
51,2_9,ssame,64.99,2.07,32.94
52,3_5,2o,64.98,1.95,33.06
53,3_6,sdifferent,64.93,7.39,27.67
54,3_7,2o,64.84,1.91,33.25
55,3_9,ssame,64.81,2.06,33.13
56,4_8,2o,64.69,1.89,33.42
57,3_4,1o,64.59,2.03,33.37
58,3_4,1o,64.58,2.02,33.4
59,3_5,1o,64.55,2.03,33.42
60,5_9,2o,64.53,1.9,33.57
61,3_5,1o,64.53,2.01,33.45
62,3_7,1o,64.38,1.97,33.65
63,3_7,1o,64.36,2.0,33.64
64,3_4,ssame,64.26,2.09,33.65
65,4_8,1o,64.24,1.96,33.8
66,3_5,ssame,64.22,2.09,33.69
67,4_8,1o,64.21,1.97,33.82
68,5_9,1o,64.07,1.98,33.95
69,3_7,ssame,64.07,2.06,33.87
70,6_8,sdifferent,64.05,6.7,29.26
71,5_9,1o,64.04,1.98,33.97
72,4_8,ssame,63.93,2.04,34.03
73,5_9,ssame,63.77,2.06,34.17
74,4_7,2o,63.61,1.89,34.5
75,4_5,2o,63.58,1.93,34.49
76,4_6,sdifferent,63.51,7.27,29.21
77,5_8,2o,63.47,1.88,34.65
78,5_6,sdifferent,63.43,7.24,29.33
79,4_7,1o,63.13,1.96,34.9
80,4_5,1o,63.11,2.01,34.89
81,4_7,1o,63.11,1.98,34.92
82,4_5,1o,63.11,2.01,34.88
83,5_8,1o,62.99,1.96,35.05
84,5_8,1o,62.97,1.97,35.07
85,6_7,sdifferent,62.81,6.62,30.57
86,4_7,ssame,62.79,2.05,35.16
87,4_5,ssame,62.75,2.08,35.17
88,2_3,sdifferent,62.68,1.92,35.41
89,5_8,ssame,62.66,2.04,35.3
90,2_4,sdifferent,62.49,1.9,35.61
91,2_5,sdifferent,62.45,1.89,35.66
92,5_7,2o,62.43,1.88,35.68
93,2_7,sdifferent,62.06,1.85,36.09
94,5_7,1o,61.92,1.96,36.11
95,3_8,sdifferent,61.92,1.84,36.23
96,5_7,1o,61.91,1.97,36.12
97,4_9,sdifferent,61.78,1.85,36.37
98,2_8,sdifferent,61.78,1.85,36.38
99,2_9,sdifferent,61.74,1.86,36.4
