,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,4_J,2o,73.38,4.54,22.08
1,4_9,2o,73.1,4.13,22.77
2,4_T,2o,73.04,4.52,22.44
3,4_J,1o,72.91,4.68,22.4
4,4_9,1o,72.61,4.27,23.12
5,4_T,1o,72.56,4.67,22.77
6,2_4,2o,71.88,4.59,23.53
7,4_8,2o,71.79,4.03,24.18
8,2_4,1o,71.37,4.73,23.9
9,4_8,1o,71.26,4.19,24.56
10,4_7,2o,70.79,3.93,25.28
11,3_4,2o,70.33,4.45,25.23
12,4_7,1o,70.23,4.11,25.66
13,3_4,1o,69.79,4.62,25.59
14,4_6,2o,69.38,3.83,26.79
15,4_J,sdifferent,69.09,4.39,26.52
16,4_9,sdifferent,68.82,4.02,27.16
17,4_6,1o,68.8,4.01,27.18
18,4_T,sdifferent,68.78,4.38,26.84
19,4_5,2o,67.96,4.15,27.89
20,2_4,sdifferent,67.71,4.45,27.83
21,4_8,sdifferent,67.59,3.94,28.47
22,4_5,1o,67.36,4.36,28.28
23,2_3,2o,67.16,1.09,31.75
24,2_3,1o,66.73,1.15,32.12
25,2_3,1o,66.71,1.13,32.16
26,4_7,sdifferent,66.65,3.86,29.49
27,2_3,ssame,66.46,1.18,32.36
28,3_4,sdifferent,66.27,4.35,29.38
29,2_7,2o,65.93,1.01,33.06
30,2_J,2o,65.73,1.0,33.27
31,3_J,2o,65.6,0.97,33.43
32,2_7,1o,65.47,1.05,33.48
33,2_T,2o,65.43,0.99,33.59
34,3_8,2o,65.4,0.98,33.62
35,4_6,sdifferent,65.35,3.78,30.87
36,2_7,1o,65.35,1.1,33.55
37,3_T,2o,65.29,0.96,33.75
38,2_J,1o,65.27,1.04,33.69
39,2_8,2o,65.24,1.0,33.76
40,2_J,1o,65.17,1.08,33.75
41,3_J,1o,65.15,1.03,33.83
42,2_9,2o,65.13,1.0,33.88
43,2_7,ssame,65.09,1.13,33.78
44,3_J,1o,65.03,1.05,33.91
45,3_9,2o,64.99,0.97,34.04
46,2_T,1o,64.96,1.03,34.02
47,3_8,1o,64.95,1.03,34.02
48,2_J,ssame,64.89,1.12,33.98
49,2_T,1o,64.86,1.07,34.07
50,3_T,1o,64.84,1.02,34.15
51,3_8,1o,64.81,1.07,34.12
52,2_6,2o,64.78,1.0,34.22
53,2_8,1o,64.77,1.03,34.19
54,3_J,ssame,64.77,1.11,34.12
55,3_T,1o,64.72,1.04,34.23
56,3_7,2o,64.7,0.98,34.32
57,2_9,1o,64.65,1.03,34.31
58,2_8,1o,64.65,1.08,34.27
59,2_T,ssame,64.58,1.11,34.31
60,3_8,ssame,64.55,1.12,34.33
61,2_9,1o,64.53,1.08,34.39
62,3_9,1o,64.53,1.02,34.45
63,3_T,ssame,64.45,1.1,34.45
64,3_9,1o,64.4,1.05,34.55
65,2_8,ssame,64.37,1.12,34.51
66,2_6,1o,64.29,1.04,34.67
67,2_9,ssame,64.25,1.12,34.63
68,3_7,1o,64.22,1.04,34.74
69,2_6,1o,64.19,1.09,34.72
70,3_9,ssame,64.12,1.11,34.77
71,3_7,1o,64.09,1.07,34.84
72,4_5,sdifferent,64.04,4.09,31.87
73,2_6,ssame,63.89,1.13,34.98
74,3_7,ssame,63.8,1.12,35.07
75,2_5,2o,63.61,1.04,35.34
76,3_6,2o,63.54,0.98,35.48
77,2_3,sdifferent,63.13,1.06,35.81
78,2_5,1o,63.09,1.08,35.83
79,3_6,1o,63.04,1.03,35.93
80,2_5,1o,63.03,1.13,35.85
81,3_6,1o,62.94,1.06,36.0
82,2_5,ssame,62.68,1.16,36.15
83,3_6,ssame,62.61,1.12,36.28
84,3_5,2o,62.38,1.02,36.6
85,2_7,sdifferent,61.86,0.99,37.15
86,3_5,1o,61.84,1.08,37.08
87,5_T,2o,61.83,0.93,37.24
88,3_5,1o,61.77,1.1,37.13
89,2_J,sdifferent,61.69,0.98,37.33
90,3_J,sdifferent,61.58,0.97,37.45
91,2_T,sdifferent,61.41,0.97,37.62
92,3_5,ssame,61.4,1.15,37.45
93,3_8,sdifferent,61.38,0.98,37.64
94,3_T,sdifferent,61.3,0.96,37.74
95,2_8,sdifferent,61.23,0.98,37.79
96,5_T,1o,61.21,1.0,37.79
97,5_T,1o,61.18,1.01,37.8
98,2_9,sdifferent,61.12,0.98,37.9
99,3_9,sdifferent,61.01,0.97,38.02
100,5_J,2o,60.95,1.8,37.25
101,2_6,sdifferent,60.8,0.99,38.21
102,5_T,ssame,60.75,1.09,38.16
103,3_7,sdifferent,60.72,0.98,38.29
104,5_9,2o,60.38,0.94,38.68
105,5_J,1o,60.32,1.88,37.8
106,5_J,1o,60.29,1.89,37.82
107,5_J,ssame,59.85,1.98,38.17
108,6_T,2o,59.82,1.71,38.47
109,5_8,2o,59.78,0.94,39.28
110,2_5,sdifferent,59.74,1.02,39.24
111,5_9,1o,59.72,1.01,39.27
112,5_9,1o,59.69,1.02,39.28
113,3_6,sdifferent,59.67,0.98,39.35
114,6_J,2o,59.55,2.35,38.1
